Training for 378151 steps ...
     36/378151: episode: 1, duration: 0.169s, episode steps:  36, steps per second: 213, episode reward:  5.274, mean reward:  0.146 [-0.005,  0.306], mean action: 15.778 [0.000, 30.000],  loss: --, mae: --, mean_q: --
  91188/378151: episode: 418, duration: 2.989s, episode steps: 267, steps per second:  89, episode reward: 73.412, mean reward:  0.275 [-0.005,  0.470], mean action: 15.375 [0.000, 31.000],  loss: 79.584686, mae: 188.194931, mean_q: 202.770691
  91268/378151: episode: 419, duration: 0.945s, episode steps:  80, steps per second:  85, episode reward: 20.967, mean reward:  0.262 [-0.005,  0.471], mean action: 12.812 [0.000, 31.000],  loss: 77.055244, mae: 188.788971, mean_q: 203.669464
  91537/378151: episode: 420, duration: 3.006s, episode steps: 269, steps per second:  89, episode reward: 116.049, mean reward:  0.431 [ 0.087,  0.476], mean action: 16.119 [0.000, 31.000],  loss: 100.234451, mae: 187.928162, mean_q: 202.768936
  91804/378151: episode: 421, duration: 3.057s, episode steps: 267, steps per second:  87, episode reward: 157.499, mean reward:  0.590 [ 0.133,  0.642], mean action: 13.247 [0.000, 31.000],  loss: 77.497414, mae: 188.631119, mean_q: 203.476440
  92074/378151: episode: 422, duration: 3.101s, episode steps: 270, steps per second:  87, episode reward: 146.017, mean reward:  0.541 [ 0.137,  0.640], mean action: 16.252 [0.000, 31.000],  loss: 63.980709, mae: 188.174103, mean_q: 202.816727
  92341/378151: episode: 423, duration: 3.007s, episode steps: 267, steps per second:  89, episode reward: 66.199, mean reward:  0.248 [-0.005,  0.350], mean action: 15.487 [0.000, 31.000],  loss: 76.219025, mae: 188.121017, mean_q: 202.740952
  92569/378151: episode: 424, duration: 2.565s, episode steps: 228, steps per second:  89, episode reward: 46.249, mean reward:  0.203 [-0.005,  0.335], mean action: 17.421 [0.000, 31.000],  loss: 73.188850, mae: 188.095245, mean_q: 202.343613
  92836/378151: episode: 425, duration: 3.084s, episode steps: 267, steps per second:  87, episode reward: 131.521, mean reward:  0.493 [-0.005,  0.641], mean action: 15.921 [0.000, 31.000],  loss: 89.998886, mae: 187.460037, mean_q: 202.225128
  93103/378151: episode: 426, duration: 3.046s, episode steps: 267, steps per second:  88, episode reward: 113.885, mean reward:  0.427 [ 0.137,  0.463], mean action: 12.790 [0.000, 31.000],  loss: 69.182632, mae: 187.523346, mean_q: 202.209412
  93115/378151: episode: 427, duration: 0.143s, episode steps:  12, steps per second:  84, episode reward:  2.722, mean reward:  0.227 [ 0.133,  0.305], mean action: 15.917 [3.000, 31.000],  loss: 52.071499, mae: 187.745224, mean_q: 201.890182
  93382/378151: episode: 428, duration: 3.018s, episode steps: 267, steps per second:  88, episode reward: 55.828, mean reward:  0.209 [-0.005,  0.398], mean action: 16.251 [0.000, 31.000],  loss: 87.917351, mae: 187.562622, mean_q: 202.255142
  93649/378151: episode: 429, duration: 3.069s, episode steps: 267, steps per second:  87, episode reward: 40.437, mean reward:  0.151 [-0.005,  0.295], mean action: 13.217 [1.000, 31.000],  loss: 69.029030, mae: 187.440216, mean_q: 201.985580
  93916/378151: episode: 430, duration: 3.001s, episode steps: 267, steps per second:  89, episode reward: 99.528, mean reward:  0.373 [-0.005,  0.446], mean action: 13.562 [0.000, 31.000],  loss: 66.242920, mae: 188.009155, mean_q: 202.950943
  94186/378151: episode: 431, duration: 3.139s, episode steps: 270, steps per second:  86, episode reward: 137.809, mean reward:  0.510 [ 0.133,  0.648], mean action: 15.911 [0.000, 31.000],  loss: 73.634918, mae: 187.936569, mean_q: 202.457092
  94453/378151: episode: 432, duration: 2.990s, episode steps: 267, steps per second:  89, episode reward: 115.427, mean reward:  0.432 [ 0.133,  0.470], mean action: 13.004 [0.000, 31.000],  loss: 74.632080, mae: 188.385513, mean_q: 203.097961
  94640/378151: episode: 433, duration: 2.217s, episode steps: 187, steps per second:  84, episode reward: 78.131, mean reward:  0.418 [ 0.133,  0.462], mean action: 15.893 [0.000, 31.000],  loss: 82.831291, mae: 187.385239, mean_q: 202.166733
  94907/378151: episode: 434, duration: 3.010s, episode steps: 267, steps per second:  89, episode reward: 78.240, mean reward:  0.293 [-0.005,  0.646], mean action: 13.700 [0.000, 31.000],  loss: 74.877930, mae: 188.183029, mean_q: 203.419281
  95174/378151: episode: 435, duration: 3.113s, episode steps: 267, steps per second:  86, episode reward: 113.506, mean reward:  0.425 [ 0.087,  0.478], mean action: 13.288 [0.000, 31.000],  loss: 65.072357, mae: 189.654312, mean_q: 204.536758
  95441/378151: episode: 436, duration: 3.034s, episode steps: 267, steps per second:  88, episode reward: 109.256, mean reward:  0.409 [-0.005,  0.454], mean action: 12.910 [0.000, 31.000],  loss: 89.389656, mae: 189.270630, mean_q: 204.422409
  95708/378151: episode: 437, duration: 3.066s, episode steps: 267, steps per second:  87, episode reward: 81.936, mean reward:  0.307 [ 0.116,  0.360], mean action: 14.588 [0.000, 31.000],  loss: 84.941277, mae: 189.005234, mean_q: 203.887924
  95978/378151: episode: 438, duration: 3.060s, episode steps: 270, steps per second:  88, episode reward: 97.814, mean reward:  0.362 [-0.005,  0.462], mean action: 11.674 [0.000, 31.000],  loss: 95.403465, mae: 189.265579, mean_q: 204.448410
  96245/378151: episode: 439, duration: 3.085s, episode steps: 267, steps per second:  87, episode reward: 79.435, mean reward:  0.298 [-0.005,  0.320], mean action: 7.854 [0.000, 31.000],  loss: 78.271690, mae: 188.591782, mean_q: 203.550354
  96512/378151: episode: 440, duration: 3.105s, episode steps: 267, steps per second:  86, episode reward: 151.911, mean reward:  0.569 [ 0.133,  0.653], mean action: 14.801 [0.000, 31.000],  loss: 72.366615, mae: 187.983063, mean_q: 202.921173
  96779/378151: episode: 441, duration: 3.027s, episode steps: 267, steps per second:  88, episode reward: 86.462, mean reward:  0.324 [-0.005,  0.445], mean action: 16.640 [0.000, 31.000],  loss: 74.712532, mae: 188.593491, mean_q: 203.691330
  97046/378151: episode: 442, duration: 3.111s, episode steps: 267, steps per second:  86, episode reward: 85.687, mean reward:  0.321 [ 0.086,  0.474], mean action: 14.345 [0.000, 31.000],  loss: 76.811974, mae: 189.366592, mean_q: 204.335037
  97313/378151: episode: 443, duration: 3.015s, episode steps: 267, steps per second:  89, episode reward: 83.240, mean reward:  0.312 [ 0.137,  0.335], mean action: 6.019 [0.000, 30.000],  loss: 89.444405, mae: 189.190094, mean_q: 204.253510
  97580/378151: episode: 444, duration: 3.112s, episode steps: 267, steps per second:  86, episode reward: 112.444, mean reward:  0.421 [ 0.116,  0.445], mean action: 14.562 [0.000, 30.000],  loss: 92.458115, mae: 189.692154, mean_q: 204.845322
  97846/378151: episode: 445, duration: 3.008s, episode steps: 266, steps per second:  88, episode reward: 133.925, mean reward:  0.503 [-0.005,  0.648], mean action: 13.883 [0.000, 31.000],  loss: 100.890373, mae: 188.943024, mean_q: 204.348892
  97997/378151: episode: 446, duration: 1.760s, episode steps: 151, steps per second:  86, episode reward: 78.574, mean reward:  0.520 [ 0.087,  0.641], mean action: 15.589 [0.000, 31.000],  loss: 95.019844, mae: 188.510742, mean_q: 203.574692
  98264/378151: episode: 447, duration: 3.096s, episode steps: 267, steps per second:  86, episode reward: 80.307, mean reward:  0.301 [ 0.087,  0.308], mean action: 13.929 [0.000, 29.000],  loss: 68.038498, mae: 189.992859, mean_q: 205.347794
  98531/378151: episode: 448, duration: 3.056s, episode steps: 267, steps per second:  87, episode reward: 107.585, mean reward:  0.403 [ 0.116,  0.486], mean action: 14.300 [0.000, 31.000],  loss: 103.776688, mae: 189.594360, mean_q: 204.842758
  98798/378151: episode: 449, duration: 3.104s, episode steps: 267, steps per second:  86, episode reward: 117.191, mean reward:  0.439 [ 0.118,  0.484], mean action: 14.367 [0.000, 31.000],  loss: 68.494423, mae: 190.008972, mean_q: 205.320099
  99065/378151: episode: 450, duration: 3.102s, episode steps: 267, steps per second:  86, episode reward: 85.645, mean reward:  0.321 [ 0.087,  0.397], mean action: 11.026 [0.000, 29.000],  loss: 92.579353, mae: 190.673019, mean_q: 205.764038
  99335/378151: episode: 451, duration: 3.047s, episode steps: 270, steps per second:  89, episode reward: 112.950, mean reward:  0.418 [ 0.116,  0.459], mean action: 13.722 [1.000, 30.000],  loss: 120.967384, mae: 188.979950, mean_q: 204.399948
  99602/378151: episode: 452, duration: 3.106s, episode steps: 267, steps per second:  86, episode reward: 160.327, mean reward:  0.600 [ 0.133,  0.649], mean action: 10.562 [0.000, 31.000],  loss: 94.324883, mae: 189.138519, mean_q: 204.719254
  99869/378151: episode: 453, duration: 3.030s, episode steps: 267, steps per second:  88, episode reward: 101.327, mean reward:  0.380 [ 0.045,  0.476], mean action: 16.273 [0.000, 31.000],  loss: 86.135170, mae: 188.808777, mean_q: 204.073334
 100136/378151: episode: 454, duration: 3.097s, episode steps: 267, steps per second:  86, episode reward: 103.677, mean reward:  0.388 [-0.005,  0.634], mean action: 11.678 [0.000, 31.000],  loss: 68.596077, mae: 189.487686, mean_q: 204.706909
 100403/378151: episode: 455, duration: 3.039s, episode steps: 267, steps per second:  88, episode reward: 108.065, mean reward:  0.405 [-0.005,  0.473], mean action: 14.491 [1.000, 31.000],  loss: 102.450035, mae: 190.191330, mean_q: 205.576111
 100670/378151: episode: 456, duration: 3.110s, episode steps: 267, steps per second:  86, episode reward: 156.458, mean reward:  0.586 [ 0.087,  0.644], mean action: 13.633 [0.000, 30.000],  loss: 85.295441, mae: 189.885437, mean_q: 205.142883
 100939/378151: episode: 457, duration: 3.110s, episode steps: 269, steps per second:  86, episode reward: 110.948, mean reward:  0.412 [ 0.087,  0.493], mean action: 14.881 [0.000, 30.000],  loss: 75.572227, mae: 190.212418, mean_q: 205.636597
 101206/378151: episode: 458, duration: 3.029s, episode steps: 267, steps per second:  88, episode reward: 79.156, mean reward:  0.296 [ 0.133,  0.337], mean action: 13.438 [0.000, 29.000],  loss: 103.256386, mae: 191.648743, mean_q: 207.237961
 101473/378151: episode: 459, duration: 3.112s, episode steps: 267, steps per second:  86, episode reward: 119.648, mean reward:  0.448 [ 0.116,  0.488], mean action: 15.689 [0.000, 31.000],  loss: 103.423149, mae: 191.355377, mean_q: 207.023911
 101740/378151: episode: 460, duration: 3.036s, episode steps: 267, steps per second:  88, episode reward: 107.573, mean reward:  0.403 [ 0.137,  0.447], mean action: 14.064 [0.000, 31.000],  loss: 70.664444, mae: 191.914200, mean_q: 207.585526
 102007/378151: episode: 461, duration: 3.110s, episode steps: 267, steps per second:  86, episode reward: 92.586, mean reward:  0.347 [-0.005,  0.460], mean action: 14.438 [0.000, 31.000],  loss: 84.881660, mae: 192.281601, mean_q: 207.855545
 102274/378151: episode: 462, duration: 3.020s, episode steps: 267, steps per second:  88, episode reward: 114.394, mean reward:  0.428 [ 0.137,  0.470], mean action: 15.015 [0.000, 31.000],  loss: 86.744995, mae: 191.574554, mean_q: 206.832169
 102541/378151: episode: 463, duration: 3.095s, episode steps: 267, steps per second:  86, episode reward: 137.392, mean reward:  0.515 [-0.005,  0.637], mean action: 13.146 [0.000, 31.000],  loss: 94.102791, mae: 192.118958, mean_q: 207.911194
 102808/378151: episode: 464, duration: 3.031s, episode steps: 267, steps per second:  88, episode reward: 60.633, mean reward:  0.227 [ 0.017,  0.301], mean action: 13.464 [0.000, 31.000],  loss: 79.719025, mae: 192.759277, mean_q: 208.051743
 102983/378151: episode: 465, duration: 2.118s, episode steps: 175, steps per second:  83, episode reward: 80.391, mean reward:  0.459 [-0.005,  0.646], mean action: 14.526 [0.000, 31.000],  loss: 53.305088, mae: 192.974625, mean_q: 208.491257
 103250/378151: episode: 466, duration: 3.036s, episode steps: 267, steps per second:  88, episode reward: 105.564, mean reward:  0.395 [-0.005,  0.462], mean action: 12.221 [0.000, 31.000],  loss: 82.700905, mae: 191.847122, mean_q: 207.423752
 103517/378151: episode: 467, duration: 3.109s, episode steps: 267, steps per second:  86, episode reward: 105.315, mean reward:  0.394 [ 0.087,  0.444], mean action: 14.798 [0.000, 30.000],  loss: 113.336555, mae: 192.334473, mean_q: 207.748856
 103784/378151: episode: 468, duration: 3.028s, episode steps: 267, steps per second:  88, episode reward: 101.901, mean reward:  0.382 [-0.005,  0.600], mean action: 15.637 [0.000, 31.000],  loss: 91.264214, mae: 191.471268, mean_q: 206.776550
 104051/378151: episode: 469, duration: 3.114s, episode steps: 267, steps per second:  86, episode reward: 33.497, mean reward:  0.125 [-0.005,  0.289], mean action: 13.625 [0.000, 31.000],  loss: 84.148407, mae: 191.236603, mean_q: 206.548340
 104318/378151: episode: 470, duration: 3.020s, episode steps: 267, steps per second:  88, episode reward: 107.551, mean reward:  0.403 [ 0.087,  0.497], mean action: 15.015 [0.000, 31.000],  loss: 56.812428, mae: 190.943878, mean_q: 206.381546
 104585/378151: episode: 471, duration: 3.134s, episode steps: 267, steps per second:  85, episode reward: 113.401, mean reward:  0.425 [ 0.133,  0.458], mean action: 13.723 [0.000, 31.000],  loss: 125.621986, mae: 189.637527, mean_q: 205.277710
 104852/378151: episode: 472, duration: 3.134s, episode steps: 267, steps per second:  85, episode reward: 72.267, mean reward:  0.271 [-0.005,  0.308], mean action: 14.644 [0.000, 30.000],  loss: 101.228836, mae: 189.576736, mean_q: 205.263794
 105119/378151: episode: 473, duration: 3.051s, episode steps: 267, steps per second:  88, episode reward: 95.008, mean reward:  0.356 [-0.005,  0.466], mean action: 15.371 [0.000, 31.000],  loss: 95.211517, mae: 188.915680, mean_q: 204.425964
 105386/378151: episode: 474, duration: 3.105s, episode steps: 267, steps per second:  86, episode reward: 72.630, mean reward:  0.272 [-0.005,  0.342], mean action: 12.787 [0.000, 30.000],  loss: 71.469513, mae: 189.020828, mean_q: 204.308884
 105653/378151: episode: 475, duration: 3.034s, episode steps: 267, steps per second:  88, episode reward: 146.512, mean reward:  0.549 [ 0.137,  0.646], mean action: 15.075 [0.000, 31.000],  loss: 103.575348, mae: 188.318375, mean_q: 203.795837
 105920/378151: episode: 476, duration: 3.120s, episode steps: 267, steps per second:  86, episode reward: 87.810, mean reward:  0.329 [ 0.073,  0.387], mean action: 10.794 [0.000, 31.000],  loss: 84.986969, mae: 187.944336, mean_q: 203.394867
 106187/378151: episode: 477, duration: 3.026s, episode steps: 267, steps per second:  88, episode reward: 77.268, mean reward:  0.289 [-0.005,  0.463], mean action: 13.412 [0.000, 31.000],  loss: 99.758003, mae: 187.616638, mean_q: 203.304184
 106457/378151: episode: 478, duration: 3.144s, episode steps: 270, steps per second:  86, episode reward: 103.081, mean reward:  0.382 [ 0.087,  0.461], mean action: 15.022 [0.000, 31.000],  loss: 85.088669, mae: 187.068115, mean_q: 202.547836
 106727/378151: episode: 479, duration: 3.166s, episode steps: 270, steps per second:  85, episode reward: 101.509, mean reward:  0.376 [-0.005,  0.635], mean action: 15.659 [0.000, 31.000],  loss: 82.096497, mae: 187.637375, mean_q: 202.858246
 106994/378151: episode: 480, duration: 3.041s, episode steps: 267, steps per second:  88, episode reward: 52.551, mean reward:  0.197 [-0.005,  0.329], mean action: 14.828 [0.000, 31.000],  loss: 66.091393, mae: 186.331421, mean_q: 201.260147
 107264/378151: episode: 481, duration: 3.150s, episode steps: 270, steps per second:  86, episode reward: 113.051, mean reward:  0.419 [ 0.087,  0.467], mean action: 13.956 [1.000, 29.000],  loss: 74.142433, mae: 186.426926, mean_q: 201.492279
 107531/378151: episode: 482, duration: 3.049s, episode steps: 267, steps per second:  88, episode reward: 87.800, mean reward:  0.329 [-0.005,  0.652], mean action: 13.221 [0.000, 31.000],  loss: 91.987938, mae: 185.654083, mean_q: 201.200455
 107798/378151: episode: 483, duration: 3.109s, episode steps: 267, steps per second:  86, episode reward: 84.799, mean reward:  0.318 [-0.005,  0.391], mean action: 9.596 [0.000, 31.000],  loss: 81.698936, mae: 185.379456, mean_q: 200.633102
 108065/378151: episode: 484, duration: 3.116s, episode steps: 267, steps per second:  86, episode reward: 112.985, mean reward:  0.423 [ 0.133,  0.479], mean action: 18.996 [0.000, 31.000],  loss: 74.624489, mae: 185.442352, mean_q: 200.748337
 108332/378151: episode: 485, duration: 3.038s, episode steps: 267, steps per second:  88, episode reward: 114.441, mean reward:  0.429 [ 0.133,  0.487], mean action: 15.285 [0.000, 31.000],  loss: 65.971298, mae: 185.310394, mean_q: 200.492004
 108599/378151: episode: 486, duration: 3.143s, episode steps: 267, steps per second:  85, episode reward: 93.217, mean reward:  0.349 [-0.005,  0.433], mean action: 16.461 [0.000, 31.000],  loss: 81.591072, mae: 185.222946, mean_q: 200.327652
 108866/378151: episode: 487, duration: 3.029s, episode steps: 267, steps per second:  88, episode reward: 149.874, mean reward:  0.561 [ 0.077,  0.650], mean action: 15.843 [0.000, 31.000],  loss: 76.250389, mae: 184.028946, mean_q: 199.281952
 109133/378151: episode: 488, duration: 3.098s, episode steps: 267, steps per second:  86, episode reward: 108.657, mean reward:  0.407 [ 0.111,  0.457], mean action: 12.783 [0.000, 30.000],  loss: 102.155708, mae: 183.820877, mean_q: 199.297333
 109319/378151: episode: 489, duration: 2.158s, episode steps: 186, steps per second:  86, episode reward: 75.137, mean reward:  0.404 [ 0.116,  0.468], mean action: 15.737 [0.000, 31.000],  loss: 90.585930, mae: 183.374908, mean_q: 198.617523
 109586/378151: episode: 490, duration: 3.056s, episode steps: 267, steps per second:  87, episode reward: 79.905, mean reward:  0.299 [ 0.087,  0.308], mean action: 8.348 [0.000, 29.000],  loss: 97.380341, mae: 182.600204, mean_q: 198.285004
 109853/378151: episode: 491, duration: 3.108s, episode steps: 267, steps per second:  86, episode reward: 107.249, mean reward:  0.402 [ 0.087,  0.464], mean action: 14.232 [0.000, 31.000],  loss: 69.057526, mae: 182.517181, mean_q: 197.988937
 110120/378151: episode: 492, duration: 3.113s, episode steps: 267, steps per second:  86, episode reward: 65.109, mean reward:  0.244 [-0.005,  0.320], mean action: 14.775 [0.000, 31.000],  loss: 76.377281, mae: 183.700439, mean_q: 199.091385
 110270/378151: episode: 493, duration: 1.657s, episode steps: 150, steps per second:  91, episode reward: 38.024, mean reward:  0.253 [-0.005,  0.459], mean action: 16.047 [0.000, 31.000],  loss: 90.762558, mae: 183.089981, mean_q: 198.318100
 110537/378151: episode: 494, duration: 3.132s, episode steps: 267, steps per second:  85, episode reward: 78.012, mean reward:  0.292 [ 0.087,  0.329], mean action: 11.491 [0.000, 31.000],  loss: 87.062752, mae: 181.820892, mean_q: 197.215530
 110804/378151: episode: 495, duration: 3.111s, episode steps: 267, steps per second:  86, episode reward: 96.301, mean reward:  0.361 [-0.005,  0.423], mean action: 16.356 [0.000, 30.000],  loss: 103.275833, mae: 181.641479, mean_q: 197.168060
 111071/378151: episode: 496, duration: 3.052s, episode steps: 267, steps per second:  87, episode reward: 103.964, mean reward:  0.389 [ 0.087,  0.463], mean action: 15.191 [0.000, 31.000],  loss: 77.905334, mae: 181.064453, mean_q: 196.474365
 111338/378151: episode: 497, duration: 3.106s, episode steps: 267, steps per second:  86, episode reward: 101.623, mean reward:  0.381 [ 0.087,  0.420], mean action: 17.079 [0.000, 31.000],  loss: 89.429878, mae: 180.793579, mean_q: 196.126312
 111605/378151: episode: 498, duration: 3.049s, episode steps: 267, steps per second:  88, episode reward: 58.486, mean reward:  0.219 [-0.005,  0.352], mean action: 15.603 [0.000, 31.000],  loss: 70.400513, mae: 180.383087, mean_q: 195.558823
 111872/378151: episode: 499, duration: 3.111s, episode steps: 267, steps per second:  86, episode reward: 64.374, mean reward:  0.241 [-0.005,  0.471], mean action: 14.884 [0.000, 31.000],  loss: 87.815971, mae: 180.389801, mean_q: 195.605698
 111923/378151: episode: 500, duration: 0.580s, episode steps:  51, steps per second:  88, episode reward: 11.713, mean reward:  0.230 [ 0.087,  0.304], mean action: 18.314 [0.000, 31.000],  loss: 118.307503, mae: 178.800613, mean_q: 193.860596
 112190/378151: episode: 501, duration: 3.096s, episode steps: 267, steps per second:  86, episode reward: 98.673, mean reward:  0.370 [-0.005,  0.462], mean action: 15.345 [0.000, 31.000],  loss: 76.609871, mae: 180.033981, mean_q: 195.324295
 112239/378151: episode: 502, duration: 0.560s, episode steps:  49, steps per second:  87, episode reward: 11.212, mean reward:  0.229 [ 0.087,  0.301], mean action: 16.286 [1.000, 31.000],  loss: 111.755951, mae: 179.530548, mean_q: 194.682877
 112506/378151: episode: 503, duration: 3.116s, episode steps: 267, steps per second:  86, episode reward: 145.237, mean reward:  0.544 [-0.005,  0.641], mean action: 14.592 [0.000, 31.000],  loss: 76.662323, mae: 179.846710, mean_q: 195.219009
 112526/378151: episode: 504, duration: 0.235s, episode steps:  20, steps per second:  85, episode reward:  7.059, mean reward:  0.353 [ 0.137,  0.475], mean action: 15.750 [1.000, 26.000],  loss: 44.257118, mae: 178.712082, mean_q: 194.582397
 112793/378151: episode: 505, duration: 3.046s, episode steps: 267, steps per second:  88, episode reward: 120.181, mean reward:  0.450 [ 0.087,  0.484], mean action: 16.899 [0.000, 31.000],  loss: 89.334587, mae: 179.484192, mean_q: 194.933777
 113060/378151: episode: 506, duration: 3.113s, episode steps: 267, steps per second:  86, episode reward: 63.551, mean reward:  0.238 [-0.005,  0.299], mean action: 13.427 [0.000, 31.000],  loss: 72.884293, mae: 178.576187, mean_q: 194.117722
 113218/378151: episode: 507, duration: 1.849s, episode steps: 158, steps per second:  85, episode reward: 51.483, mean reward:  0.326 [ 0.087,  0.404], mean action: 14.424 [0.000, 31.000],  loss: 65.423050, mae: 179.386963, mean_q: 194.716827
 113485/378151: episode: 508, duration: 3.050s, episode steps: 267, steps per second:  88, episode reward: 85.098, mean reward:  0.319 [-0.005,  0.410], mean action: 18.588 [0.000, 31.000],  loss: 100.969971, mae: 178.950089, mean_q: 194.232117
 113752/378151: episode: 509, duration: 3.142s, episode steps: 267, steps per second:  85, episode reward: 113.958, mean reward:  0.427 [ 0.116,  0.476], mean action: 15.105 [0.000, 31.000],  loss: 90.157921, mae: 179.245697, mean_q: 194.753418
 113917/378151: episode: 510, duration: 1.917s, episode steps: 165, steps per second:  86, episode reward: 64.026, mean reward:  0.388 [ 0.116,  0.449], mean action: 16.085 [0.000, 31.000],  loss: 99.055328, mae: 178.464905, mean_q: 193.817703
 114184/378151: episode: 511, duration: 3.057s, episode steps: 267, steps per second:  87, episode reward: 107.012, mean reward:  0.401 [ 0.017,  0.445], mean action: 15.955 [0.000, 31.000],  loss: 92.434036, mae: 178.592270, mean_q: 193.668991
 114453/378151: episode: 512, duration: 3.147s, episode steps: 269, steps per second:  85, episode reward: 72.281, mean reward:  0.269 [-0.005,  0.479], mean action: 14.955 [0.000, 31.000],  loss: 83.887482, mae: 177.685532, mean_q: 192.708969
 114720/378151: episode: 513, duration: 3.115s, episode steps: 267, steps per second:  86, episode reward: 118.923, mean reward:  0.445 [ 0.137,  0.478], mean action: 13.124 [0.000, 31.000],  loss: 77.871826, mae: 178.242004, mean_q: 193.486420
 114987/378151: episode: 514, duration: 3.056s, episode steps: 267, steps per second:  87, episode reward: 104.430, mean reward:  0.391 [ 0.116,  0.439], mean action: 17.082 [0.000, 30.000],  loss: 96.503059, mae: 177.576981, mean_q: 192.694000
 115254/378151: episode: 515, duration: 3.096s, episode steps: 267, steps per second:  86, episode reward: 137.811, mean reward:  0.516 [ 0.017,  0.638], mean action: 15.622 [0.000, 31.000],  loss: 79.467606, mae: 176.851151, mean_q: 192.136459
 115523/378151: episode: 516, duration: 3.068s, episode steps: 269, steps per second:  88, episode reward: 93.957, mean reward:  0.349 [-0.005,  0.401], mean action: 13.788 [0.000, 31.000],  loss: 96.724777, mae: 176.628342, mean_q: 191.778091
 115790/378151: episode: 517, duration: 3.096s, episode steps: 267, steps per second:  86, episode reward: 149.496, mean reward:  0.560 [ 0.137,  0.650], mean action: 16.809 [0.000, 31.000],  loss: 61.727837, mae: 176.543747, mean_q: 191.774200
 116057/378151: episode: 518, duration: 3.015s, episode steps: 267, steps per second:  89, episode reward: 100.623, mean reward:  0.377 [ 0.137,  0.481], mean action: 13.888 [0.000, 31.000],  loss: 75.842369, mae: 176.641434, mean_q: 192.019638
 116324/378151: episode: 519, duration: 3.116s, episode steps: 267, steps per second:  86, episode reward: 88.566, mean reward:  0.332 [ 0.116,  0.346], mean action: 8.101 [1.000, 29.000],  loss: 69.960922, mae: 176.709702, mean_q: 192.140030
 116591/378151: episode: 520, duration: 3.121s, episode steps: 267, steps per second:  86, episode reward: 97.924, mean reward:  0.367 [-0.005,  0.444], mean action: 17.120 [0.000, 31.000],  loss: 65.114952, mae: 176.537354, mean_q: 191.782883
 116858/378151: episode: 521, duration: 3.030s, episode steps: 267, steps per second:  88, episode reward: 108.137, mean reward:  0.405 [ 0.087,  0.467], mean action: 17.015 [0.000, 31.000],  loss: 111.165443, mae: 175.373123, mean_q: 190.858612
 117125/378151: episode: 522, duration: 3.148s, episode steps: 267, steps per second:  85, episode reward: 75.337, mean reward:  0.282 [ 0.133,  0.295], mean action: 10.236 [2.000, 30.000],  loss: 65.271790, mae: 174.956055, mean_q: 190.180710
 117392/378151: episode: 523, duration: 3.012s, episode steps: 267, steps per second:  89, episode reward: 97.884, mean reward:  0.367 [-0.005,  0.415], mean action: 15.618 [0.000, 31.000],  loss: 72.119057, mae: 175.057587, mean_q: 190.239655
 117659/378151: episode: 524, duration: 3.154s, episode steps: 267, steps per second:  85, episode reward: 107.124, mean reward:  0.401 [ 0.017,  0.448], mean action: 14.708 [0.000, 31.000],  loss: 67.954277, mae: 174.229065, mean_q: 189.707047
 117926/378151: episode: 525, duration: 3.041s, episode steps: 267, steps per second:  88, episode reward: 96.135, mean reward:  0.360 [-0.005,  0.481], mean action: 17.427 [0.000, 31.000],  loss: 91.371033, mae: 174.078812, mean_q: 189.481888
 118193/378151: episode: 526, duration: 3.120s, episode steps: 267, steps per second:  86, episode reward: 75.785, mean reward:  0.284 [-0.005,  0.395], mean action: 16.161 [0.000, 31.000],  loss: 63.896908, mae: 173.840912, mean_q: 189.268051
 118460/378151: episode: 527, duration: 3.120s, episode steps: 267, steps per second:  86, episode reward: 98.370, mean reward:  0.368 [-0.005,  0.457], mean action: 22.861 [0.000, 31.000],  loss: 91.727531, mae: 174.740601, mean_q: 190.280426
 118727/378151: episode: 528, duration: 3.034s, episode steps: 267, steps per second:  88, episode reward: 157.558, mean reward:  0.590 [ 0.133,  0.650], mean action: 17.513 [0.000, 31.000],  loss: 83.803757, mae: 174.174011, mean_q: 189.535629
 118996/378151: episode: 529, duration: 3.144s, episode steps: 269, steps per second:  86, episode reward: 89.587, mean reward:  0.333 [ 0.116,  0.370], mean action: 17.632 [0.000, 30.000],  loss: 84.505730, mae: 174.315323, mean_q: 189.532669
 119263/378151: episode: 530, duration: 3.041s, episode steps: 267, steps per second:  88, episode reward: 112.868, mean reward:  0.423 [-0.005,  0.478], mean action: 15.906 [0.000, 31.000],  loss: 96.108994, mae: 174.070084, mean_q: 189.611481
 119530/378151: episode: 531, duration: 3.131s, episode steps: 267, steps per second:  85, episode reward: 106.406, mean reward:  0.399 [ 0.133,  0.433], mean action: 18.772 [0.000, 31.000],  loss: 92.075684, mae: 174.754974, mean_q: 190.263611
 119550/378151: episode: 532, duration: 0.238s, episode steps:  20, steps per second:  84, episode reward:  5.124, mean reward:  0.256 [ 0.137,  0.305], mean action: 12.550 [1.000, 30.000],  loss: 11.013527, mae: 174.986328, mean_q: 190.229950
 119817/378151: episode: 533, duration: 3.131s, episode steps: 267, steps per second:  85, episode reward: 156.705, mean reward:  0.587 [ 0.087,  0.647], mean action: 14.412 [0.000, 31.000],  loss: 101.268005, mae: 174.000351, mean_q: 189.358917
 120084/378151: episode: 534, duration: 3.071s, episode steps: 267, steps per second:  87, episode reward: 117.910, mean reward:  0.442 [ 0.137,  0.471], mean action: 16.135 [0.000, 31.000],  loss: 49.812984, mae: 173.392029, mean_q: 188.520538
