Training for 378151 steps ...
     30/378151: episode: 1, duration: 0.135s, episode steps:  30, steps per second: 222, episode reward:  4.710, mean reward:  0.157 [-0.005,  0.330], mean action: 15.600 [1.000, 31.000],  loss: --, mae: --, mean_q: --
  90989/378151: episode: 414, duration: 2.942s, episode steps: 267, steps per second:  91, episode reward: 97.226, mean reward:  0.364 [-0.005,  0.437], mean action: 13.876 [0.000, 31.000],  loss: 65.055595, mae: 154.179337, mean_q: 166.033127
  91258/378151: episode: 415, duration: 3.054s, episode steps: 269, steps per second:  88, episode reward: 119.355, mean reward:  0.444 [-0.005,  0.646], mean action: 15.524 [0.000, 31.000],  loss: 48.069416, mae: 154.434311, mean_q: 166.205338
  91525/378151: episode: 416, duration: 2.935s, episode steps: 267, steps per second:  91, episode reward: 111.331, mean reward:  0.417 [ 0.137,  0.478], mean action: 19.240 [0.000, 31.000],  loss: 45.635410, mae: 155.284973, mean_q: 167.050369
  91623/378151: episode: 417, duration: 1.142s, episode steps:  98, steps per second:  86, episode reward: 36.945, mean reward:  0.377 [ 0.087,  0.472], mean action: 17.704 [0.000, 31.000],  loss: 67.680771, mae: 154.314621, mean_q: 166.111542
  91728/378151: episode: 418, duration: 1.150s, episode steps: 105, steps per second:  91, episode reward: 27.744, mean reward:  0.264 [ 0.133,  0.303], mean action: 14.829 [0.000, 31.000],  loss: 49.390244, mae: 155.081451, mean_q: 166.803757
  91997/378151: episode: 419, duration: 3.008s, episode steps: 269, steps per second:  89, episode reward: 82.822, mean reward:  0.308 [-0.005,  0.434], mean action: 16.212 [0.000, 31.000],  loss: 62.358154, mae: 154.603577, mean_q: 166.387497
  92264/378151: episode: 420, duration: 3.009s, episode steps: 267, steps per second:  89, episode reward: 54.539, mean reward:  0.204 [-0.005,  0.461], mean action: 13.805 [0.000, 31.000],  loss: 74.352982, mae: 154.723923, mean_q: 166.566269
  92456/378151: episode: 421, duration: 2.138s, episode steps: 192, steps per second:  90, episode reward: 58.769, mean reward:  0.306 [ 0.087,  0.377], mean action: 16.281 [0.000, 31.000],  loss: 68.137657, mae: 154.610764, mean_q: 166.491470
  92584/378151: episode: 422, duration: 1.402s, episode steps: 128, steps per second:  91, episode reward: 33.304, mean reward:  0.260 [-0.005,  0.335], mean action: 16.742 [0.000, 31.000],  loss: 37.543999, mae: 154.740463, mean_q: 166.292236
  92851/378151: episode: 423, duration: 3.020s, episode steps: 267, steps per second:  88, episode reward: 63.499, mean reward:  0.238 [-0.005,  0.330], mean action: 14.813 [0.000, 31.000],  loss: 62.143520, mae: 154.823868, mean_q: 166.627640
  93118/378151: episode: 424, duration: 3.039s, episode steps: 267, steps per second:  88, episode reward: 66.777, mean reward:  0.250 [-0.005,  0.365], mean action: 16.285 [0.000, 31.000],  loss: 59.020996, mae: 154.507553, mean_q: 166.280258
  93385/378151: episode: 425, duration: 2.958s, episode steps: 267, steps per second:  90, episode reward: 88.669, mean reward:  0.332 [ 0.079,  0.401], mean action: 14.929 [0.000, 31.000],  loss: 70.969460, mae: 153.870193, mean_q: 165.962219
  93635/378151: episode: 426, duration: 2.851s, episode steps: 250, steps per second:  88, episode reward: 77.916, mean reward:  0.312 [-0.005,  0.412], mean action: 16.272 [0.000, 31.000],  loss: 55.177811, mae: 154.354630, mean_q: 166.101578
  93902/378151: episode: 427, duration: 2.974s, episode steps: 267, steps per second:  90, episode reward: 113.735, mean reward:  0.426 [ 0.087,  0.480], mean action: 14.483 [0.000, 31.000],  loss: 51.934608, mae: 154.017899, mean_q: 165.734985
  94121/378151: episode: 428, duration: 2.490s, episode steps: 219, steps per second:  88, episode reward: 80.215, mean reward:  0.366 [-0.005,  0.481], mean action: 14.726 [0.000, 31.000],  loss: 53.170441, mae: 154.319427, mean_q: 165.926834
  94388/378151: episode: 429, duration: 2.942s, episode steps: 267, steps per second:  91, episode reward: 100.735, mean reward:  0.377 [-0.005,  0.437], mean action: 14.929 [0.000, 31.000],  loss: 46.125835, mae: 154.736481, mean_q: 166.699387
  94413/378151: episode: 430, duration: 0.283s, episode steps:  25, steps per second:  88, episode reward:  6.222, mean reward:  0.249 [-0.005,  0.340], mean action: 16.840 [0.000, 31.000],  loss: 66.177155, mae: 154.188354, mean_q: 165.898865
  94680/378151: episode: 431, duration: 3.018s, episode steps: 267, steps per second:  88, episode reward: 103.001, mean reward:  0.386 [-0.005,  0.460], mean action: 17.588 [0.000, 31.000],  loss: 71.956406, mae: 154.791718, mean_q: 166.701843
  94947/378151: episode: 432, duration: 2.982s, episode steps: 267, steps per second:  90, episode reward: 105.970, mean reward:  0.397 [-0.005,  0.645], mean action: 14.749 [0.000, 31.000],  loss: 63.570885, mae: 155.074738, mean_q: 166.975006
  95214/378151: episode: 433, duration: 3.019s, episode steps: 267, steps per second:  88, episode reward: 142.163, mean reward:  0.532 [ 0.137,  0.649], mean action: 15.895 [0.000, 31.000],  loss: 60.154976, mae: 155.257233, mean_q: 167.162888
  95481/378151: episode: 434, duration: 3.044s, episode steps: 267, steps per second:  88, episode reward: 95.652, mean reward:  0.358 [ 0.133,  0.415], mean action: 17.071 [0.000, 31.000],  loss: 52.827335, mae: 155.140793, mean_q: 166.967896
  95751/378151: episode: 435, duration: 3.027s, episode steps: 270, steps per second:  89, episode reward: 93.830, mean reward:  0.348 [ 0.133,  0.473], mean action: 14.896 [0.000, 31.000],  loss: 47.959629, mae: 155.750443, mean_q: 167.630005
  96018/378151: episode: 436, duration: 3.048s, episode steps: 267, steps per second:  88, episode reward: 149.488, mean reward:  0.560 [ 0.133,  0.648], mean action: 16.041 [0.000, 31.000],  loss: 46.807327, mae: 156.126038, mean_q: 167.882507
  96285/378151: episode: 437, duration: 2.984s, episode steps: 267, steps per second:  89, episode reward: 141.067, mean reward:  0.528 [ 0.133,  0.640], mean action: 15.236 [0.000, 31.000],  loss: 56.194786, mae: 155.490555, mean_q: 167.145309
  96332/378151: episode: 438, duration: 0.581s, episode steps:  47, steps per second:  81, episode reward: 11.813, mean reward:  0.251 [ 0.087,  0.303], mean action: 13.532 [0.000, 31.000],  loss: 54.953316, mae: 155.705627, mean_q: 167.274857
  96599/378151: episode: 439, duration: 2.980s, episode steps: 267, steps per second:  90, episode reward: 95.217, mean reward:  0.357 [-0.005,  0.469], mean action: 15.116 [0.000, 31.000],  loss: 51.297920, mae: 155.791367, mean_q: 167.563965
  96866/378151: episode: 440, duration: 3.048s, episode steps: 267, steps per second:  88, episode reward: 98.681, mean reward:  0.370 [ 0.087,  0.398], mean action: 13.876 [0.000, 28.000],  loss: 71.436455, mae: 154.832016, mean_q: 166.658356
  97133/378151: episode: 441, duration: 2.995s, episode steps: 267, steps per second:  89, episode reward: 69.712, mean reward:  0.261 [-0.005,  0.646], mean action: 15.790 [0.000, 31.000],  loss: 49.480446, mae: 155.289703, mean_q: 167.082260
  97400/378151: episode: 442, duration: 3.057s, episode steps: 267, steps per second:  87, episode reward: 69.017, mean reward:  0.258 [-0.005,  0.403], mean action: 15.322 [0.000, 30.000],  loss: 62.748093, mae: 154.204742, mean_q: 165.956894
  97667/378151: episode: 443, duration: 2.982s, episode steps: 267, steps per second:  90, episode reward: 99.226, mean reward:  0.372 [-0.005,  0.477], mean action: 16.015 [0.000, 31.000],  loss: 59.257278, mae: 153.800552, mean_q: 165.669495
  97934/378151: episode: 444, duration: 3.072s, episode steps: 267, steps per second:  87, episode reward: 68.501, mean reward:  0.257 [-0.005,  0.418], mean action: 16.337 [0.000, 31.000],  loss: 55.813175, mae: 154.506256, mean_q: 166.328918
  98201/378151: episode: 445, duration: 2.975s, episode steps: 267, steps per second:  90, episode reward: 142.763, mean reward:  0.535 [-0.005,  0.647], mean action: 15.596 [0.000, 31.000],  loss: 56.203159, mae: 154.603867, mean_q: 166.602966
  98468/378151: episode: 446, duration: 3.051s, episode steps: 267, steps per second:  88, episode reward: 156.980, mean reward:  0.588 [ 0.133,  0.638], mean action: 15.438 [0.000, 31.000],  loss: 55.374050, mae: 154.420242, mean_q: 166.198898
  98735/378151: episode: 447, duration: 3.087s, episode steps: 267, steps per second:  86, episode reward: 153.329, mean reward:  0.574 [ 0.116,  0.645], mean action: 16.004 [0.000, 31.000],  loss: 55.131283, mae: 155.069351, mean_q: 166.714127
  99002/378151: episode: 448, duration: 2.955s, episode steps: 267, steps per second:  90, episode reward: 95.925, mean reward:  0.359 [-0.005,  0.451], mean action: 14.614 [0.000, 31.000],  loss: 68.995438, mae: 153.783936, mean_q: 165.478928
  99116/378151: episode: 449, duration: 1.333s, episode steps: 114, steps per second:  86, episode reward: 38.286, mean reward:  0.336 [ 0.137,  0.385], mean action: 16.921 [1.000, 29.000],  loss: 76.216583, mae: 153.993042, mean_q: 166.011353
  99178/378151: episode: 450, duration: 0.696s, episode steps:  62, steps per second:  89, episode reward: 19.966, mean reward:  0.322 [-0.005,  0.470], mean action: 14.210 [0.000, 31.000],  loss: 52.829853, mae: 154.685181, mean_q: 166.697906
  99308/378151: episode: 451, duration: 1.500s, episode steps: 130, steps per second:  87, episode reward: 50.946, mean reward:  0.392 [-0.005,  0.478], mean action: 14.654 [0.000, 31.000],  loss: 47.957256, mae: 154.316040, mean_q: 166.104202
  99575/378151: episode: 452, duration: 3.074s, episode steps: 267, steps per second:  87, episode reward: 112.064, mean reward:  0.420 [-0.005,  0.466], mean action: 14.483 [0.000, 31.000],  loss: 58.421619, mae: 153.920273, mean_q: 165.783447
  99842/378151: episode: 453, duration: 3.001s, episode steps: 267, steps per second:  89, episode reward: 111.777, mean reward:  0.419 [ 0.133,  0.482], mean action: 15.914 [0.000, 31.000],  loss: 51.699673, mae: 154.904297, mean_q: 166.893280
 100109/378151: episode: 454, duration: 3.082s, episode steps: 267, steps per second:  87, episode reward: 110.408, mean reward:  0.414 [ 0.137,  0.468], mean action: 15.404 [0.000, 31.000],  loss: 57.658642, mae: 154.934219, mean_q: 166.875885
 100376/378151: episode: 455, duration: 2.987s, episode steps: 267, steps per second:  89, episode reward: 73.210, mean reward:  0.274 [ 0.133,  0.309], mean action: 15.749 [0.000, 31.000],  loss: 54.225651, mae: 155.361389, mean_q: 167.379944
 100440/378151: episode: 456, duration: 0.779s, episode steps:  64, steps per second:  82, episode reward: 17.478, mean reward:  0.273 [ 0.087,  0.308], mean action: 14.734 [1.000, 28.000],  loss: 76.738586, mae: 155.489456, mean_q: 167.093155
 100707/378151: episode: 457, duration: 2.997s, episode steps: 267, steps per second:  89, episode reward: 110.755, mean reward:  0.415 [-0.005,  0.477], mean action: 14.352 [0.000, 31.000],  loss: 71.450211, mae: 154.650726, mean_q: 166.440186
 100974/378151: episode: 458, duration: 3.082s, episode steps: 267, steps per second:  87, episode reward: 54.980, mean reward:  0.206 [-0.005,  0.312], mean action: 14.483 [0.000, 31.000],  loss: 51.026546, mae: 154.241943, mean_q: 166.065811
 101241/378151: episode: 459, duration: 2.970s, episode steps: 267, steps per second:  90, episode reward: 81.697, mean reward:  0.306 [-0.005,  0.341], mean action: 15.236 [0.000, 30.000],  loss: 56.842617, mae: 153.960144, mean_q: 165.776535
 101273/378151: episode: 460, duration: 0.432s, episode steps:  32, steps per second:  74, episode reward:  6.000, mean reward:  0.188 [-0.005,  0.314], mean action: 16.344 [2.000, 30.000],  loss: 77.445122, mae: 153.170959, mean_q: 165.006775
 101413/378151: episode: 461, duration: 1.544s, episode steps: 140, steps per second:  91, episode reward: 49.200, mean reward:  0.351 [ 0.133,  0.442], mean action: 13.829 [0.000, 30.000],  loss: 53.199429, mae: 154.054108, mean_q: 165.818649
 101680/378151: episode: 462, duration: 3.054s, episode steps: 267, steps per second:  87, episode reward: 141.580, mean reward:  0.530 [ 0.087,  0.646], mean action: 15.172 [0.000, 31.000],  loss: 46.718887, mae: 154.314758, mean_q: 166.065536
 101947/378151: episode: 463, duration: 3.079s, episode steps: 267, steps per second:  87, episode reward: 97.231, mean reward:  0.364 [-0.005,  0.436], mean action: 14.655 [0.000, 31.000],  loss: 71.215736, mae: 153.529938, mean_q: 165.616684
 102214/378151: episode: 464, duration: 2.996s, episode steps: 267, steps per second:  89, episode reward: 57.391, mean reward:  0.215 [-0.005,  0.442], mean action: 14.779 [0.000, 31.000],  loss: 48.484669, mae: 153.804276, mean_q: 165.480804
 102483/378151: episode: 465, duration: 3.068s, episode steps: 269, steps per second:  88, episode reward: 55.853, mean reward:  0.208 [-0.005,  0.286], mean action: 15.565 [0.000, 31.000],  loss: 51.752693, mae: 153.864838, mean_q: 165.811157
 102750/378151: episode: 466, duration: 3.007s, episode steps: 267, steps per second:  89, episode reward: 101.174, mean reward:  0.379 [-0.005,  0.462], mean action: 14.367 [0.000, 31.000],  loss: 72.820457, mae: 153.260880, mean_q: 165.265656
 103019/378151: episode: 467, duration: 3.092s, episode steps: 269, steps per second:  87, episode reward: 111.765, mean reward:  0.415 [-0.005,  0.461], mean action: 16.019 [0.000, 31.000],  loss: 51.396076, mae: 153.041122, mean_q: 165.052628
 103286/378151: episode: 468, duration: 3.065s, episode steps: 267, steps per second:  87, episode reward: 116.419, mean reward:  0.436 [ 0.116,  0.486], mean action: 16.461 [0.000, 31.000],  loss: 58.058872, mae: 153.486618, mean_q: 165.431381
 103385/378151: episode: 469, duration: 1.099s, episode steps:  99, steps per second:  90, episode reward: 39.200, mean reward:  0.396 [ 0.137,  0.474], mean action: 14.848 [0.000, 30.000],  loss: 84.741760, mae: 153.195206, mean_q: 165.425705
 103652/378151: episode: 470, duration: 3.064s, episode steps: 267, steps per second:  87, episode reward: 62.292, mean reward:  0.233 [-0.005,  0.325], mean action: 15.315 [0.000, 31.000],  loss: 58.623989, mae: 153.040146, mean_q: 164.796341
 103919/378151: episode: 471, duration: 3.005s, episode steps: 267, steps per second:  89, episode reward: 123.339, mean reward:  0.462 [-0.005,  0.647], mean action: 16.090 [0.000, 31.000],  loss: 44.594460, mae: 152.561478, mean_q: 164.400192
 104146/378151: episode: 472, duration: 2.630s, episode steps: 227, steps per second:  86, episode reward: 100.669, mean reward:  0.443 [ 0.116,  0.638], mean action: 16.476 [0.000, 31.000],  loss: 41.616386, mae: 153.263992, mean_q: 165.269760
 104413/378151: episode: 473, duration: 3.001s, episode steps: 267, steps per second:  89, episode reward: 112.672, mean reward:  0.422 [ 0.133,  0.473], mean action: 14.551 [0.000, 31.000],  loss: 58.760796, mae: 152.917297, mean_q: 164.718735
 104680/378151: episode: 474, duration: 3.043s, episode steps: 267, steps per second:  88, episode reward: 46.605, mean reward:  0.175 [-0.005,  0.287], mean action: 16.524 [0.000, 31.000],  loss: 62.206242, mae: 151.976379, mean_q: 163.885498
 104947/378151: episode: 475, duration: 2.976s, episode steps: 267, steps per second:  90, episode reward: 111.713, mean reward:  0.418 [ 0.116,  0.466], mean action: 14.577 [0.000, 31.000],  loss: 60.535156, mae: 151.558350, mean_q: 163.558273
 104992/378151: episode: 476, duration: 0.577s, episode steps:  45, steps per second:  78, episode reward:  6.674, mean reward:  0.148 [-0.005,  0.304], mean action: 15.378 [0.000, 29.000],  loss: 45.408028, mae: 151.119125, mean_q: 163.260010
 105261/378151: episode: 477, duration: 3.003s, episode steps: 269, steps per second:  90, episode reward: 105.270, mean reward:  0.391 [ 0.133,  0.462], mean action: 15.093 [0.000, 31.000],  loss: 58.736290, mae: 151.599304, mean_q: 163.422150
 105528/378151: episode: 478, duration: 3.058s, episode steps: 267, steps per second:  87, episode reward: 115.024, mean reward:  0.431 [ 0.116,  0.466], mean action: 14.240 [0.000, 31.000],  loss: 63.736374, mae: 150.797379, mean_q: 163.020859
 105795/378151: episode: 479, duration: 3.034s, episode steps: 267, steps per second:  88, episode reward: 100.947, mean reward:  0.378 [-0.005,  0.453], mean action: 16.049 [0.000, 31.000],  loss: 56.754513, mae: 150.801941, mean_q: 162.840912
 106062/378151: episode: 480, duration: 3.060s, episode steps: 267, steps per second:  87, episode reward: 106.378, mean reward:  0.398 [-0.005,  0.454], mean action: 17.105 [1.000, 31.000],  loss: 53.618393, mae: 150.926910, mean_q: 162.904999
 106331/378151: episode: 481, duration: 3.037s, episode steps: 269, steps per second:  89, episode reward: 151.082, mean reward:  0.562 [-0.005,  0.640], mean action: 15.230 [0.000, 31.000],  loss: 40.981213, mae: 151.455826, mean_q: 163.192551
 106598/378151: episode: 482, duration: 3.065s, episode steps: 267, steps per second:  87, episode reward: 54.618, mean reward:  0.205 [-0.005,  0.294], mean action: 14.378 [0.000, 31.000],  loss: 57.937016, mae: 151.340027, mean_q: 163.384308
 106865/378151: episode: 483, duration: 3.086s, episode steps: 267, steps per second:  87, episode reward: 87.978, mean reward:  0.330 [-0.005,  0.403], mean action: 13.652 [0.000, 31.000],  loss: 51.284191, mae: 150.520630, mean_q: 162.521835
 107132/378151: episode: 484, duration: 2.994s, episode steps: 267, steps per second:  89, episode reward: 92.835, mean reward:  0.348 [-0.005,  0.478], mean action: 14.674 [0.000, 31.000],  loss: 33.036442, mae: 152.099167, mean_q: 163.710785
 107399/378151: episode: 485, duration: 3.077s, episode steps: 267, steps per second:  87, episode reward: 49.172, mean reward:  0.184 [-0.005,  0.290], mean action: 12.951 [0.000, 31.000],  loss: 54.846470, mae: 151.461380, mean_q: 163.565872
 107666/378151: episode: 486, duration: 2.984s, episode steps: 267, steps per second:  89, episode reward: 73.587, mean reward:  0.276 [ 0.096,  0.455], mean action: 15.247 [0.000, 31.000],  loss: 50.936310, mae: 151.371933, mean_q: 163.226715
 107933/378151: episode: 487, duration: 3.059s, episode steps: 267, steps per second:  87, episode reward: 83.820, mean reward:  0.314 [ 0.087,  0.379], mean action: 17.142 [0.000, 31.000],  loss: 47.165783, mae: 151.842636, mean_q: 163.794556
 108200/378151: episode: 488, duration: 2.972s, episode steps: 267, steps per second:  90, episode reward: 160.373, mean reward:  0.601 [ 0.116,  0.650], mean action: 16.764 [0.000, 31.000],  loss: 69.907822, mae: 151.242874, mean_q: 163.409378
 108467/378151: episode: 489, duration: 3.074s, episode steps: 267, steps per second:  87, episode reward: 95.666, mean reward:  0.358 [ 0.087,  0.389], mean action: 15.281 [0.000, 30.000],  loss: 54.857647, mae: 151.194138, mean_q: 163.318192
 108737/378151: episode: 490, duration: 3.115s, episode steps: 270, steps per second:  87, episode reward: 111.113, mean reward:  0.412 [ 0.087,  0.455], mean action: 15.481 [0.000, 31.000],  loss: 63.608566, mae: 151.796356, mean_q: 164.028183
 109004/378151: episode: 491, duration: 2.976s, episode steps: 267, steps per second:  90, episode reward: 120.869, mean reward:  0.453 [ 0.133,  0.483], mean action: 15.959 [0.000, 31.000],  loss: 79.190262, mae: 151.310455, mean_q: 163.521469
 109271/378151: episode: 492, duration: 3.080s, episode steps: 267, steps per second:  87, episode reward: 65.418, mean reward:  0.245 [-0.005,  0.343], mean action: 17.371 [0.000, 31.000],  loss: 58.518841, mae: 150.946136, mean_q: 163.033829
 109538/378151: episode: 493, duration: 2.971s, episode steps: 267, steps per second:  90, episode reward: 107.106, mean reward:  0.401 [ 0.133,  0.533], mean action: 11.996 [0.000, 31.000],  loss: 54.861000, mae: 151.263870, mean_q: 163.246948
 109805/378151: episode: 494, duration: 3.082s, episode steps: 267, steps per second:  87, episode reward: 95.293, mean reward:  0.357 [ 0.087,  0.398], mean action: 11.963 [0.000, 27.000],  loss: 56.153599, mae: 150.940689, mean_q: 162.907394
 109939/378151: episode: 495, duration: 1.515s, episode steps: 134, steps per second:  88, episode reward: 44.352, mean reward:  0.331 [-0.005,  0.475], mean action: 15.209 [0.000, 31.000],  loss: 36.064075, mae: 150.987640, mean_q: 162.754349
 110206/378151: episode: 496, duration: 2.990s, episode steps: 267, steps per second:  89, episode reward: 149.535, mean reward:  0.560 [ 0.109,  0.645], mean action: 16.326 [0.000, 31.000],  loss: 53.858677, mae: 150.716751, mean_q: 162.652298
 110473/378151: episode: 497, duration: 3.040s, episode steps: 267, steps per second:  88, episode reward: 113.559, mean reward:  0.425 [ 0.087,  0.481], mean action: 15.079 [0.000, 31.000],  loss: 59.529240, mae: 151.202530, mean_q: 163.197021
 110740/378151: episode: 498, duration: 2.992s, episode steps: 267, steps per second:  89, episode reward: 84.235, mean reward:  0.315 [-0.005,  0.542], mean action: 15.112 [0.000, 31.000],  loss: 56.289085, mae: 150.733765, mean_q: 162.969879
 110990/378151: episode: 499, duration: 2.877s, episode steps: 250, steps per second:  87, episode reward: 87.466, mean reward:  0.350 [ 0.058,  0.419], mean action: 15.588 [0.000, 31.000],  loss: 41.980625, mae: 152.060242, mean_q: 164.037277
 111064/378151: episode: 500, duration: 0.828s, episode steps:  74, steps per second:  89, episode reward: 13.465, mean reward:  0.182 [-0.005,  0.306], mean action: 18.230 [0.000, 31.000],  loss: 27.697306, mae: 152.294296, mean_q: 164.236298
 111331/378151: episode: 501, duration: 3.051s, episode steps: 267, steps per second:  88, episode reward: 109.659, mean reward:  0.411 [ 0.087,  0.451], mean action: 16.318 [0.000, 31.000],  loss: 77.085976, mae: 151.513550, mean_q: 163.735687
 111547/378151: episode: 502, duration: 2.440s, episode steps: 216, steps per second:  89, episode reward: 110.241, mean reward:  0.510 [ 0.116,  0.648], mean action: 15.657 [0.000, 31.000],  loss: 65.051331, mae: 151.259949, mean_q: 163.355164
 111814/378151: episode: 503, duration: 3.057s, episode steps: 267, steps per second:  87, episode reward: 93.887, mean reward:  0.352 [-0.005,  0.479], mean action: 15.262 [0.000, 31.000],  loss: 45.092064, mae: 150.975861, mean_q: 162.883392
 112081/378151: episode: 504, duration: 3.006s, episode steps: 267, steps per second:  89, episode reward: 114.925, mean reward:  0.430 [ 0.117,  0.507], mean action: 15.753 [0.000, 31.000],  loss: 69.879211, mae: 151.047699, mean_q: 163.307297
 112348/378151: episode: 505, duration: 3.046s, episode steps: 267, steps per second:  88, episode reward: 80.264, mean reward:  0.301 [-0.005,  0.447], mean action: 15.764 [0.000, 31.000],  loss: 63.936775, mae: 150.154251, mean_q: 162.383347
 112615/378151: episode: 506, duration: 3.006s, episode steps: 267, steps per second:  89, episode reward: 105.864, mean reward:  0.396 [-0.005,  0.646], mean action: 15.270 [0.000, 31.000],  loss: 67.002930, mae: 150.533676, mean_q: 162.585052
 112882/378151: episode: 507, duration: 3.051s, episode steps: 267, steps per second:  88, episode reward: 56.880, mean reward:  0.213 [-0.005,  0.291], mean action: 14.588 [0.000, 31.000],  loss: 42.748112, mae: 150.923431, mean_q: 162.896744
 113149/378151: episode: 508, duration: 3.033s, episode steps: 267, steps per second:  88, episode reward: 59.649, mean reward:  0.223 [-0.005,  0.309], mean action: 14.790 [0.000, 31.000],  loss: 63.577145, mae: 150.418747, mean_q: 162.414246
 113416/378151: episode: 509, duration: 3.004s, episode steps: 267, steps per second:  89, episode reward: 53.563, mean reward:  0.201 [-0.005,  0.296], mean action: 15.056 [0.000, 31.000],  loss: 56.635353, mae: 150.048462, mean_q: 161.999893
 113683/378151: episode: 510, duration: 3.045s, episode steps: 267, steps per second:  88, episode reward: 59.213, mean reward:  0.222 [-0.005,  0.313], mean action: 14.438 [0.000, 31.000],  loss: 54.123829, mae: 150.189606, mean_q: 162.118988
 113950/378151: episode: 511, duration: 2.985s, episode steps: 267, steps per second:  89, episode reward: 33.267, mean reward:  0.125 [-0.005,  0.289], mean action: 14.037 [0.000, 31.000],  loss: 57.810616, mae: 149.372742, mean_q: 161.438675
 114209/378151: episode: 512, duration: 3.004s, episode steps: 259, steps per second:  86, episode reward: 53.016, mean reward:  0.205 [-0.005,  0.302], mean action: 17.085 [0.000, 31.000],  loss: 47.661274, mae: 149.162186, mean_q: 161.077240
 114476/378151: episode: 513, duration: 2.964s, episode steps: 267, steps per second:  90, episode reward: 112.110, mean reward:  0.420 [ 0.116,  0.469], mean action: 15.487 [0.000, 31.000],  loss: 60.030239, mae: 149.292664, mean_q: 161.155289
 114743/378151: episode: 514, duration: 3.081s, episode steps: 267, steps per second:  87, episode reward: 59.904, mean reward:  0.224 [-0.005,  0.308], mean action: 16.352 [0.000, 31.000],  loss: 61.572777, mae: 148.585144, mean_q: 160.496689
 115010/378151: episode: 515, duration: 3.049s, episode steps: 267, steps per second:  88, episode reward: 91.265, mean reward:  0.342 [-0.005,  0.445], mean action: 14.539 [0.000, 31.000],  loss: 46.632515, mae: 148.366776, mean_q: 160.348297
 115277/378151: episode: 516, duration: 3.011s, episode steps: 267, steps per second:  89, episode reward: 105.082, mean reward:  0.394 [-0.005,  0.446], mean action: 18.007 [0.000, 31.000],  loss: 61.916229, mae: 148.054489, mean_q: 160.223846
 115547/378151: episode: 517, duration: 3.094s, episode steps: 270, steps per second:  87, episode reward: 119.034, mean reward:  0.441 [ 0.116,  0.485], mean action: 14.285 [0.000, 30.000],  loss: 58.304840, mae: 147.504715, mean_q: 159.603043
 115814/378151: episode: 518, duration: 2.993s, episode steps: 267, steps per second:  89, episode reward: 81.187, mean reward:  0.304 [ 0.137,  0.308], mean action: 11.015 [0.000, 31.000],  loss: 53.717148, mae: 147.706848, mean_q: 159.833740
 115915/378151: episode: 519, duration: 1.194s, episode steps: 101, steps per second:  85, episode reward: 38.086, mean reward:  0.377 [ 0.133,  0.481], mean action: 15.475 [0.000, 31.000],  loss: 66.590233, mae: 146.787827, mean_q: 158.815887
 116184/378151: episode: 520, duration: 3.016s, episode steps: 269, steps per second:  89, episode reward: 110.697, mean reward:  0.412 [ 0.133,  0.456], mean action: 16.219 [0.000, 31.000],  loss: 52.337029, mae: 147.488297, mean_q: 159.685379
 116451/378151: episode: 521, duration: 3.089s, episode steps: 267, steps per second:  86, episode reward: 70.612, mean reward:  0.264 [ 0.087,  0.308], mean action: 16.266 [0.000, 31.000],  loss: 52.879959, mae: 147.493652, mean_q: 159.482697
 116718/378151: episode: 522, duration: 3.038s, episode steps: 267, steps per second:  88, episode reward: 45.941, mean reward:  0.172 [-0.005,  0.296], mean action: 15.783 [0.000, 31.000],  loss: 62.356377, mae: 147.753632, mean_q: 159.889389
 116985/378151: episode: 523, duration: 2.999s, episode steps: 267, steps per second:  89, episode reward: 61.315, mean reward:  0.230 [-0.005,  0.526], mean action: 15.543 [0.000, 30.000],  loss: 54.539940, mae: 146.871780, mean_q: 159.187408
 117147/378151: episode: 524, duration: 1.854s, episode steps: 162, steps per second:  87, episode reward: 81.453, mean reward:  0.503 [ 0.087,  0.646], mean action: 13.951 [0.000, 30.000],  loss: 52.216789, mae: 147.701111, mean_q: 159.780838
 117414/378151: episode: 525, duration: 3.074s, episode steps: 267, steps per second:  87, episode reward: 103.225, mean reward:  0.387 [ 0.137,  0.431], mean action: 15.116 [0.000, 31.000],  loss: 46.149818, mae: 147.228088, mean_q: 159.423691
 117521/378151: episode: 526, duration: 1.181s, episode steps: 107, steps per second:  91, episode reward: 17.530, mean reward:  0.164 [-0.005,  0.302], mean action: 16.056 [1.000, 31.000],  loss: 56.614285, mae: 147.440704, mean_q: 159.346893
 117788/378151: episode: 527, duration: 3.059s, episode steps: 267, steps per second:  87, episode reward: 102.595, mean reward:  0.384 [-0.005,  0.464], mean action: 13.839 [0.000, 31.000],  loss: 42.913498, mae: 147.483627, mean_q: 159.687180
 118055/378151: episode: 528, duration: 2.990s, episode steps: 267, steps per second:  89, episode reward: 85.224, mean reward:  0.319 [-0.005,  0.486], mean action: 14.682 [0.000, 31.000],  loss: 35.733654, mae: 148.053284, mean_q: 160.047897
 118322/378151: episode: 529, duration: 3.046s, episode steps: 267, steps per second:  88, episode reward: 115.566, mean reward:  0.433 [ 0.087,  0.475], mean action: 14.393 [0.000, 31.000],  loss: 45.241947, mae: 148.273651, mean_q: 160.425247
 118586/378151: episode: 530, duration: 3.038s, episode steps: 264, steps per second:  87, episode reward: 135.583, mean reward:  0.514 [ 0.133,  0.641], mean action: 14.773 [0.000, 31.000],  loss: 49.593285, mae: 148.268311, mean_q: 160.469467
