Training for 50000 steps ...
   267/50000: episode: 1, duration: 17.642s, episode steps: 267, steps per second:  15, episode reward: 62.027, mean reward:  0.232 [-0.005,  0.371], mean action: 15.727 [0.000, 31.000],  loss: --, mae: --, mean_q: --
 22281/50000: episode: 118, duration: 20.711s, episode steps: 267, steps per second:  13, episode reward: 153.273, mean reward:  0.574 [-0.005,  0.647], mean action: 14.206 [0.000, 31.000],  loss: 23.594671, mae: 107.157822, mean_q: 114.606987
 22348/50000: episode: 119, duration: 5.255s, episode steps:  67, steps per second:  13, episode reward: 16.731, mean reward:  0.250 [-0.005,  0.350], mean action: 13.284 [0.000, 31.000],  loss: 26.198112, mae: 107.554733, mean_q: 115.024811
 22615/50000: episode: 120, duration: 20.713s, episode steps: 267, steps per second:  13, episode reward: 99.426, mean reward:  0.372 [-0.005,  0.455], mean action: 15.689 [0.000, 31.000],  loss: 23.552935, mae: 108.680138, mean_q: 116.229721
 22882/50000: episode: 121, duration: 20.704s, episode steps: 267, steps per second:  13, episode reward: 105.108, mean reward:  0.394 [ 0.087,  0.458], mean action: 16.199 [0.000, 31.000],  loss: 24.239729, mae: 109.565880, mean_q: 117.191788
 23149/50000: episode: 122, duration: 20.727s, episode steps: 267, steps per second:  13, episode reward: 98.470, mean reward:  0.369 [ 0.087,  0.484], mean action: 13.562 [0.000, 31.000],  loss: 29.437481, mae: 110.932014, mean_q: 118.636757
 23419/50000: episode: 123, duration: 20.970s, episode steps: 270, steps per second:  13, episode reward: 137.737, mean reward:  0.510 [ 0.119,  0.623], mean action: 14.974 [0.000, 31.000],  loss: 25.673874, mae: 111.652679, mean_q: 119.372147
 23561/50000: episode: 124, duration: 11.044s, episode steps: 142, steps per second:  13, episode reward: 29.650, mean reward:  0.209 [-0.005,  0.306], mean action: 15.183 [0.000, 31.000],  loss: 24.654829, mae: 112.465469, mean_q: 120.212944
 23828/50000: episode: 125, duration: 20.698s, episode steps: 267, steps per second:  13, episode reward: 117.195, mean reward:  0.439 [-0.005,  0.513], mean action: 14.547 [0.000, 31.000],  loss: 26.589281, mae: 113.033226, mean_q: 120.881874
 24095/50000: episode: 126, duration: 20.718s, episode steps: 267, steps per second:  13, episode reward: 113.328, mean reward:  0.424 [ 0.087,  0.643], mean action: 12.805 [0.000, 31.000],  loss: 27.411678, mae: 114.213753, mean_q: 122.063568
 24362/50000: episode: 127, duration: 20.731s, episode steps: 267, steps per second:  13, episode reward: 91.536, mean reward:  0.343 [-0.005,  0.460], mean action: 14.697 [0.000, 31.000],  loss: 29.433893, mae: 115.082733, mean_q: 122.914619
 24629/50000: episode: 128, duration: 20.710s, episode steps: 267, steps per second:  13, episode reward: 153.157, mean reward:  0.574 [ 0.137,  0.652], mean action: 15.243 [0.000, 31.000],  loss: 29.804234, mae: 116.532494, mean_q: 124.566963
 24638/50000: episode: 129, duration: 0.765s, episode steps:   9, steps per second:  12, episode reward:  2.022, mean reward:  0.225 [ 0.087,  0.312], mean action: 15.444 [0.000, 26.000],  loss: 8.523775, mae: 116.370605, mean_q: 124.044159
 24647/50000: episode: 130, duration: 0.770s, episode steps:   9, steps per second:  12, episode reward:  2.060, mean reward:  0.229 [ 0.116,  0.314], mean action: 20.667 [6.000, 31.000],  loss: 46.235184, mae: 117.398651, mean_q: 125.373138
 24914/50000: episode: 131, duration: 20.735s, episode steps: 267, steps per second:  13, episode reward: 109.090, mean reward:  0.409 [-0.005,  0.478], mean action: 13.581 [0.000, 31.000],  loss: 26.835226, mae: 117.793861, mean_q: 125.858910
 25181/50000: episode: 132, duration: 20.743s, episode steps: 267, steps per second:  13, episode reward: 117.190, mean reward:  0.439 [ 0.133,  0.481], mean action: 17.258 [0.000, 31.000],  loss: 34.249363, mae: 119.039780, mean_q: 127.187943
 25448/50000: episode: 133, duration: 20.754s, episode steps: 267, steps per second:  13, episode reward: 91.746, mean reward:  0.344 [ 0.087,  0.417], mean action: 13.206 [0.000, 31.000],  loss: 30.096687, mae: 119.392456, mean_q: 127.434074
 25573/50000: episode: 134, duration: 9.745s, episode steps: 125, steps per second:  13, episode reward: 45.159, mean reward:  0.361 [-0.005,  0.469], mean action: 14.288 [0.000, 31.000],  loss: 29.360346, mae: 119.899658, mean_q: 128.124512
 25658/50000: episode: 135, duration: 6.655s, episode steps:  85, steps per second:  13, episode reward: 22.314, mean reward:  0.263 [-0.005,  0.371], mean action: 17.176 [0.000, 31.000],  loss: 22.389355, mae: 120.644669, mean_q: 128.642319
 25925/50000: episode: 136, duration: 20.752s, episode steps: 267, steps per second:  13, episode reward: 60.080, mean reward:  0.225 [-0.005,  0.365], mean action: 15.880 [0.000, 31.000],  loss: 24.002981, mae: 121.304062, mean_q: 129.266708
 26192/50000: episode: 137, duration: 20.708s, episode steps: 267, steps per second:  13, episode reward: 67.790, mean reward:  0.254 [-0.005,  0.334], mean action: 13.831 [0.000, 31.000],  loss: 35.363247, mae: 121.730736, mean_q: 129.850037
 26459/50000: episode: 138, duration: 20.726s, episode steps: 267, steps per second:  13, episode reward: 73.489, mean reward:  0.275 [-0.005,  0.483], mean action: 15.161 [0.000, 31.000],  loss: 33.703083, mae: 122.766136, mean_q: 131.095718
 26726/50000: episode: 139, duration: 20.729s, episode steps: 267, steps per second:  13, episode reward: 79.062, mean reward:  0.296 [-0.005,  0.481], mean action: 14.082 [0.000, 31.000],  loss: 32.867153, mae: 122.790367, mean_q: 131.119385
 26996/50000: episode: 140, duration: 20.957s, episode steps: 270, steps per second:  13, episode reward: 101.202, mean reward:  0.375 [-0.005,  0.454], mean action: 14.715 [0.000, 31.000],  loss: 27.490349, mae: 123.999771, mean_q: 132.542648
 27120/50000: episode: 141, duration: 9.686s, episode steps: 124, steps per second:  13, episode reward: 53.012, mean reward:  0.428 [ 0.087,  0.481], mean action: 15.073 [0.000, 31.000],  loss: 36.232933, mae: 124.755150, mean_q: 133.189636
 27387/50000: episode: 142, duration: 20.745s, episode steps: 267, steps per second:  13, episode reward: 133.542, mean reward:  0.500 [ 0.137,  0.639], mean action: 16.315 [0.000, 31.000],  loss: 37.873878, mae: 124.572861, mean_q: 132.954529
 27654/50000: episode: 143, duration: 20.750s, episode steps: 267, steps per second:  13, episode reward: 90.004, mean reward:  0.337 [-0.005,  0.442], mean action: 13.891 [0.000, 31.000],  loss: 30.171967, mae: 125.883293, mean_q: 134.279831
 27921/50000: episode: 144, duration: 20.738s, episode steps: 267, steps per second:  13, episode reward: 99.821, mean reward:  0.374 [ 0.137,  0.484], mean action: 13.768 [0.000, 31.000],  loss: 37.097733, mae: 126.095535, mean_q: 134.462326
 28188/50000: episode: 145, duration: 20.730s, episode steps: 267, steps per second:  13, episode reward: 95.577, mean reward:  0.358 [-0.005,  0.485], mean action: 14.858 [0.000, 31.000],  loss: 24.192768, mae: 126.645775, mean_q: 135.129074
 28455/50000: episode: 146, duration: 20.740s, episode steps: 267, steps per second:  13, episode reward: 104.073, mean reward:  0.390 [-0.005,  0.480], mean action: 17.056 [0.000, 31.000],  loss: 33.391224, mae: 126.826721, mean_q: 135.304291
 28722/50000: episode: 147, duration: 20.708s, episode steps: 267, steps per second:  13, episode reward: 95.956, mean reward:  0.359 [ 0.116,  0.466], mean action: 12.753 [0.000, 31.000],  loss: 41.209393, mae: 126.916069, mean_q: 135.530426
 28989/50000: episode: 148, duration: 20.725s, episode steps: 267, steps per second:  13, episode reward: 103.881, mean reward:  0.389 [-0.005,  0.459], mean action: 11.734 [0.000, 31.000],  loss: 34.466747, mae: 127.923897, mean_q: 136.597595
 29256/50000: episode: 149, duration: 20.766s, episode steps: 267, steps per second:  13, episode reward: 143.798, mean reward:  0.539 [ 0.116,  0.646], mean action: 13.753 [0.000, 31.000],  loss: 35.287403, mae: 128.649307, mean_q: 137.542297
 29523/50000: episode: 150, duration: 20.753s, episode steps: 267, steps per second:  13, episode reward: 110.378, mean reward:  0.413 [ 0.116,  0.472], mean action: 13.566 [0.000, 31.000],  loss: 43.320282, mae: 128.661453, mean_q: 137.653030
 29790/50000: episode: 151, duration: 20.763s, episode steps: 267, steps per second:  13, episode reward: 155.581, mean reward:  0.583 [-0.005,  0.649], mean action: 16.996 [0.000, 31.000],  loss: 31.687449, mae: 129.753662, mean_q: 138.753769
 30057/50000: episode: 152, duration: 20.750s, episode steps: 267, steps per second:  13, episode reward: 108.238, mean reward:  0.405 [ 0.094,  0.454], mean action: 13.888 [0.000, 31.000],  loss: 27.667688, mae: 130.455612, mean_q: 139.445801
 30279/50000: episode: 153, duration: 17.293s, episode steps: 222, steps per second:  13, episode reward: 61.878, mean reward:  0.279 [-0.005,  0.350], mean action: 14.532 [0.000, 31.000],  loss: 32.410652, mae: 131.712524, mean_q: 140.742798
 30546/50000: episode: 154, duration: 20.695s, episode steps: 267, steps per second:  13, episode reward: 113.706, mean reward:  0.426 [-0.005,  0.478], mean action: 14.933 [0.000, 31.000],  loss: 36.384941, mae: 132.361221, mean_q: 141.262466
 30813/50000: episode: 155, duration: 20.766s, episode steps: 267, steps per second:  13, episode reward: 100.180, mean reward:  0.375 [-0.005,  0.429], mean action: 14.075 [0.000, 30.000],  loss: 41.066757, mae: 132.817856, mean_q: 141.739105
 31080/50000: episode: 156, duration: 20.728s, episode steps: 267, steps per second:  13, episode reward: 94.530, mean reward:  0.354 [ 0.117,  0.631], mean action: 14.899 [0.000, 31.000],  loss: 36.050205, mae: 133.362885, mean_q: 142.661530
 31119/50000: episode: 157, duration: 3.097s, episode steps:  39, steps per second:  13, episode reward:  8.896, mean reward:  0.228 [-0.005,  0.304], mean action: 16.205 [1.000, 30.000],  loss: 22.761959, mae: 134.426834, mean_q: 143.406189
 31243/50000: episode: 158, duration: 9.651s, episode steps: 124, steps per second:  13, episode reward: 49.775, mean reward:  0.401 [ 0.137,  0.478], mean action: 15.411 [0.000, 31.000],  loss: 35.859821, mae: 134.302673, mean_q: 143.285690
 31513/50000: episode: 159, duration: 20.910s, episode steps: 270, steps per second:  13, episode reward: 107.944, mean reward:  0.400 [-0.005,  0.623], mean action: 15.819 [0.000, 31.000],  loss: 35.492298, mae: 135.016769, mean_q: 144.091263
 31780/50000: episode: 160, duration: 20.679s, episode steps: 267, steps per second:  13, episode reward: 106.595, mean reward:  0.399 [-0.005,  0.486], mean action: 15.843 [0.000, 31.000],  loss: 35.585102, mae: 135.466675, mean_q: 144.543961
 31867/50000: episode: 161, duration: 6.780s, episode steps:  87, steps per second:  13, episode reward: 32.069, mean reward:  0.369 [ 0.087,  0.430], mean action: 13.322 [0.000, 31.000],  loss: 28.772049, mae: 136.309967, mean_q: 145.282211
 32058/50000: episode: 162, duration: 14.799s, episode steps: 191, steps per second:  13, episode reward: 78.463, mean reward:  0.411 [ 0.137,  0.481], mean action: 14.288 [0.000, 31.000],  loss: 33.571407, mae: 136.964584, mean_q: 146.159973
 32325/50000: episode: 163, duration: 20.685s, episode steps: 267, steps per second:  13, episode reward: 74.462, mean reward:  0.279 [-0.005,  0.448], mean action: 15.693 [0.000, 31.000],  loss: 39.180016, mae: 137.065872, mean_q: 146.276474
 32486/50000: episode: 164, duration: 12.513s, episode steps: 161, steps per second:  13, episode reward: 68.262, mean reward:  0.424 [ 0.087,  0.497], mean action: 16.702 [0.000, 31.000],  loss: 52.468822, mae: 137.574753, mean_q: 146.916153
 32753/50000: episode: 165, duration: 20.662s, episode steps: 267, steps per second:  13, episode reward: 88.780, mean reward:  0.333 [-0.005,  0.464], mean action: 14.667 [1.000, 31.000],  loss: 48.006081, mae: 137.531021, mean_q: 146.750397
 33020/50000: episode: 166, duration: 20.674s, episode steps: 267, steps per second:  13, episode reward: 54.971, mean reward:  0.206 [-0.005,  0.441], mean action: 15.090 [0.000, 31.000],  loss: 29.416414, mae: 138.295380, mean_q: 147.472763
 33164/50000: episode: 167, duration: 11.179s, episode steps: 144, steps per second:  13, episode reward: 33.065, mean reward:  0.230 [-0.005,  0.477], mean action: 14.785 [0.000, 31.000],  loss: 36.669121, mae: 139.049637, mean_q: 148.317383
 33431/50000: episode: 168, duration: 20.756s, episode steps: 267, steps per second:  13, episode reward: 116.893, mean reward:  0.438 [ 0.137,  0.483], mean action: 15.532 [0.000, 31.000],  loss: 37.444332, mae: 139.648941, mean_q: 148.959885
 33698/50000: episode: 169, duration: 20.678s, episode steps: 267, steps per second:  13, episode reward: 69.803, mean reward:  0.261 [ 0.040,  0.309], mean action: 12.599 [0.000, 31.000],  loss: 35.119778, mae: 140.372360, mean_q: 149.682098
 33965/50000: episode: 170, duration: 20.658s, episode steps: 267, steps per second:  13, episode reward: 107.513, mean reward:  0.403 [-0.005,  0.463], mean action: 14.296 [0.000, 31.000],  loss: 35.811726, mae: 140.938202, mean_q: 150.410110
 34232/50000: episode: 171, duration: 20.680s, episode steps: 267, steps per second:  13, episode reward: 96.120, mean reward:  0.360 [ 0.116,  0.420], mean action: 13.367 [0.000, 31.000],  loss: 33.857765, mae: 141.515884, mean_q: 151.030380
 34499/50000: episode: 172, duration: 20.689s, episode steps: 267, steps per second:  13, episode reward: 109.347, mean reward:  0.410 [ 0.137,  0.528], mean action: 14.161 [0.000, 31.000],  loss: 48.017277, mae: 142.102402, mean_q: 151.644012
 34768/50000: episode: 173, duration: 20.869s, episode steps: 269, steps per second:  13, episode reward: 97.354, mean reward:  0.362 [-0.005,  0.484], mean action: 15.245 [0.000, 31.000],  loss: 48.701405, mae: 142.328278, mean_q: 152.017014
 35035/50000: episode: 174, duration: 20.721s, episode steps: 267, steps per second:  13, episode reward: 107.887, mean reward:  0.404 [ 0.087,  0.470], mean action: 14.933 [0.000, 31.000],  loss: 39.893879, mae: 142.942780, mean_q: 152.627457
 35302/50000: episode: 175, duration: 20.738s, episode steps: 267, steps per second:  13, episode reward: 111.131, mean reward:  0.416 [ 0.137,  0.462], mean action: 14.187 [0.000, 31.000],  loss: 39.499584, mae: 143.723541, mean_q: 153.653564
 35420/50000: episode: 176, duration: 9.214s, episode steps: 118, steps per second:  13, episode reward: 45.058, mean reward:  0.382 [ 0.116,  0.470], mean action: 13.203 [0.000, 31.000],  loss: 31.916876, mae: 144.617767, mean_q: 154.506866
 35541/50000: episode: 177, duration: 9.446s, episode steps: 121, steps per second:  13, episode reward: 50.928, mean reward:  0.421 [ 0.087,  0.495], mean action: 15.975 [1.000, 31.000],  loss: 44.462471, mae: 145.370544, mean_q: 155.379898
 35808/50000: episode: 178, duration: 20.740s, episode steps: 267, steps per second:  13, episode reward: 142.385, mean reward:  0.533 [ 0.137,  0.649], mean action: 15.521 [0.000, 31.000],  loss: 35.749340, mae: 145.562042, mean_q: 155.534348
 35919/50000: episode: 179, duration: 8.659s, episode steps: 111, steps per second:  13, episode reward: 45.890, mean reward:  0.413 [ 0.099,  0.641], mean action: 16.694 [0.000, 31.000],  loss: 28.816139, mae: 146.104675, mean_q: 156.070114
 36188/50000: episode: 180, duration: 20.904s, episode steps: 269, steps per second:  13, episode reward: 113.015, mean reward:  0.420 [ 0.087,  0.480], mean action: 16.327 [0.000, 31.000],  loss: 40.823692, mae: 146.268448, mean_q: 156.210846
 36455/50000: episode: 181, duration: 20.746s, episode steps: 267, steps per second:  13, episode reward: 58.992, mean reward:  0.221 [-0.005,  0.356], mean action: 15.135 [0.000, 31.000],  loss: 43.551807, mae: 146.711914, mean_q: 156.617554
 36722/50000: episode: 182, duration: 20.783s, episode steps: 267, steps per second:  13, episode reward: 52.416, mean reward:  0.196 [-0.005,  0.295], mean action: 16.700 [0.000, 31.000],  loss: 50.146797, mae: 146.893585, mean_q: 156.814331
 36809/50000: episode: 183, duration: 6.800s, episode steps:  87, steps per second:  13, episode reward: 22.200, mean reward:  0.255 [ 0.116,  0.330], mean action: 15.644 [0.000, 31.000],  loss: 43.652061, mae: 147.126389, mean_q: 156.988892
 37076/50000: episode: 184, duration: 20.735s, episode steps: 267, steps per second:  13, episode reward: 101.004, mean reward:  0.378 [ 0.087,  0.432], mean action: 14.382 [0.000, 31.000],  loss: 53.420784, mae: 146.942108, mean_q: 157.160934
 37343/50000: episode: 185, duration: 20.746s, episode steps: 267, steps per second:  13, episode reward: 127.217, mean reward:  0.476 [-0.005,  0.649], mean action: 15.157 [0.000, 31.000],  loss: 49.652401, mae: 147.248795, mean_q: 157.285492
 37610/50000: episode: 186, duration: 20.732s, episode steps: 267, steps per second:  13, episode reward: 91.535, mean reward:  0.343 [-0.005,  0.426], mean action: 15.891 [0.000, 31.000],  loss: 37.367611, mae: 148.525345, mean_q: 158.654465
 37807/50000: episode: 187, duration: 15.325s, episode steps: 197, steps per second:  13, episode reward: 62.719, mean reward:  0.318 [-0.005,  0.459], mean action: 16.071 [0.000, 31.000],  loss: 49.763424, mae: 148.969238, mean_q: 158.849854
 38074/50000: episode: 188, duration: 20.747s, episode steps: 267, steps per second:  13, episode reward: 107.164, mean reward:  0.401 [-0.005,  0.637], mean action: 15.966 [0.000, 31.000],  loss: 45.267754, mae: 148.800568, mean_q: 158.871109
 38341/50000: episode: 189, duration: 20.779s, episode steps: 267, steps per second:  13, episode reward: 107.083, mean reward:  0.401 [ 0.087,  0.439], mean action: 15.094 [0.000, 31.000],  loss: 54.974976, mae: 149.035034, mean_q: 159.172241
 38608/50000: episode: 190, duration: 20.779s, episode steps: 267, steps per second:  13, episode reward: 109.124, mean reward:  0.409 [-0.005,  0.469], mean action: 15.521 [0.000, 31.000],  loss: 36.191166, mae: 149.838058, mean_q: 159.918121
 38875/50000: episode: 191, duration: 20.775s, episode steps: 267, steps per second:  13, episode reward: 82.126, mean reward:  0.308 [ 0.045,  0.483], mean action: 11.060 [0.000, 31.000],  loss: 54.804996, mae: 149.732239, mean_q: 160.041901
 39142/50000: episode: 192, duration: 20.753s, episode steps: 267, steps per second:  13, episode reward: 99.052, mean reward:  0.371 [ 0.116,  0.453], mean action: 14.030 [0.000, 31.000],  loss: 46.325085, mae: 150.647293, mean_q: 160.867142
 39409/50000: episode: 193, duration: 20.751s, episode steps: 267, steps per second:  13, episode reward: 105.542, mean reward:  0.395 [ 0.087,  0.472], mean action: 14.835 [0.000, 31.000],  loss: 61.344162, mae: 150.686661, mean_q: 161.021805
 39676/50000: episode: 194, duration: 20.757s, episode steps: 267, steps per second:  13, episode reward: 107.284, mean reward:  0.402 [-0.005,  0.633], mean action: 13.734 [0.000, 31.000],  loss: 46.808949, mae: 151.164124, mean_q: 161.619293
 39943/50000: episode: 195, duration: 20.752s, episode steps: 267, steps per second:  13, episode reward: 91.329, mean reward:  0.342 [-0.005,  0.433], mean action: 14.715 [0.000, 31.000],  loss: 44.665775, mae: 151.785110, mean_q: 162.165329
 40210/50000: episode: 196, duration: 20.756s, episode steps: 267, steps per second:  13, episode reward: 103.901, mean reward:  0.389 [-0.005,  0.455], mean action: 18.614 [1.000, 31.000],  loss: 41.987865, mae: 152.498856, mean_q: 163.023544
 40479/50000: episode: 197, duration: 20.909s, episode steps: 269, steps per second:  13, episode reward: 94.267, mean reward:  0.350 [-0.005,  0.450], mean action: 15.268 [0.000, 31.000],  loss: 40.335915, mae: 153.196121, mean_q: 163.690521
 40746/50000: episode: 198, duration: 20.766s, episode steps: 267, steps per second:  13, episode reward: 102.654, mean reward:  0.384 [ 0.137,  0.430], mean action: 13.727 [0.000, 31.000],  loss: 56.162769, mae: 153.741150, mean_q: 164.366928
 41013/50000: episode: 199, duration: 20.772s, episode steps: 267, steps per second:  13, episode reward: 154.433, mean reward:  0.578 [ 0.137,  0.647], mean action: 15.079 [0.000, 31.000],  loss: 57.112083, mae: 153.544968, mean_q: 164.016144
 41062/50000: episode: 200, duration: 3.875s, episode steps:  49, steps per second:  13, episode reward:  4.109, mean reward:  0.084 [-0.005,  0.306], mean action: 16.265 [1.000, 31.000],  loss: 54.683224, mae: 154.067810, mean_q: 164.621094
 41329/50000: episode: 201, duration: 20.759s, episode steps: 267, steps per second:  13, episode reward: 77.627, mean reward:  0.291 [-0.005,  0.446], mean action: 15.468 [0.000, 31.000],  loss: 46.495323, mae: 153.835434, mean_q: 164.123489
 41596/50000: episode: 202, duration: 20.745s, episode steps: 267, steps per second:  13, episode reward: 153.465, mean reward:  0.575 [ 0.116,  0.640], mean action: 14.588 [0.000, 31.000],  loss: 48.274887, mae: 154.477554, mean_q: 164.924515
 41863/50000: episode: 203, duration: 20.769s, episode steps: 267, steps per second:  13, episode reward: 118.050, mean reward:  0.442 [-0.005,  0.641], mean action: 15.371 [0.000, 31.000],  loss: 58.261013, mae: 153.855392, mean_q: 164.546844
 42130/50000: episode: 204, duration: 20.775s, episode steps: 267, steps per second:  13, episode reward: 156.940, mean reward:  0.588 [ 0.137,  0.648], mean action: 14.367 [0.000, 31.000],  loss: 49.114464, mae: 154.735306, mean_q: 165.480011
 42397/50000: episode: 205, duration: 20.765s, episode steps: 267, steps per second:  13, episode reward: 99.383, mean reward:  0.372 [ 0.087,  0.450], mean action: 14.554 [0.000, 31.000],  loss: 60.860596, mae: 155.013245, mean_q: 165.649109
 42664/50000: episode: 206, duration: 20.787s, episode steps: 267, steps per second:  13, episode reward: 80.775, mean reward:  0.303 [ 0.087,  0.341], mean action: 12.464 [0.000, 31.000],  loss: 64.629356, mae: 155.411041, mean_q: 166.290909
 42676/50000: episode: 207, duration: 1.028s, episode steps:  12, steps per second:  12, episode reward:  2.624, mean reward:  0.219 [ 0.116,  0.308], mean action: 14.583 [1.000, 31.000],  loss: 9.591908, mae: 155.664917, mean_q: 165.695312
 42943/50000: episode: 208, duration: 20.803s, episode steps: 267, steps per second:  13, episode reward: 148.305, mean reward:  0.555 [ 0.137,  0.650], mean action: 16.266 [0.000, 31.000],  loss: 45.779697, mae: 155.733459, mean_q: 166.633255
 43210/50000: episode: 209, duration: 20.792s, episode steps: 267, steps per second:  13, episode reward: 127.775, mean reward:  0.479 [-0.005,  0.637], mean action: 14.884 [0.000, 31.000],  loss: 56.362087, mae: 156.424866, mean_q: 167.115585
 43434/50000: episode: 210, duration: 17.503s, episode steps: 224, steps per second:  13, episode reward: 84.502, mean reward:  0.377 [ 0.087,  0.481], mean action: 15.058 [0.000, 31.000],  loss: 56.003017, mae: 156.156464, mean_q: 166.813034
 43701/50000: episode: 211, duration: 20.758s, episode steps: 267, steps per second:  13, episode reward: 93.085, mean reward:  0.349 [-0.005,  0.457], mean action: 14.427 [0.000, 31.000],  loss: 44.434910, mae: 156.522354, mean_q: 167.225006
 43968/50000: episode: 212, duration: 20.745s, episode steps: 267, steps per second:  13, episode reward: 119.407, mean reward:  0.447 [-0.005,  0.649], mean action: 13.772 [0.000, 31.000],  loss: 65.886215, mae: 156.670380, mean_q: 167.470352
 44235/50000: episode: 213, duration: 20.794s, episode steps: 267, steps per second:  13, episode reward: 108.767, mean reward:  0.407 [ 0.087,  0.460], mean action: 13.446 [0.000, 31.000],  loss: 44.038914, mae: 157.053970, mean_q: 167.856888
 44502/50000: episode: 214, duration: 20.764s, episode steps: 267, steps per second:  13, episode reward: 154.968, mean reward:  0.580 [ 0.116,  0.646], mean action: 16.071 [0.000, 31.000],  loss: 51.767235, mae: 157.618347, mean_q: 168.523499
 44689/50000: episode: 215, duration: 14.554s, episode steps: 187, steps per second:  13, episode reward: 75.557, mean reward:  0.404 [ 0.133,  0.476], mean action: 14.182 [0.000, 31.000],  loss: 83.849998, mae: 156.992111, mean_q: 168.119843
 44956/50000: episode: 216, duration: 20.752s, episode steps: 267, steps per second:  13, episode reward: 116.276, mean reward:  0.435 [ 0.133,  0.479], mean action: 11.820 [0.000, 31.000],  loss: 61.053795, mae: 157.346497, mean_q: 168.475815
 45223/50000: episode: 217, duration: 20.746s, episode steps: 267, steps per second:  13, episode reward: 104.112, mean reward:  0.390 [ 0.133,  0.478], mean action: 15.247 [0.000, 31.000],  loss: 57.470726, mae: 157.763199, mean_q: 168.956726
 45490/50000: episode: 218, duration: 20.762s, episode steps: 267, steps per second:  13, episode reward: 100.533, mean reward:  0.377 [ 0.087,  0.464], mean action: 13.247 [0.000, 31.000],  loss: 60.153111, mae: 157.883514, mean_q: 168.808472
 45757/50000: episode: 219, duration: 20.781s, episode steps: 267, steps per second:  13, episode reward: 108.254, mean reward:  0.405 [ 0.087,  0.449], mean action: 13.169 [0.000, 31.000],  loss: 37.144962, mae: 158.483444, mean_q: 169.356384
 46024/50000: episode: 220, duration: 20.802s, episode steps: 267, steps per second:  13, episode reward: 150.848, mean reward:  0.565 [ 0.133,  0.640], mean action: 15.386 [0.000, 31.000],  loss: 51.067600, mae: 158.994034, mean_q: 169.711761
 46291/50000: episode: 221, duration: 20.802s, episode steps: 267, steps per second:  13, episode reward: 131.076, mean reward:  0.491 [-0.005,  0.645], mean action: 14.468 [0.000, 31.000],  loss: 53.993500, mae: 158.733521, mean_q: 169.809250
 46558/50000: episode: 222, duration: 20.776s, episode steps: 267, steps per second:  13, episode reward: 92.106, mean reward:  0.345 [-0.005,  0.433], mean action: 15.730 [0.000, 31.000],  loss: 61.454998, mae: 158.958817, mean_q: 169.753601
 46825/50000: episode: 223, duration: 20.768s, episode steps: 267, steps per second:  13, episode reward: 76.175, mean reward:  0.285 [-0.005,  0.483], mean action: 14.161 [0.000, 31.000],  loss: 46.447330, mae: 158.416626, mean_q: 169.258133
 47085/50000: episode: 224, duration: 20.238s, episode steps: 260, steps per second:  13, episode reward: 115.109, mean reward:  0.443 [-0.005,  0.641], mean action: 14.673 [0.000, 31.000],  loss: 58.537720, mae: 158.689606, mean_q: 169.554916
 47352/50000: episode: 225, duration: 20.805s, episode steps: 267, steps per second:  13, episode reward: 96.688, mean reward:  0.362 [-0.005,  0.519], mean action: 17.213 [0.000, 31.000],  loss: 42.598717, mae: 158.536484, mean_q: 169.426147
 47619/50000: episode: 226, duration: 20.795s, episode steps: 267, steps per second:  13, episode reward: 160.221, mean reward:  0.600 [ 0.116,  0.646], mean action: 14.375 [0.000, 31.000],  loss: 66.943253, mae: 158.678162, mean_q: 169.580841
 47886/50000: episode: 227, duration: 20.801s, episode steps: 267, steps per second:  13, episode reward: 157.967, mean reward:  0.592 [ 0.087,  0.646], mean action: 11.554 [0.000, 31.000],  loss: 61.826473, mae: 158.422913, mean_q: 169.622803
 47983/50000: episode: 228, duration: 7.611s, episode steps:  97, steps per second:  13, episode reward: 37.311, mean reward:  0.385 [ 0.137,  0.468], mean action: 13.938 [0.000, 31.000],  loss: 54.705360, mae: 159.323669, mean_q: 170.241486
 48001/50000: episode: 229, duration: 1.465s, episode steps:  18, steps per second:  12, episode reward:  3.612, mean reward:  0.201 [ 0.125,  0.307], mean action: 18.944 [3.000, 30.000],  loss: 77.479233, mae: 159.306305, mean_q: 170.377792
 48268/50000: episode: 230, duration: 20.837s, episode steps: 267, steps per second:  13, episode reward: 103.644, mean reward:  0.388 [-0.005,  0.462], mean action: 14.285 [0.000, 31.000],  loss: 63.554863, mae: 159.193192, mean_q: 170.341400
 48387/50000: episode: 231, duration: 9.316s, episode steps: 119, steps per second:  13, episode reward: 32.555, mean reward:  0.274 [-0.005,  0.446], mean action: 14.126 [0.000, 31.000],  loss: 55.699654, mae: 159.627945, mean_q: 170.522583
 48511/50000: episode: 232, duration: 9.706s, episode steps: 124, steps per second:  13, episode reward: 25.715, mean reward:  0.207 [-0.005,  0.307], mean action: 15.040 [0.000, 31.000],  loss: 47.811993, mae: 159.443329, mean_q: 170.369263
 48778/50000: episode: 233, duration: 20.810s, episode steps: 267, steps per second:  13, episode reward: 159.653, mean reward:  0.598 [ 0.137,  0.650], mean action: 13.232 [0.000, 31.000],  loss: 44.814270, mae: 160.557083, mean_q: 171.619354
 49045/50000: episode: 234, duration: 20.791s, episode steps: 267, steps per second:  13, episode reward: 110.218, mean reward:  0.413 [-0.005,  0.467], mean action: 14.723 [0.000, 31.000],  loss: 52.975273, mae: 161.356674, mean_q: 172.490219
