Training for 50000 steps ...
   196/50000: episode: 1, duration: 13.012s, episode steps: 196, steps per second:  15, episode reward: 32.340, mean reward:  0.165 [-0.005,  0.357], mean action: 15.974 [0.000, 31.000],  loss: --, mae: --, mean_q: --
 21027/50000: episode: 118, duration: 20.701s, episode steps: 267, steps per second:  13, episode reward: 104.807, mean reward:  0.393 [ 0.087,  0.455], mean action: 17.644 [0.000, 31.000],  loss: 24.547485, mae: 115.804863, mean_q: 123.648979
 21294/50000: episode: 119, duration: 20.713s, episode steps: 267, steps per second:  13, episode reward: 148.405, mean reward:  0.556 [-0.005,  0.634], mean action: 15.015 [0.000, 31.000],  loss: 23.295126, mae: 116.990387, mean_q: 125.002678
 21561/50000: episode: 120, duration: 20.690s, episode steps: 267, steps per second:  13, episode reward: 150.247, mean reward:  0.563 [ 0.017,  0.651], mean action: 15.187 [0.000, 31.000],  loss: 28.583817, mae: 117.669594, mean_q: 125.608734
 21816/50000: episode: 121, duration: 19.793s, episode steps: 255, steps per second:  13, episode reward: 121.468, mean reward:  0.476 [-0.005,  0.646], mean action: 16.067 [0.000, 31.000],  loss: 24.540760, mae: 119.016914, mean_q: 126.966728
 22083/50000: episode: 122, duration: 20.699s, episode steps: 267, steps per second:  13, episode reward: 114.713, mean reward:  0.430 [ 0.116,  0.483], mean action: 15.378 [0.000, 31.000],  loss: 30.902197, mae: 119.399025, mean_q: 127.533958
 22350/50000: episode: 123, duration: 20.743s, episode steps: 267, steps per second:  13, episode reward: 78.356, mean reward:  0.293 [-0.005,  0.461], mean action: 15.255 [0.000, 31.000],  loss: 30.196993, mae: 120.524910, mean_q: 128.777039
 22617/50000: episode: 124, duration: 20.712s, episode steps: 267, steps per second:  13, episode reward: 98.588, mean reward:  0.369 [ 0.087,  0.447], mean action: 17.502 [0.000, 31.000],  loss: 31.037907, mae: 121.348755, mean_q: 129.535858
 22884/50000: episode: 125, duration: 20.674s, episode steps: 267, steps per second:  13, episode reward: 107.858, mean reward:  0.404 [ 0.116,  0.596], mean action: 15.116 [0.000, 31.000],  loss: 31.910547, mae: 122.406776, mean_q: 130.638000
 23151/50000: episode: 126, duration: 20.730s, episode steps: 267, steps per second:  13, episode reward: 92.955, mean reward:  0.348 [-0.005,  0.456], mean action: 12.169 [0.000, 28.000],  loss: 30.561264, mae: 123.408928, mean_q: 131.914246
 23418/50000: episode: 127, duration: 20.769s, episode steps: 267, steps per second:  13, episode reward: 78.548, mean reward:  0.294 [-0.005,  0.308], mean action: 4.479 [0.000, 29.000],  loss: 45.677494, mae: 124.014091, mean_q: 132.904449
 23630/50000: episode: 128, duration: 16.489s, episode steps: 212, steps per second:  13, episode reward: 74.310, mean reward:  0.351 [-0.005,  0.472], mean action: 15.075 [0.000, 31.000],  loss: 28.086525, mae: 125.182678, mean_q: 133.716797
 23897/50000: episode: 129, duration: 20.763s, episode steps: 267, steps per second:  13, episode reward: 154.118, mean reward:  0.577 [ 0.133,  0.644], mean action: 15.742 [0.000, 31.000],  loss: 29.465021, mae: 125.594803, mean_q: 134.422134
 24164/50000: episode: 130, duration: 20.767s, episode steps: 267, steps per second:  13, episode reward: 135.564, mean reward:  0.508 [ 0.133,  0.642], mean action: 15.629 [0.000, 31.000],  loss: 36.681931, mae: 126.926117, mean_q: 135.740280
 24431/50000: episode: 131, duration: 20.738s, episode steps: 267, steps per second:  13, episode reward: 64.754, mean reward:  0.243 [ 0.058,  0.374], mean action: 14.985 [0.000, 31.000],  loss: 27.734772, mae: 127.997482, mean_q: 136.735153
 24701/50000: episode: 132, duration: 20.984s, episode steps: 270, steps per second:  13, episode reward: 144.288, mean reward:  0.534 [ 0.017,  0.644], mean action: 15.263 [0.000, 31.000],  loss: 33.097626, mae: 129.345566, mean_q: 138.241913
 24968/50000: episode: 133, duration: 20.788s, episode steps: 267, steps per second:  13, episode reward: 108.248, mean reward:  0.405 [ 0.017,  0.484], mean action: 13.966 [1.000, 31.000],  loss: 34.643112, mae: 130.291641, mean_q: 139.208969
 25235/50000: episode: 134, duration: 20.758s, episode steps: 267, steps per second:  13, episode reward: 110.502, mean reward:  0.414 [ 0.137,  0.460], mean action: 14.637 [0.000, 31.000],  loss: 30.341818, mae: 131.384277, mean_q: 140.243073
 25502/50000: episode: 135, duration: 20.743s, episode steps: 267, steps per second:  13, episode reward: 102.742, mean reward:  0.385 [-0.005,  0.479], mean action: 16.558 [0.000, 31.000],  loss: 36.201275, mae: 132.500412, mean_q: 141.672409
 25711/50000: episode: 136, duration: 16.270s, episode steps: 209, steps per second:  13, episode reward: 54.634, mean reward:  0.261 [-0.005,  0.333], mean action: 15.201 [0.000, 31.000],  loss: 37.474987, mae: 133.266708, mean_q: 142.738022
 25978/50000: episode: 137, duration: 20.749s, episode steps: 267, steps per second:  13, episode reward: 102.058, mean reward:  0.382 [ 0.087,  0.457], mean action: 13.232 [0.000, 31.000],  loss: 37.437046, mae: 134.788971, mean_q: 144.309433
 26245/50000: episode: 138, duration: 20.724s, episode steps: 267, steps per second:  13, episode reward: 107.650, mean reward:  0.403 [-0.005,  0.472], mean action: 16.921 [0.000, 31.000],  loss: 29.262524, mae: 136.562943, mean_q: 145.882233
 26453/50000: episode: 139, duration: 16.109s, episode steps: 208, steps per second:  13, episode reward: 43.014, mean reward:  0.207 [-0.005,  0.303], mean action: 15.043 [0.000, 31.000],  loss: 42.573051, mae: 136.826340, mean_q: 146.111771
 26720/50000: episode: 140, duration: 20.695s, episode steps: 267, steps per second:  13, episode reward: 52.975, mean reward:  0.198 [-0.005,  0.289], mean action: 14.640 [0.000, 31.000],  loss: 44.891239, mae: 136.808411, mean_q: 146.229279
 26987/50000: episode: 141, duration: 20.716s, episode steps: 267, steps per second:  13, episode reward: 47.583, mean reward:  0.178 [-0.005,  0.303], mean action: 15.933 [0.000, 31.000],  loss: 39.094307, mae: 136.921494, mean_q: 146.372421
 27166/50000: episode: 142, duration: 13.885s, episode steps: 179, steps per second:  13, episode reward: 55.144, mean reward:  0.308 [-0.005,  0.393], mean action: 16.218 [0.000, 31.000],  loss: 37.136181, mae: 138.259949, mean_q: 147.567688
 27433/50000: episode: 143, duration: 20.683s, episode steps: 267, steps per second:  13, episode reward: 126.585, mean reward:  0.474 [ 0.087,  0.609], mean action: 15.637 [0.000, 31.000],  loss: 38.678123, mae: 138.550507, mean_q: 148.046234
 27700/50000: episode: 144, duration: 20.678s, episode steps: 267, steps per second:  13, episode reward: 115.603, mean reward:  0.433 [ 0.116,  0.488], mean action: 13.652 [0.000, 31.000],  loss: 56.337193, mae: 138.477142, mean_q: 148.061859
 27967/50000: episode: 145, duration: 20.715s, episode steps: 267, steps per second:  13, episode reward: 44.836, mean reward:  0.168 [-0.005,  0.328], mean action: 14.011 [0.000, 31.000],  loss: 42.678268, mae: 138.343445, mean_q: 147.895004
 28234/50000: episode: 146, duration: 20.708s, episode steps: 267, steps per second:  13, episode reward: 122.409, mean reward:  0.458 [-0.005,  0.636], mean action: 15.820 [0.000, 31.000],  loss: 38.131256, mae: 139.225479, mean_q: 148.791412
 28501/50000: episode: 147, duration: 20.717s, episode steps: 267, steps per second:  13, episode reward: 85.007, mean reward:  0.318 [-0.005,  0.459], mean action: 14.397 [0.000, 31.000],  loss: 35.920712, mae: 140.168549, mean_q: 149.837967
 28771/50000: episode: 148, duration: 20.957s, episode steps: 270, steps per second:  13, episode reward: 104.156, mean reward:  0.386 [ 0.116,  0.450], mean action: 15.504 [0.000, 31.000],  loss: 44.601280, mae: 140.983551, mean_q: 150.779877
 29038/50000: episode: 149, duration: 20.706s, episode steps: 267, steps per second:  13, episode reward: 111.581, mean reward:  0.418 [-0.005,  0.493], mean action: 15.704 [0.000, 31.000],  loss: 44.456364, mae: 141.431992, mean_q: 151.198029
 29305/50000: episode: 150, duration: 20.792s, episode steps: 267, steps per second:  13, episode reward: 111.319, mean reward:  0.417 [ 0.087,  0.479], mean action: 15.487 [0.000, 31.000],  loss: 33.471279, mae: 143.067703, mean_q: 153.035324
 29572/50000: episode: 151, duration: 20.707s, episode steps: 267, steps per second:  13, episode reward: 107.610, mean reward:  0.403 [-0.005,  0.460], mean action: 15.715 [0.000, 31.000],  loss: 44.007542, mae: 143.585526, mean_q: 153.385651
 29839/50000: episode: 152, duration: 20.731s, episode steps: 267, steps per second:  13, episode reward: 102.010, mean reward:  0.382 [-0.005,  0.457], mean action: 15.528 [0.000, 31.000],  loss: 53.538074, mae: 144.090714, mean_q: 153.923615
 30106/50000: episode: 153, duration: 20.810s, episode steps: 267, steps per second:  13, episode reward: 114.433, mean reward:  0.429 [ 0.087,  0.471], mean action: 15.232 [0.000, 31.000],  loss: 41.727261, mae: 144.740036, mean_q: 154.803635
 30373/50000: episode: 154, duration: 20.742s, episode steps: 267, steps per second:  13, episode reward: 153.955, mean reward:  0.577 [ 0.133,  0.646], mean action: 14.768 [0.000, 31.000],  loss: 28.810339, mae: 146.038208, mean_q: 155.939133
 30640/50000: episode: 155, duration: 20.730s, episode steps: 267, steps per second:  13, episode reward: 117.140, mean reward:  0.439 [ 0.087,  0.479], mean action: 15.794 [0.000, 31.000],  loss: 43.202942, mae: 146.958191, mean_q: 156.814728
 30907/50000: episode: 156, duration: 20.764s, episode steps: 267, steps per second:  13, episode reward: 128.600, mean reward:  0.482 [-0.005,  0.646], mean action: 15.165 [0.000, 31.000],  loss: 36.645920, mae: 147.557816, mean_q: 157.430588
 31147/50000: episode: 157, duration: 18.639s, episode steps: 240, steps per second:  13, episode reward: 104.001, mean reward:  0.433 [ 0.116,  0.479], mean action: 13.342 [0.000, 31.000],  loss: 41.995441, mae: 147.924759, mean_q: 157.864563
 31414/50000: episode: 158, duration: 20.682s, episode steps: 267, steps per second:  13, episode reward: 66.546, mean reward:  0.249 [-0.005,  0.460], mean action: 17.371 [0.000, 31.000],  loss: 33.990009, mae: 147.614258, mean_q: 157.469925
 31472/50000: episode: 159, duration: 4.547s, episode steps:  58, steps per second:  13, episode reward: 21.336, mean reward:  0.368 [ 0.087,  0.470], mean action: 13.897 [0.000, 31.000],  loss: 43.354015, mae: 147.344528, mean_q: 157.399429
 31739/50000: episode: 160, duration: 20.694s, episode steps: 267, steps per second:  13, episode reward: 111.438, mean reward:  0.417 [ 0.087,  0.476], mean action: 16.300 [0.000, 31.000],  loss: 49.141674, mae: 148.472260, mean_q: 158.721313
 32006/50000: episode: 161, duration: 20.704s, episode steps: 267, steps per second:  13, episode reward: 137.795, mean reward:  0.516 [ 0.133,  0.607], mean action: 15.288 [0.000, 31.000],  loss: 52.173046, mae: 148.702667, mean_q: 158.964859
 32199/50000: episode: 162, duration: 15.000s, episode steps: 193, steps per second:  13, episode reward: 58.454, mean reward:  0.303 [ 0.133,  0.347], mean action: 14.119 [0.000, 31.000],  loss: 51.350620, mae: 149.625519, mean_q: 159.866547
 32466/50000: episode: 163, duration: 20.704s, episode steps: 267, steps per second:  13, episode reward: 107.934, mean reward:  0.404 [ 0.087,  0.475], mean action: 15.371 [0.000, 31.000],  loss: 47.831844, mae: 149.765991, mean_q: 160.007584
 32735/50000: episode: 164, duration: 20.859s, episode steps: 269, steps per second:  13, episode reward: 103.859, mean reward:  0.386 [ 0.116,  0.446], mean action: 14.929 [0.000, 31.000],  loss: 42.254253, mae: 149.977783, mean_q: 159.952377
 33002/50000: episode: 165, duration: 20.742s, episode steps: 267, steps per second:  13, episode reward: 115.314, mean reward:  0.432 [ 0.116,  0.483], mean action: 14.498 [0.000, 31.000],  loss: 47.945473, mae: 150.072266, mean_q: 160.380020
 33269/50000: episode: 166, duration: 20.731s, episode steps: 267, steps per second:  13, episode reward: 112.603, mean reward:  0.422 [ 0.116,  0.467], mean action: 13.464 [0.000, 31.000],  loss: 43.433125, mae: 150.173630, mean_q: 160.317688
 33466/50000: episode: 167, duration: 15.341s, episode steps: 197, steps per second:  13, episode reward: 87.246, mean reward:  0.443 [ 0.116,  0.487], mean action: 15.360 [0.000, 30.000],  loss: 51.189869, mae: 150.872726, mean_q: 161.165009
 33524/50000: episode: 168, duration: 4.565s, episode steps:  58, steps per second:  13, episode reward: 13.163, mean reward:  0.227 [-0.005,  0.307], mean action: 15.397 [0.000, 31.000],  loss: 96.903488, mae: 149.821976, mean_q: 160.336777
 33791/50000: episode: 169, duration: 20.760s, episode steps: 267, steps per second:  13, episode reward: 98.636, mean reward:  0.369 [ 0.116,  0.464], mean action: 14.873 [0.000, 31.000],  loss: 47.574116, mae: 150.725830, mean_q: 161.137100
 34058/50000: episode: 170, duration: 20.752s, episode steps: 267, steps per second:  13, episode reward: 103.126, mean reward:  0.386 [ 0.087,  0.468], mean action: 14.337 [0.000, 31.000],  loss: 45.889515, mae: 151.196198, mean_q: 161.508102
 34325/50000: episode: 171, duration: 20.710s, episode steps: 267, steps per second:  13, episode reward: 110.891, mean reward:  0.415 [ 0.116,  0.463], mean action: 16.884 [1.000, 31.000],  loss: 42.784668, mae: 152.339157, mean_q: 162.662460
 34592/50000: episode: 172, duration: 20.739s, episode steps: 267, steps per second:  13, episode reward: 82.768, mean reward:  0.310 [ 0.087,  0.344], mean action: 11.888 [0.000, 30.000],  loss: 40.440075, mae: 152.682144, mean_q: 162.944321
 34859/50000: episode: 173, duration: 20.725s, episode steps: 267, steps per second:  13, episode reward: 102.967, mean reward:  0.386 [ 0.087,  0.447], mean action: 18.292 [0.000, 31.000],  loss: 61.383762, mae: 152.039200, mean_q: 162.693268
 35126/50000: episode: 174, duration: 20.728s, episode steps: 267, steps per second:  13, episode reward: 99.361, mean reward:  0.372 [ 0.133,  0.442], mean action: 15.408 [0.000, 31.000],  loss: 55.967876, mae: 152.240799, mean_q: 162.854538
 35393/50000: episode: 175, duration: 20.739s, episode steps: 267, steps per second:  13, episode reward: 111.640, mean reward:  0.418 [ 0.087,  0.470], mean action: 16.783 [0.000, 31.000],  loss: 37.466324, mae: 153.044067, mean_q: 163.685196
 35660/50000: episode: 176, duration: 20.754s, episode steps: 267, steps per second:  13, episode reward: 107.533, mean reward:  0.403 [ 0.137,  0.465], mean action: 16.397 [0.000, 31.000],  loss: 46.202789, mae: 153.484909, mean_q: 164.174911
 35927/50000: episode: 177, duration: 20.735s, episode steps: 267, steps per second:  13, episode reward: 115.560, mean reward:  0.433 [-0.005,  0.648], mean action: 14.772 [0.000, 31.000],  loss: 42.251381, mae: 154.231827, mean_q: 164.936478
 35944/50000: episode: 178, duration: 1.387s, episode steps:  17, steps per second:  12, episode reward:  2.921, mean reward:  0.172 [-0.005,  0.310], mean action: 15.059 [1.000, 29.000],  loss: 52.306717, mae: 154.037384, mean_q: 164.880905
 36211/50000: episode: 179, duration: 20.702s, episode steps: 267, steps per second:  13, episode reward: 104.187, mean reward:  0.390 [-0.005,  0.484], mean action: 13.790 [0.000, 31.000],  loss: 56.096954, mae: 154.179398, mean_q: 164.949646
 36478/50000: episode: 180, duration: 20.715s, episode steps: 267, steps per second:  13, episode reward: 97.601, mean reward:  0.366 [ 0.116,  0.415], mean action: 22.390 [0.000, 30.000],  loss: 57.541794, mae: 153.875702, mean_q: 164.630798
 36745/50000: episode: 181, duration: 20.725s, episode steps: 267, steps per second:  13, episode reward: 114.311, mean reward:  0.428 [ 0.017,  0.472], mean action: 14.790 [0.000, 31.000],  loss: 43.397099, mae: 155.164093, mean_q: 165.938324
 36983/50000: episode: 182, duration: 18.496s, episode steps: 238, steps per second:  13, episode reward: 138.958, mean reward:  0.584 [ 0.137,  0.660], mean action: 15.941 [0.000, 31.000],  loss: 50.339596, mae: 155.009750, mean_q: 166.088196
 37250/50000: episode: 183, duration: 20.851s, episode steps: 267, steps per second:  13, episode reward: 98.444, mean reward:  0.369 [ 0.116,  0.407], mean action: 18.472 [0.000, 31.000],  loss: 50.107143, mae: 155.531662, mean_q: 166.227753
 37319/50000: episode: 184, duration: 5.429s, episode steps:  69, steps per second:  13, episode reward: 15.620, mean reward:  0.226 [-0.005,  0.303], mean action: 17.971 [0.000, 31.000],  loss: 44.709610, mae: 156.048462, mean_q: 167.168732
 37433/50000: episode: 185, duration: 8.945s, episode steps: 114, steps per second:  13, episode reward: 40.260, mean reward:  0.353 [ 0.137,  0.470], mean action: 15.193 [0.000, 31.000],  loss: 67.638504, mae: 155.479172, mean_q: 166.308899
 37700/50000: episode: 186, duration: 20.816s, episode steps: 267, steps per second:  13, episode reward: 110.023, mean reward:  0.412 [ 0.137,  0.468], mean action: 16.251 [0.000, 31.000],  loss: 47.871311, mae: 155.971329, mean_q: 166.801788
 37969/50000: episode: 187, duration: 21.697s, episode steps: 269, steps per second:  12, episode reward: 100.173, mean reward:  0.372 [-0.005,  0.433], mean action: 15.372 [0.000, 31.000],  loss: 61.620846, mae: 155.819962, mean_q: 166.723541
 38236/50000: episode: 188, duration: 20.760s, episode steps: 267, steps per second:  13, episode reward: 113.621, mean reward:  0.426 [ 0.116,  0.475], mean action: 16.453 [0.000, 31.000],  loss: 56.070854, mae: 156.154312, mean_q: 167.120499
 38503/50000: episode: 189, duration: 20.764s, episode steps: 267, steps per second:  13, episode reward: 76.373, mean reward:  0.286 [-0.005,  0.520], mean action: 16.311 [0.000, 31.000],  loss: 57.786606, mae: 156.389771, mean_q: 167.340179
 38732/50000: episode: 190, duration: 17.814s, episode steps: 229, steps per second:  13, episode reward: 41.584, mean reward:  0.182 [-0.005,  0.315], mean action: 15.070 [0.000, 31.000],  loss: 45.033596, mae: 156.638580, mean_q: 167.529068
 38999/50000: episode: 191, duration: 20.771s, episode steps: 267, steps per second:  13, episode reward: 45.212, mean reward:  0.169 [-0.005,  0.441], mean action: 14.528 [0.000, 31.000],  loss: 60.601845, mae: 156.381821, mean_q: 167.539886
 39100/50000: episode: 192, duration: 7.911s, episode steps: 101, steps per second:  13, episode reward: 15.855, mean reward:  0.157 [-0.005,  0.308], mean action: 12.713 [0.000, 31.000],  loss: 59.328896, mae: 156.612564, mean_q: 167.748840
 39367/50000: episode: 193, duration: 20.768s, episode steps: 267, steps per second:  13, episode reward: 109.318, mean reward:  0.409 [ 0.017,  0.480], mean action: 14.764 [0.000, 31.000],  loss: 53.151939, mae: 157.188385, mean_q: 168.142227
 39634/50000: episode: 194, duration: 20.802s, episode steps: 267, steps per second:  13, episode reward: 115.807, mean reward:  0.434 [ 0.087,  0.597], mean action: 15.292 [0.000, 31.000],  loss: 47.627834, mae: 157.445374, mean_q: 168.480469
 39840/50000: episode: 195, duration: 16.015s, episode steps: 206, steps per second:  13, episode reward: 75.556, mean reward:  0.367 [-0.005,  0.482], mean action: 14.024 [0.000, 31.000],  loss: 60.105057, mae: 157.620316, mean_q: 168.683212
 40107/50000: episode: 196, duration: 20.787s, episode steps: 267, steps per second:  13, episode reward: 89.130, mean reward:  0.334 [-0.005,  0.474], mean action: 14.483 [0.000, 31.000],  loss: 46.503826, mae: 158.299377, mean_q: 169.463074
 40225/50000: episode: 197, duration: 9.306s, episode steps: 118, steps per second:  13, episode reward: 31.075, mean reward:  0.263 [-0.005,  0.473], mean action: 16.373 [0.000, 31.000],  loss: 66.576355, mae: 157.991013, mean_q: 169.153946
 40314/50000: episode: 198, duration: 6.971s, episode steps:  89, steps per second:  13, episode reward: 31.037, mean reward:  0.349 [ 0.087,  0.497], mean action: 16.034 [0.000, 31.000],  loss: 66.223442, mae: 157.738739, mean_q: 168.834671
 40581/50000: episode: 199, duration: 20.723s, episode steps: 267, steps per second:  13, episode reward: 106.450, mean reward:  0.399 [-0.005,  0.475], mean action: 16.963 [0.000, 31.000],  loss: 54.199718, mae: 157.808456, mean_q: 168.946747
 40848/50000: episode: 200, duration: 20.759s, episode steps: 267, steps per second:  13, episode reward: 139.830, mean reward:  0.524 [-0.005,  0.646], mean action: 16.468 [0.000, 31.000],  loss: 55.832314, mae: 158.081039, mean_q: 169.060516
 40991/50000: episode: 201, duration: 11.157s, episode steps: 143, steps per second:  13, episode reward: 25.539, mean reward:  0.179 [-0.005,  0.350], mean action: 14.993 [0.000, 31.000],  loss: 60.282772, mae: 158.250290, mean_q: 169.037613
 41258/50000: episode: 202, duration: 20.729s, episode steps: 267, steps per second:  13, episode reward: 98.306, mean reward:  0.368 [-0.005,  0.650], mean action: 15.273 [0.000, 31.000],  loss: 61.720959, mae: 157.447281, mean_q: 168.565216
 41374/50000: episode: 203, duration: 9.050s, episode steps: 116, steps per second:  13, episode reward: 40.199, mean reward:  0.347 [ 0.071,  0.471], mean action: 16.655 [0.000, 31.000],  loss: 51.470860, mae: 157.917358, mean_q: 168.935394
 41574/50000: episode: 204, duration: 15.565s, episode steps: 200, steps per second:  13, episode reward: 81.699, mean reward:  0.408 [ 0.081,  0.478], mean action: 17.065 [0.000, 31.000],  loss: 57.095509, mae: 157.561859, mean_q: 168.866547
 41841/50000: episode: 205, duration: 20.792s, episode steps: 267, steps per second:  13, episode reward: 152.801, mean reward:  0.572 [-0.005,  0.644], mean action: 15.798 [0.000, 31.000],  loss: 54.763641, mae: 158.277863, mean_q: 169.289215
 42108/50000: episode: 206, duration: 20.796s, episode steps: 267, steps per second:  13, episode reward: 144.403, mean reward:  0.541 [ 0.087,  0.636], mean action: 15.906 [0.000, 31.000],  loss: 44.787659, mae: 158.894150, mean_q: 169.797974
 42375/50000: episode: 207, duration: 20.828s, episode steps: 267, steps per second:  13, episode reward: 105.897, mean reward:  0.397 [ 0.064,  0.476], mean action: 15.097 [0.000, 31.000],  loss: 50.504646, mae: 159.501404, mean_q: 170.637817
 42642/50000: episode: 208, duration: 20.838s, episode steps: 267, steps per second:  13, episode reward: 114.681, mean reward:  0.430 [ 0.116,  0.478], mean action: 14.393 [0.000, 31.000],  loss: 53.907719, mae: 159.230530, mean_q: 170.542694
 42909/50000: episode: 209, duration: 20.828s, episode steps: 267, steps per second:  13, episode reward: 99.745, mean reward:  0.374 [-0.005,  0.482], mean action: 14.105 [0.000, 31.000],  loss: 68.187721, mae: 159.222824, mean_q: 170.301971
 43176/50000: episode: 210, duration: 20.795s, episode steps: 267, steps per second:  13, episode reward: 66.581, mean reward:  0.249 [-0.005,  0.465], mean action: 15.663 [0.000, 31.000],  loss: 50.474266, mae: 159.299606, mean_q: 170.414154
 43251/50000: episode: 211, duration: 5.889s, episode steps:  75, steps per second:  13, episode reward: 23.229, mean reward:  0.310 [ 0.116,  0.373], mean action: 17.693 [0.000, 31.000],  loss: 60.811691, mae: 159.112396, mean_q: 169.978104
 43518/50000: episode: 212, duration: 20.796s, episode steps: 267, steps per second:  13, episode reward: 47.335, mean reward:  0.177 [-0.005,  0.293], mean action: 16.674 [0.000, 31.000],  loss: 66.619644, mae: 158.882584, mean_q: 170.118683
 43785/50000: episode: 213, duration: 20.840s, episode steps: 267, steps per second:  13, episode reward: 63.170, mean reward:  0.237 [-0.005,  0.299], mean action: 15.547 [0.000, 31.000],  loss: 56.415524, mae: 159.339218, mean_q: 170.466736
 44055/50000: episode: 214, duration: 21.070s, episode steps: 270, steps per second:  13, episode reward: 132.176, mean reward:  0.490 [ 0.087,  0.646], mean action: 14.778 [0.000, 31.000],  loss: 38.324913, mae: 159.543137, mean_q: 170.518311
 44322/50000: episode: 215, duration: 20.817s, episode steps: 267, steps per second:  13, episode reward: 115.662, mean reward:  0.433 [ 0.075,  0.646], mean action: 14.446 [0.000, 31.000],  loss: 51.798180, mae: 160.129761, mean_q: 171.191742
 44589/50000: episode: 216, duration: 20.818s, episode steps: 267, steps per second:  13, episode reward: 52.839, mean reward:  0.198 [-0.005,  0.413], mean action: 15.843 [0.000, 31.000],  loss: 53.113960, mae: 160.006317, mean_q: 170.988663
 44856/50000: episode: 217, duration: 20.821s, episode steps: 267, steps per second:  13, episode reward: 99.600, mean reward:  0.373 [ 0.137,  0.449], mean action: 15.397 [0.000, 31.000],  loss: 66.049904, mae: 159.717026, mean_q: 170.747711
 44900/50000: episode: 218, duration: 3.496s, episode steps:  44, steps per second:  13, episode reward: 11.897, mean reward:  0.270 [ 0.137,  0.318], mean action: 19.773 [2.000, 30.000],  loss: 63.418961, mae: 159.819641, mean_q: 170.719070
 45167/50000: episode: 219, duration: 20.827s, episode steps: 267, steps per second:  13, episode reward: 117.591, mean reward:  0.440 [ 0.133,  0.479], mean action: 16.172 [0.000, 31.000],  loss: 55.920055, mae: 160.399826, mean_q: 171.349060
 45434/50000: episode: 220, duration: 20.882s, episode steps: 267, steps per second:  13, episode reward: 78.259, mean reward:  0.293 [-0.005,  0.462], mean action: 16.202 [0.000, 31.000],  loss: 62.189674, mae: 159.621689, mean_q: 170.704376
 45703/50000: episode: 221, duration: 21.003s, episode steps: 269, steps per second:  13, episode reward: 130.030, mean reward:  0.483 [-0.005,  0.637], mean action: 15.498 [0.000, 31.000],  loss: 52.742062, mae: 159.811722, mean_q: 170.881699
 45970/50000: episode: 222, duration: 20.857s, episode steps: 267, steps per second:  13, episode reward: 40.143, mean reward:  0.150 [-0.005,  0.285], mean action: 14.670 [0.000, 31.000],  loss: 58.164143, mae: 159.695755, mean_q: 170.527588
 46240/50000: episode: 223, duration: 21.096s, episode steps: 270, steps per second:  13, episode reward: 95.106, mean reward:  0.352 [-0.005,  0.638], mean action: 14.741 [0.000, 31.000],  loss: 54.904686, mae: 159.445007, mean_q: 170.526367
 46507/50000: episode: 224, duration: 20.816s, episode steps: 267, steps per second:  13, episode reward: 113.842, mean reward:  0.426 [ 0.137,  0.479], mean action: 15.858 [0.000, 31.000],  loss: 54.344719, mae: 159.756470, mean_q: 170.847961
 46774/50000: episode: 225, duration: 20.788s, episode steps: 267, steps per second:  13, episode reward: 130.740, mean reward:  0.490 [-0.005,  0.637], mean action: 15.022 [0.000, 31.000],  loss: 53.927055, mae: 159.385544, mean_q: 170.295792
 47041/50000: episode: 226, duration: 20.842s, episode steps: 267, steps per second:  13, episode reward: 45.853, mean reward:  0.172 [-0.005,  0.299], mean action: 17.019 [0.000, 31.000],  loss: 54.956848, mae: 159.281921, mean_q: 170.359924
 47054/50000: episode: 227, duration: 1.092s, episode steps:  13, steps per second:  12, episode reward:  2.847, mean reward:  0.219 [ 0.116,  0.303], mean action: 9.692 [2.000, 27.000],  loss: 39.263359, mae: 157.959229, mean_q: 168.988022
 47321/50000: episode: 228, duration: 20.866s, episode steps: 267, steps per second:  13, episode reward: 47.658, mean reward:  0.178 [-0.005,  0.297], mean action: 16.663 [0.000, 31.000],  loss: 41.526848, mae: 159.763290, mean_q: 170.878372
 47588/50000: episode: 229, duration: 20.797s, episode steps: 267, steps per second:  13, episode reward: 148.483, mean reward:  0.556 [ 0.133,  0.649], mean action: 13.318 [0.000, 31.000],  loss: 53.934929, mae: 159.754517, mean_q: 170.802811
 47741/50000: episode: 230, duration: 11.942s, episode steps: 153, steps per second:  13, episode reward: 38.757, mean reward:  0.253 [-0.005,  0.358], mean action: 16.824 [0.000, 31.000],  loss: 42.578098, mae: 159.779404, mean_q: 170.709946
 48008/50000: episode: 231, duration: 20.793s, episode steps: 267, steps per second:  13, episode reward: 87.319, mean reward:  0.327 [-0.005,  0.457], mean action: 16.090 [0.000, 31.000],  loss: 39.986477, mae: 160.354584, mean_q: 171.265686
 48275/50000: episode: 232, duration: 20.847s, episode steps: 267, steps per second:  13, episode reward: 60.738, mean reward:  0.227 [-0.005,  0.289], mean action: 16.052 [0.000, 31.000],  loss: 52.311695, mae: 160.332932, mean_q: 171.272476
 48544/50000: episode: 233, duration: 20.993s, episode steps: 269, steps per second:  13, episode reward: 75.192, mean reward:  0.280 [-0.005,  0.453], mean action: 15.584 [0.000, 31.000],  loss: 34.248222, mae: 160.993866, mean_q: 171.850494
 48811/50000: episode: 234, duration: 20.912s, episode steps: 267, steps per second:  13, episode reward: 105.057, mean reward:  0.393 [-0.005,  0.463], mean action: 16.060 [0.000, 31.000],  loss: 68.611237, mae: 160.109192, mean_q: 171.106659
