Training for 378151 steps ...
    267/378151: episode: 1, duration: 0.790s, episode steps: 267, steps per second: 338, episode reward: 41.651, mean reward:  0.156 [-0.005,  0.310], mean action: 14.315 [0.000, 31.000],  loss: --, mae: --, mean_q: --
  90268/378151: episode: 474, duration: 2.444s, episode steps: 196, steps per second:  80, episode reward: 78.602, mean reward:  0.401 [ 0.132,  0.477], mean action: 16.469 [0.000, 31.000],  loss: 86.307487, mae: 192.908188, mean_q: 209.405396
  90538/378151: episode: 475, duration: 3.435s, episode steps: 270, steps per second:  79, episode reward: 89.129, mean reward:  0.330 [ 0.086,  0.397], mean action: 16.796 [0.000, 31.000],  loss: 108.380585, mae: 192.721237, mean_q: 209.174744
  90758/378151: episode: 476, duration: 2.729s, episode steps: 220, steps per second:  81, episode reward: 116.382, mean reward:  0.529 [ 0.086,  0.692], mean action: 15.736 [0.000, 31.000],  loss: 100.935081, mae: 192.399536, mean_q: 208.850113
  91025/378151: episode: 477, duration: 3.306s, episode steps: 267, steps per second:  81, episode reward: 56.799, mean reward:  0.213 [-0.005,  0.334], mean action: 13.498 [0.000, 31.000],  loss: 89.732140, mae: 192.083893, mean_q: 208.671494
  91263/378151: episode: 478, duration: 2.954s, episode steps: 238, steps per second:  81, episode reward: 68.932, mean reward:  0.290 [-0.005,  0.408], mean action: 14.261 [0.000, 31.000],  loss: 60.445107, mae: 192.563187, mean_q: 208.956573
  91319/378151: episode: 479, duration: 0.749s, episode steps:  56, steps per second:  75, episode reward: 17.040, mean reward:  0.304 [ 0.078,  0.384], mean action: 13.679 [0.000, 31.000],  loss: 101.227455, mae: 192.584229, mean_q: 209.054886
  91586/378151: episode: 480, duration: 3.259s, episode steps: 267, steps per second:  82, episode reward: 78.194, mean reward:  0.293 [-0.005,  0.404], mean action: 14.779 [0.000, 31.000],  loss: 83.975594, mae: 192.677719, mean_q: 209.016800
  91780/378151: episode: 481, duration: 2.430s, episode steps: 194, steps per second:  80, episode reward: 46.674, mean reward:  0.241 [-0.005,  0.435], mean action: 14.856 [0.000, 31.000],  loss: 113.616623, mae: 192.428558, mean_q: 209.076050
  92002/378151: episode: 482, duration: 2.752s, episode steps: 222, steps per second:  81, episode reward: 116.829, mean reward:  0.526 [ 0.132,  0.706], mean action: 15.437 [0.000, 31.000],  loss: 77.558731, mae: 192.569748, mean_q: 209.072601
  92159/378151: episode: 483, duration: 2.014s, episode steps: 157, steps per second:  78, episode reward: 34.217, mean reward:  0.218 [-0.005,  0.454], mean action: 15.414 [1.000, 31.000],  loss: 76.873985, mae: 192.791519, mean_q: 209.112335
  92426/378151: episode: 484, duration: 3.268s, episode steps: 267, steps per second:  82, episode reward: 96.331, mean reward:  0.361 [-0.005,  0.492], mean action: 15.933 [0.000, 31.000],  loss: 84.293213, mae: 192.530487, mean_q: 209.177994
  92527/378151: episode: 485, duration: 1.285s, episode steps: 101, steps per second:  79, episode reward: 36.290, mean reward:  0.359 [ 0.086,  0.507], mean action: 13.673 [0.000, 31.000],  loss: 97.103989, mae: 193.043762, mean_q: 209.741745
  92794/378151: episode: 486, duration: 3.278s, episode steps: 267, steps per second:  81, episode reward: 99.573, mean reward:  0.373 [ 0.136,  0.407], mean action: 9.858 [0.000, 31.000],  loss: 65.086090, mae: 192.956848, mean_q: 209.589859
  93061/378151: episode: 487, duration: 3.389s, episode steps: 267, steps per second:  79, episode reward: 88.812, mean reward:  0.333 [ 0.016,  0.366], mean action: 18.772 [0.000, 31.000],  loss: 86.833008, mae: 193.210297, mean_q: 210.012878
  93328/378151: episode: 488, duration: 3.286s, episode steps: 267, steps per second:  81, episode reward: 72.164, mean reward:  0.270 [-0.005,  0.362], mean action: 12.378 [0.000, 31.000],  loss: 101.713776, mae: 192.879654, mean_q: 209.760010
  93553/378151: episode: 489, duration: 2.807s, episode steps: 225, steps per second:  80, episode reward: 125.489, mean reward:  0.558 [ 0.086,  0.674], mean action: 15.431 [0.000, 31.000],  loss: 111.082085, mae: 192.245834, mean_q: 209.140106
  93646/378151: episode: 490, duration: 1.179s, episode steps:  93, steps per second:  79, episode reward: 35.365, mean reward:  0.380 [ 0.086,  0.471], mean action: 15.849 [0.000, 31.000],  loss: 99.809059, mae: 191.863907, mean_q: 209.074036
  93890/378151: episode: 491, duration: 3.023s, episode steps: 244, steps per second:  81, episode reward: 89.953, mean reward:  0.369 [-0.005,  0.577], mean action: 15.402 [0.000, 31.000],  loss: 66.310715, mae: 192.555130, mean_q: 209.114944
  93984/378151: episode: 492, duration: 1.190s, episode steps:  94, steps per second:  79, episode reward: 40.341, mean reward:  0.429 [ 0.136,  0.485], mean action: 16.691 [0.000, 31.000],  loss: 86.241852, mae: 192.672394, mean_q: 209.290344
  94044/378151: episode: 493, duration: 0.799s, episode steps:  60, steps per second:  75, episode reward: 26.192, mean reward:  0.437 [ 0.107,  0.557], mean action: 13.767 [0.000, 31.000],  loss: 133.878143, mae: 192.220673, mean_q: 208.709824
  94279/378151: episode: 494, duration: 2.938s, episode steps: 235, steps per second:  80, episode reward: 92.345, mean reward:  0.393 [-0.005,  0.538], mean action: 16.251 [0.000, 31.000],  loss: 92.398346, mae: 192.268753, mean_q: 208.928162
  94546/378151: episode: 495, duration: 3.289s, episode steps: 267, steps per second:  81, episode reward: 125.569, mean reward:  0.470 [ 0.086,  0.498], mean action: 12.041 [0.000, 31.000],  loss: 75.031876, mae: 191.986435, mean_q: 208.577576
  94699/378151: episode: 496, duration: 1.962s, episode steps: 153, steps per second:  78, episode reward: 39.388, mean reward:  0.257 [-0.005,  0.359], mean action: 15.065 [0.000, 31.000],  loss: 128.096939, mae: 191.185745, mean_q: 207.703293
  94969/378151: episode: 497, duration: 3.364s, episode steps: 270, steps per second:  80, episode reward: 123.957, mean reward:  0.459 [ 0.132,  0.519], mean action: 16.326 [0.000, 31.000],  loss: 107.850479, mae: 191.543594, mean_q: 208.161743
  95007/378151: episode: 498, duration: 0.545s, episode steps:  38, steps per second:  70, episode reward: 13.294, mean reward:  0.350 [ 0.136,  0.415], mean action: 16.053 [0.000, 31.000],  loss: 137.401321, mae: 190.467545, mean_q: 207.702026
  95177/378151: episode: 499, duration: 2.083s, episode steps: 170, steps per second:  82, episode reward: 61.207, mean reward:  0.360 [ 0.115,  0.443], mean action: 11.871 [0.000, 31.000],  loss: 79.541679, mae: 191.950684, mean_q: 208.749908
  95382/378151: episode: 500, duration: 2.595s, episode steps: 205, steps per second:  79, episode reward: 91.161, mean reward:  0.445 [-0.005,  0.634], mean action: 17.176 [0.000, 31.000],  loss: 100.656761, mae: 191.578979, mean_q: 208.346039
  95651/378151: episode: 501, duration: 3.422s, episode steps: 269, steps per second:  79, episode reward: 111.232, mean reward:  0.414 [ 0.086,  0.471], mean action: 23.104 [0.000, 31.000],  loss: 94.728027, mae: 191.542816, mean_q: 208.310181
  95781/378151: episode: 502, duration: 1.617s, episode steps: 130, steps per second:  80, episode reward: 52.665, mean reward:  0.405 [ 0.086,  0.515], mean action: 17.138 [0.000, 31.000],  loss: 90.742180, mae: 191.834763, mean_q: 208.609711
  95932/378151: episode: 503, duration: 1.877s, episode steps: 151, steps per second:  80, episode reward: 52.144, mean reward:  0.345 [ 0.115,  0.422], mean action: 14.629 [0.000, 31.000],  loss: 117.860435, mae: 191.090988, mean_q: 208.132294
  96199/378151: episode: 504, duration: 3.405s, episode steps: 267, steps per second:  78, episode reward: 72.866, mean reward:  0.273 [-0.005,  0.410], mean action: 14.457 [0.000, 31.000],  loss: 87.174492, mae: 191.831573, mean_q: 208.602982
  96376/378151: episode: 505, duration: 2.171s, episode steps: 177, steps per second:  82, episode reward: 60.360, mean reward:  0.341 [ 0.086,  0.522], mean action: 15.548 [0.000, 31.000],  loss: 98.085648, mae: 191.569824, mean_q: 208.299133
  96643/378151: episode: 506, duration: 3.430s, episode steps: 267, steps per second:  78, episode reward: 77.047, mean reward:  0.289 [-0.005,  0.430], mean action: 13.772 [0.000, 31.000],  loss: 85.308945, mae: 192.046478, mean_q: 208.883698
  96781/378151: episode: 507, duration: 1.718s, episode steps: 138, steps per second:  80, episode reward: 44.125, mean reward:  0.320 [ 0.115,  0.468], mean action: 15.638 [0.000, 31.000],  loss: 138.303040, mae: 191.327835, mean_q: 208.238785
  97048/378151: episode: 508, duration: 3.318s, episode steps: 267, steps per second:  80, episode reward: 88.447, mean reward:  0.331 [ 0.086,  0.382], mean action: 14.805 [0.000, 31.000],  loss: 83.260857, mae: 192.370468, mean_q: 208.740280
  97315/378151: episode: 509, duration: 3.398s, episode steps: 267, steps per second:  79, episode reward: 83.540, mean reward:  0.313 [-0.005,  0.436], mean action: 11.562 [0.000, 31.000],  loss: 90.811531, mae: 192.453644, mean_q: 208.860809
  97570/378151: episode: 510, duration: 3.163s, episode steps: 255, steps per second:  81, episode reward: 81.800, mean reward:  0.321 [-0.005,  0.542], mean action: 14.271 [0.000, 31.000],  loss: 83.468727, mae: 192.111084, mean_q: 208.649551
  97732/378151: episode: 511, duration: 2.111s, episode steps: 162, steps per second:  77, episode reward: 73.498, mean reward:  0.454 [ 0.086,  0.593], mean action: 15.204 [0.000, 31.000],  loss: 84.613464, mae: 192.473267, mean_q: 209.006744
  97898/378151: episode: 512, duration: 2.058s, episode steps: 166, steps per second:  81, episode reward: 75.826, mean reward:  0.457 [ 0.124,  0.640], mean action: 14.337 [0.000, 31.000],  loss: 119.991760, mae: 191.356461, mean_q: 208.091049
  98085/378151: episode: 513, duration: 2.391s, episode steps: 187, steps per second:  78, episode reward: 87.806, mean reward:  0.470 [ 0.115,  0.656], mean action: 15.594 [0.000, 31.000],  loss: 72.153786, mae: 191.753510, mean_q: 208.502441
  98136/378151: episode: 514, duration: 0.617s, episode steps:  51, steps per second:  83, episode reward: 17.104, mean reward:  0.335 [ 0.132,  0.413], mean action: 16.118 [1.000, 30.000],  loss: 64.286354, mae: 191.572250, mean_q: 208.511581
  98308/378151: episode: 515, duration: 2.209s, episode steps: 172, steps per second:  78, episode reward: 54.125, mean reward:  0.315 [-0.005,  0.540], mean action: 14.878 [0.000, 31.000],  loss: 90.547371, mae: 192.286926, mean_q: 208.892761
  98397/378151: episode: 516, duration: 1.151s, episode steps:  89, steps per second:  77, episode reward: 38.224, mean reward:  0.429 [ 0.136,  0.561], mean action: 18.809 [0.000, 31.000],  loss: 69.513000, mae: 192.226913, mean_q: 208.962830
  98664/378151: episode: 517, duration: 3.318s, episode steps: 267, steps per second:  80, episode reward: 135.856, mean reward:  0.509 [ 0.136,  0.645], mean action: 16.071 [0.000, 31.000],  loss: 129.051727, mae: 191.334549, mean_q: 208.390350
  98934/378151: episode: 518, duration: 3.454s, episode steps: 270, steps per second:  78, episode reward: 124.409, mean reward:  0.461 [-0.005,  0.634], mean action: 15.170 [0.000, 31.000],  loss: 93.168312, mae: 191.674744, mean_q: 208.436813
  99106/378151: episode: 519, duration: 2.121s, episode steps: 172, steps per second:  81, episode reward: 58.098, mean reward:  0.338 [-0.005,  0.489], mean action: 15.221 [0.000, 31.000],  loss: 68.409012, mae: 191.847336, mean_q: 208.352203
  99170/378151: episode: 520, duration: 0.855s, episode steps:  64, steps per second:  75, episode reward: 24.409, mean reward:  0.381 [-0.005,  0.480], mean action: 17.188 [0.000, 31.000],  loss: 67.187607, mae: 192.534882, mean_q: 209.348724
  99250/378151: episode: 521, duration: 1.044s, episode steps:  80, steps per second:  77, episode reward: 30.670, mean reward:  0.383 [ 0.086,  0.496], mean action: 15.762 [0.000, 31.000],  loss: 86.247414, mae: 192.410583, mean_q: 208.890839
  99290/378151: episode: 522, duration: 0.478s, episode steps:  40, steps per second:  84, episode reward:  7.218, mean reward:  0.180 [-0.005,  0.275], mean action: 15.475 [0.000, 31.000],  loss: 61.957024, mae: 192.337311, mean_q: 208.949554
  99353/378151: episode: 523, duration: 0.835s, episode steps:  63, steps per second:  75, episode reward: 23.550, mean reward:  0.374 [ 0.115,  0.511], mean action: 15.810 [1.000, 31.000],  loss: 55.863949, mae: 193.480194, mean_q: 210.380081
  99548/378151: episode: 524, duration: 2.386s, episode steps: 195, steps per second:  82, episode reward: 111.696, mean reward:  0.573 [ 0.115,  0.766], mean action: 13.333 [0.000, 31.000],  loss: 109.697617, mae: 192.457214, mean_q: 209.334579
  99815/378151: episode: 525, duration: 3.403s, episode steps: 267, steps per second:  78, episode reward: 103.302, mean reward:  0.387 [-0.005,  0.415], mean action: 16.966 [0.000, 31.000],  loss: 103.133621, mae: 192.209335, mean_q: 209.063309
 100084/378151: episode: 526, duration: 3.359s, episode steps: 269, steps per second:  80, episode reward: 77.468, mean reward:  0.288 [-0.005,  0.474], mean action: 14.952 [0.000, 31.000],  loss: 79.614578, mae: 192.077744, mean_q: 208.748627
 100351/378151: episode: 527, duration: 3.412s, episode steps: 267, steps per second:  78, episode reward: 81.134, mean reward:  0.304 [-0.005,  0.414], mean action: 16.670 [0.000, 31.000],  loss: 126.863617, mae: 191.591553, mean_q: 208.270416
 100618/378151: episode: 528, duration: 3.327s, episode steps: 267, steps per second:  80, episode reward: 85.704, mean reward:  0.321 [ 0.080,  0.375], mean action: 7.629 [0.000, 31.000],  loss: 106.506287, mae: 191.267853, mean_q: 208.004486
 100667/378151: episode: 529, duration: 0.679s, episode steps:  49, steps per second:  72, episode reward: 16.725, mean reward:  0.341 [ 0.086,  0.469], mean action: 14.633 [0.000, 30.000],  loss: 54.183025, mae: 191.239014, mean_q: 208.554428
 100816/378151: episode: 530, duration: 1.856s, episode steps: 149, steps per second:  80, episode reward: 80.301, mean reward:  0.539 [ 0.132,  0.640], mean action: 15.711 [0.000, 31.000],  loss: 115.438873, mae: 190.911041, mean_q: 207.711166
 100857/378151: episode: 531, duration: 0.589s, episode steps:  41, steps per second:  70, episode reward: 11.810, mean reward:  0.288 [ 0.132,  0.418], mean action: 14.195 [0.000, 30.000],  loss: 122.611282, mae: 190.698547, mean_q: 207.265930
 100936/378151: episode: 532, duration: 0.931s, episode steps:  79, steps per second:  85, episode reward: 28.019, mean reward:  0.355 [ 0.132,  0.472], mean action: 16.316 [1.000, 31.000],  loss: 99.684929, mae: 190.900803, mean_q: 207.648087
 101111/378151: episode: 533, duration: 2.235s, episode steps: 175, steps per second:  78, episode reward: 63.551, mean reward:  0.363 [ 0.086,  0.436], mean action: 16.760 [0.000, 31.000],  loss: 96.365791, mae: 190.260406, mean_q: 207.258392
 101381/378151: episode: 534, duration: 3.355s, episode steps: 270, steps per second:  80, episode reward: 109.514, mean reward:  0.406 [-0.005,  0.533], mean action: 14.885 [0.000, 31.000],  loss: 73.160919, mae: 190.617050, mean_q: 207.262787
 101517/378151: episode: 535, duration: 1.796s, episode steps: 136, steps per second:  76, episode reward: 52.045, mean reward:  0.383 [ 0.086,  0.488], mean action: 15.765 [0.000, 31.000],  loss: 76.507751, mae: 190.355820, mean_q: 207.178833
 101602/378151: episode: 536, duration: 1.012s, episode steps:  85, steps per second:  84, episode reward: 35.526, mean reward:  0.418 [ 0.136,  0.486], mean action: 17.129 [2.000, 31.000],  loss: 102.805771, mae: 190.315353, mean_q: 206.924728
 101678/378151: episode: 537, duration: 1.000s, episode steps:  76, steps per second:  76, episode reward: 27.781, mean reward:  0.366 [ 0.086,  0.492], mean action: 16.224 [1.000, 31.000],  loss: 126.242485, mae: 190.279327, mean_q: 206.867050
 101798/378151: episode: 538, duration: 1.506s, episode steps: 120, steps per second:  80, episode reward: 33.275, mean reward:  0.277 [-0.005,  0.491], mean action: 18.600 [1.000, 31.000],  loss: 109.777443, mae: 189.915848, mean_q: 206.611618
 101991/378151: episode: 539, duration: 2.467s, episode steps: 193, steps per second:  78, episode reward: 74.092, mean reward:  0.384 [ 0.086,  0.490], mean action: 13.181 [0.000, 31.000],  loss: 101.900833, mae: 189.662033, mean_q: 206.481018
 102258/378151: episode: 540, duration: 3.307s, episode steps: 267, steps per second:  81, episode reward: 86.583, mean reward:  0.324 [ 0.132,  0.377], mean action: 17.375 [0.000, 31.000],  loss: 98.025604, mae: 189.443069, mean_q: 206.079346
 102527/378151: episode: 541, duration: 3.426s, episode steps: 269, steps per second:  79, episode reward: 102.834, mean reward:  0.382 [-0.005,  0.493], mean action: 15.416 [0.000, 31.000],  loss: 92.086304, mae: 189.511169, mean_q: 206.432846
 102573/378151: episode: 542, duration: 0.546s, episode steps:  46, steps per second:  84, episode reward: 14.560, mean reward:  0.317 [ 0.132,  0.369], mean action: 11.935 [0.000, 31.000],  loss: 119.455032, mae: 188.744400, mean_q: 205.916397
 102641/378151: episode: 543, duration: 0.899s, episode steps:  68, steps per second:  76, episode reward: 17.727, mean reward:  0.261 [-0.005,  0.348], mean action: 17.176 [0.000, 30.000],  loss: 109.638954, mae: 188.952362, mean_q: 205.964722
 102908/378151: episode: 544, duration: 3.334s, episode steps: 267, steps per second:  80, episode reward: 104.669, mean reward:  0.392 [ 0.016,  0.415], mean action: 20.880 [1.000, 31.000],  loss: 106.622513, mae: 188.875183, mean_q: 205.808228
 103148/378151: episode: 545, duration: 3.071s, episode steps: 240, steps per second:  78, episode reward: 135.831, mean reward:  0.566 [ 0.136,  0.614], mean action: 13.117 [0.000, 31.000],  loss: 98.273308, mae: 188.991272, mean_q: 206.031479
 103336/378151: episode: 546, duration: 2.324s, episode steps: 188, steps per second:  81, episode reward: 100.871, mean reward:  0.537 [ 0.136,  0.674], mean action: 17.128 [0.000, 31.000],  loss: 61.116875, mae: 189.465759, mean_q: 206.266617
 103603/378151: episode: 547, duration: 3.430s, episode steps: 267, steps per second:  78, episode reward: 95.140, mean reward:  0.356 [ 0.136,  0.407], mean action: 16.378 [0.000, 31.000],  loss: 65.583145, mae: 190.120010, mean_q: 206.590561
 103873/378151: episode: 548, duration: 3.353s, episode steps: 270, steps per second:  81, episode reward: 123.894, mean reward:  0.459 [ 0.086,  0.561], mean action: 15.326 [0.000, 31.000],  loss: 86.694687, mae: 189.773605, mean_q: 206.464966
 104140/378151: episode: 549, duration: 3.425s, episode steps: 267, steps per second:  78, episode reward: 66.444, mean reward:  0.249 [-0.005,  0.306], mean action: 15.581 [0.000, 30.000],  loss: 101.771156, mae: 189.331146, mean_q: 206.082214
 104409/378151: episode: 550, duration: 3.372s, episode steps: 269, steps per second:  80, episode reward: 125.162, mean reward:  0.465 [-0.005,  0.677], mean action: 15.810 [0.000, 31.000],  loss: 116.819801, mae: 187.914124, mean_q: 204.713135
 104563/378151: episode: 551, duration: 1.928s, episode steps: 154, steps per second:  80, episode reward: 58.479, mean reward:  0.380 [-0.005,  0.487], mean action: 17.052 [0.000, 31.000],  loss: 108.335129, mae: 187.968140, mean_q: 205.364075
 104692/378151: episode: 552, duration: 1.702s, episode steps: 129, steps per second:  76, episode reward: 29.654, mean reward:  0.230 [-0.005,  0.373], mean action: 16.171 [0.000, 31.000],  loss: 58.331364, mae: 188.791763, mean_q: 205.398575
 104733/378151: episode: 553, duration: 0.495s, episode steps:  41, steps per second:  83, episode reward: 12.031, mean reward:  0.293 [-0.005,  0.383], mean action: 17.024 [1.000, 31.000],  loss: 62.224640, mae: 189.433136, mean_q: 205.999878
 105000/378151: episode: 554, duration: 3.413s, episode steps: 267, steps per second:  78, episode reward: 135.566, mean reward:  0.508 [ 0.136,  0.569], mean action: 7.322 [0.000, 31.000],  loss: 88.470657, mae: 188.403992, mean_q: 205.198456
 105268/378151: episode: 555, duration: 3.323s, episode steps: 268, steps per second:  81, episode reward: 109.240, mean reward:  0.408 [ 0.086,  0.527], mean action: 12.649 [0.000, 31.000],  loss: 85.532646, mae: 188.102509, mean_q: 204.876816
 105537/378151: episode: 556, duration: 3.350s, episode steps: 269, steps per second:  80, episode reward: 84.299, mean reward:  0.313 [-0.005,  0.494], mean action: 13.026 [0.000, 31.000],  loss: 89.055672, mae: 187.733215, mean_q: 204.547516
 105804/378151: episode: 557, duration: 3.410s, episode steps: 267, steps per second:  78, episode reward: 90.509, mean reward:  0.339 [-0.005,  0.366], mean action: 4.816 [0.000, 30.000],  loss: 85.315468, mae: 187.344177, mean_q: 204.209351
 105931/378151: episode: 558, duration: 1.608s, episode steps: 127, steps per second:  79, episode reward: 56.810, mean reward:  0.447 [ 0.136,  0.592], mean action: 16.165 [0.000, 31.000],  loss: 75.686409, mae: 187.387665, mean_q: 204.354065
 106087/378151: episode: 559, duration: 2.027s, episode steps: 156, steps per second:  77, episode reward: 65.479, mean reward:  0.420 [ 0.086,  0.593], mean action: 14.859 [0.000, 31.000],  loss: 81.131721, mae: 187.396240, mean_q: 204.403183
 106354/378151: episode: 560, duration: 3.320s, episode steps: 267, steps per second:  80, episode reward: 109.717, mean reward:  0.411 [-0.005,  0.554], mean action: 11.468 [0.000, 31.000],  loss: 88.443954, mae: 186.949905, mean_q: 203.973434
 106476/378151: episode: 561, duration: 1.538s, episode steps: 122, steps per second:  79, episode reward: 42.757, mean reward:  0.350 [ 0.016,  0.529], mean action: 16.410 [0.000, 31.000],  loss: 76.579987, mae: 187.238861, mean_q: 204.057724
 106745/378151: episode: 562, duration: 3.349s, episode steps: 269, steps per second:  80, episode reward: 133.005, mean reward:  0.494 [ 0.086,  0.602], mean action: 14.628 [0.000, 31.000],  loss: 98.447739, mae: 186.670822, mean_q: 203.511108
 107012/378151: episode: 563, duration: 3.441s, episode steps: 267, steps per second:  78, episode reward: 81.998, mean reward:  0.307 [-0.005,  0.415], mean action: 14.487 [0.000, 31.000],  loss: 90.915497, mae: 186.219681, mean_q: 203.027908
 107281/378151: episode: 564, duration: 3.355s, episode steps: 269, steps per second:  80, episode reward: 99.432, mean reward:  0.370 [-0.005,  0.562], mean action: 18.160 [0.000, 31.000],  loss: 76.103455, mae: 186.086395, mean_q: 203.015823
 107425/378151: episode: 565, duration: 1.882s, episode steps: 144, steps per second:  77, episode reward: 67.950, mean reward:  0.472 [ 0.016,  0.645], mean action: 16.854 [0.000, 31.000],  loss: 67.789497, mae: 186.239532, mean_q: 202.967667
 107531/378151: episode: 566, duration: 1.354s, episode steps: 106, steps per second:  78, episode reward: 46.354, mean reward:  0.437 [ 0.132,  0.541], mean action: 15.755 [0.000, 31.000],  loss: 91.672997, mae: 186.310226, mean_q: 203.208084
 107601/378151: episode: 567, duration: 0.844s, episode steps:  70, steps per second:  83, episode reward: 26.329, mean reward:  0.376 [ 0.132,  0.550], mean action: 17.657 [0.000, 31.000],  loss: 73.573128, mae: 186.585083, mean_q: 203.573303
 107871/378151: episode: 568, duration: 3.452s, episode steps: 270, steps per second:  78, episode reward: 115.273, mean reward:  0.427 [ 0.086,  0.486], mean action: 9.911 [0.000, 31.000],  loss: 99.547600, mae: 185.884048, mean_q: 202.876709
 107904/378151: episode: 569, duration: 0.398s, episode steps:  33, steps per second:  83, episode reward: 10.284, mean reward:  0.312 [ 0.132,  0.357], mean action: 16.091 [1.000, 26.000],  loss: 69.037186, mae: 185.934494, mean_q: 203.238174
 107940/378151: episode: 570, duration: 0.438s, episode steps:  36, steps per second:  82, episode reward: 10.009, mean reward:  0.278 [ 0.115,  0.314], mean action: 12.806 [0.000, 31.000],  loss: 27.385721, mae: 185.881241, mean_q: 203.049210
 108100/378151: episode: 571, duration: 2.080s, episode steps: 160, steps per second:  77, episode reward: 51.589, mean reward:  0.322 [ 0.115,  0.477], mean action: 15.494 [0.000, 31.000],  loss: 90.728477, mae: 185.956924, mean_q: 202.956909
 108367/378151: episode: 572, duration: 3.356s, episode steps: 267, steps per second:  80, episode reward: 108.883, mean reward:  0.408 [-0.005,  0.557], mean action: 14.476 [0.000, 31.000],  loss: 104.618332, mae: 185.726257, mean_q: 202.855484
 108636/378151: episode: 573, duration: 3.450s, episode steps: 269, steps per second:  78, episode reward: 102.456, mean reward:  0.381 [ 0.086,  0.443], mean action: 9.636 [0.000, 31.000],  loss: 81.623283, mae: 185.093979, mean_q: 202.106323
 108729/378151: episode: 574, duration: 1.194s, episode steps:  93, steps per second:  78, episode reward: 30.822, mean reward:  0.331 [-0.005,  0.517], mean action: 14.570 [0.000, 31.000],  loss: 95.555534, mae: 184.535339, mean_q: 201.771530
 108998/378151: episode: 575, duration: 3.344s, episode steps: 269, steps per second:  80, episode reward: 94.024, mean reward:  0.350 [ 0.086,  0.415], mean action: 16.082 [0.000, 31.000],  loss: 113.147217, mae: 184.150345, mean_q: 201.284790
 109170/378151: episode: 576, duration: 2.226s, episode steps: 172, steps per second:  77, episode reward: 57.279, mean reward:  0.333 [ 0.086,  0.489], mean action: 15.860 [0.000, 31.000],  loss: 63.150608, mae: 184.530518, mean_q: 201.096619
 109440/378151: episode: 577, duration: 3.381s, episode steps: 270, steps per second:  80, episode reward: 84.920, mean reward:  0.315 [ 0.115,  0.411], mean action: 17.689 [0.000, 31.000],  loss: 81.031685, mae: 184.028076, mean_q: 201.062698
 109707/378151: episode: 578, duration: 3.426s, episode steps: 267, steps per second:  78, episode reward: 91.052, mean reward:  0.341 [-0.005,  0.443], mean action: 15.116 [0.000, 31.000],  loss: 79.086578, mae: 184.039062, mean_q: 200.892532
 109877/378151: episode: 579, duration: 2.095s, episode steps: 170, steps per second:  81, episode reward: 51.959, mean reward:  0.306 [ 0.016,  0.436], mean action: 14.288 [0.000, 31.000],  loss: 87.026306, mae: 183.805222, mean_q: 201.059860
 110146/378151: episode: 580, duration: 3.445s, episode steps: 269, steps per second:  78, episode reward: 81.548, mean reward:  0.303 [-0.005,  0.449], mean action: 15.301 [0.000, 31.000],  loss: 84.704109, mae: 183.696579, mean_q: 200.685257
 110273/378151: episode: 581, duration: 1.601s, episode steps: 127, steps per second:  79, episode reward: 49.637, mean reward:  0.391 [ 0.132,  0.479], mean action: 17.614 [0.000, 31.000],  loss: 82.754623, mae: 183.742966, mean_q: 200.617157
 110540/378151: episode: 582, duration: 3.345s, episode steps: 267, steps per second:  80, episode reward: 46.638, mean reward:  0.175 [-0.005,  0.328], mean action: 14.749 [0.000, 31.000],  loss: 88.351723, mae: 183.022308, mean_q: 200.364151
 110809/378151: episode: 583, duration: 3.454s, episode steps: 269, steps per second:  78, episode reward: 51.135, mean reward:  0.190 [-0.005,  0.415], mean action: 13.569 [0.000, 31.000],  loss: 103.104897, mae: 183.570404, mean_q: 200.508942
 111017/378151: episode: 584, duration: 2.633s, episode steps: 208, steps per second:  79, episode reward: 79.390, mean reward:  0.382 [-0.005,  0.524], mean action: 15.635 [0.000, 31.000],  loss: 102.236137, mae: 182.811859, mean_q: 199.748947
 111287/378151: episode: 585, duration: 3.361s, episode steps: 270, steps per second:  80, episode reward: 87.820, mean reward:  0.325 [ 0.086,  0.379], mean action: 13.985 [0.000, 31.000],  loss: 91.740784, mae: 183.108871, mean_q: 199.973541
 111554/378151: episode: 586, duration: 3.427s, episode steps: 267, steps per second:  78, episode reward: 77.660, mean reward:  0.291 [-0.005,  0.460], mean action: 13.528 [0.000, 31.000],  loss: 107.200859, mae: 181.768005, mean_q: 198.922134
 111756/378151: episode: 587, duration: 2.557s, episode steps: 202, steps per second:  79, episode reward: 93.308, mean reward:  0.462 [ 0.115,  0.541], mean action: 15.193 [0.000, 31.000],  loss: 83.662376, mae: 181.634094, mean_q: 198.530228
 111943/378151: episode: 588, duration: 2.304s, episode steps: 187, steps per second:  81, episode reward: 59.560, mean reward:  0.319 [ 0.016,  0.407], mean action: 14.770 [0.000, 31.000],  loss: 106.148918, mae: 181.609375, mean_q: 198.792694
 111998/378151: episode: 589, duration: 0.756s, episode steps:  55, steps per second:  73, episode reward: 15.873, mean reward:  0.289 [ 0.038,  0.445], mean action: 14.582 [0.000, 31.000],  loss: 56.705841, mae: 182.054657, mean_q: 198.949127
 112265/378151: episode: 590, duration: 3.332s, episode steps: 267, steps per second:  80, episode reward: 107.833, mean reward:  0.404 [ 0.132,  0.495], mean action: 12.918 [0.000, 31.000],  loss: 79.903679, mae: 181.602142, mean_q: 198.517868
