Training for 378151 steps ...
    267/378151: episode: 1, duration: 0.997s, episode steps: 267, steps per second: 268, episode reward: 59.582, mean reward:  0.223 [-0.005,  0.357], mean action: 15.472 [0.000, 31.000],  loss: --, mae: --, mean_q: --
  82111/378151: episode: 490, duration: 2.383s, episode steps: 176, steps per second:  74, episode reward: 70.338, mean reward:  0.400 [-0.005,  0.656], mean action: 17.358 [0.000, 31.000],  loss: 153.867386, mae: 213.970657, mean_q: 232.284409
  82381/378151: episode: 491, duration: 3.637s, episode steps: 270, steps per second:  74, episode reward: 109.662, mean reward:  0.406 [ 0.101,  0.521], mean action: 15.837 [0.000, 31.000],  loss: 141.739029, mae: 213.757751, mean_q: 231.858704
  82435/378151: episode: 492, duration: 0.671s, episode steps:  54, steps per second:  80, episode reward: 22.630, mean reward:  0.419 [ 0.136,  0.514], mean action: 17.389 [5.000, 30.000],  loss: 93.242569, mae: 214.292847, mean_q: 232.133331
  82498/378151: episode: 493, duration: 0.893s, episode steps:  63, steps per second:  71, episode reward: 16.907, mean reward:  0.268 [-0.005,  0.335], mean action: 18.524 [3.000, 31.000],  loss: 154.681259, mae: 213.935165, mean_q: 231.817383
  82707/378151: episode: 494, duration: 2.795s, episode steps: 209, steps per second:  75, episode reward: 87.123, mean reward:  0.417 [ 0.063,  0.550], mean action: 17.158 [0.000, 31.000],  loss: 133.418747, mae: 214.074158, mean_q: 231.983612
  82817/378151: episode: 495, duration: 1.470s, episode steps: 110, steps per second:  75, episode reward: 42.917, mean reward:  0.390 [ 0.115,  0.579], mean action: 16.536 [0.000, 30.000],  loss: 157.504333, mae: 213.473969, mean_q: 231.872116
  82972/378151: episode: 496, duration: 2.013s, episode steps: 155, steps per second:  77, episode reward: 55.724, mean reward:  0.360 [ 0.016,  0.450], mean action: 18.813 [0.000, 31.000],  loss: 112.948814, mae: 213.363754, mean_q: 231.855438
  83154/378151: episode: 497, duration: 2.432s, episode steps: 182, steps per second:  75, episode reward: 77.871, mean reward:  0.428 [-0.005,  0.607], mean action: 16.786 [0.000, 31.000],  loss: 121.067307, mae: 213.709991, mean_q: 232.013565
  83351/378151: episode: 498, duration: 2.514s, episode steps: 197, steps per second:  78, episode reward: 87.142, mean reward:  0.442 [ 0.132,  0.584], mean action: 15.401 [0.000, 31.000],  loss: 104.131462, mae: 214.699432, mean_q: 232.689499
  83618/378151: episode: 499, duration: 3.580s, episode steps: 267, steps per second:  75, episode reward: 122.224, mean reward:  0.458 [-0.005,  0.629], mean action: 17.356 [0.000, 31.000],  loss: 123.028969, mae: 214.510941, mean_q: 232.598633
  83740/378151: episode: 500, duration: 1.587s, episode steps: 122, steps per second:  77, episode reward: 38.240, mean reward:  0.313 [-0.005,  0.537], mean action: 16.533 [0.000, 30.000],  loss: 167.906403, mae: 213.395935, mean_q: 231.518509
  83792/378151: episode: 501, duration: 0.651s, episode steps:  52, steps per second:  80, episode reward: 12.169, mean reward:  0.234 [ 0.043,  0.374], mean action: 17.865 [0.000, 31.000],  loss: 97.158035, mae: 214.691742, mean_q: 232.636139
  83920/378151: episode: 502, duration: 1.784s, episode steps: 128, steps per second:  72, episode reward: 47.648, mean reward:  0.372 [ 0.086,  0.468], mean action: 14.227 [0.000, 31.000],  loss: 123.767815, mae: 213.902130, mean_q: 232.049423
  84072/378151: episode: 503, duration: 1.977s, episode steps: 152, steps per second:  77, episode reward: 49.605, mean reward:  0.326 [-0.007,  0.499], mean action: 16.112 [0.000, 31.000],  loss: 105.502579, mae: 214.217239, mean_q: 232.384399
  84196/378151: episode: 504, duration: 1.623s, episode steps: 124, steps per second:  76, episode reward: 50.129, mean reward:  0.404 [-0.005,  0.539], mean action: 18.363 [0.000, 31.000],  loss: 138.411636, mae: 213.741669, mean_q: 232.046722
  84463/378151: episode: 505, duration: 3.595s, episode steps: 267, steps per second:  74, episode reward: 83.746, mean reward:  0.314 [-0.005,  0.456], mean action: 22.232 [0.000, 31.000],  loss: 118.134644, mae: 213.913788, mean_q: 232.325851
  84501/378151: episode: 506, duration: 0.482s, episode steps:  38, steps per second:  79, episode reward:  9.519, mean reward:  0.251 [ 0.086,  0.325], mean action: 17.789 [1.000, 31.000],  loss: 101.241966, mae: 214.312164, mean_q: 232.707672
  84704/378151: episode: 507, duration: 2.716s, episode steps: 203, steps per second:  75, episode reward: 43.622, mean reward:  0.215 [-0.005,  0.426], mean action: 18.296 [0.000, 31.000],  loss: 142.629639, mae: 213.907898, mean_q: 232.194427
  84971/378151: episode: 508, duration: 3.510s, episode steps: 267, steps per second:  76, episode reward: 78.328, mean reward:  0.293 [-0.005,  0.434], mean action: 16.165 [0.000, 31.000],  loss: 129.152512, mae: 213.917191, mean_q: 232.367096
  85241/378151: episode: 509, duration: 3.635s, episode steps: 270, steps per second:  74, episode reward: 89.070, mean reward:  0.330 [ 0.079,  0.459], mean action: 12.348 [0.000, 31.000],  loss: 124.868431, mae: 214.276566, mean_q: 232.662048
  85508/378151: episode: 510, duration: 3.485s, episode steps: 267, steps per second:  77, episode reward: 97.299, mean reward:  0.364 [-0.005,  0.415], mean action: 18.000 [0.000, 31.000],  loss: 113.472168, mae: 214.282104, mean_q: 232.806061
  85708/378151: episode: 511, duration: 2.687s, episode steps: 200, steps per second:  74, episode reward: 79.968, mean reward:  0.400 [-0.005,  0.621], mean action: 15.970 [0.000, 31.000],  loss: 90.954613, mae: 214.612381, mean_q: 232.790344
  85823/378151: episode: 512, duration: 1.537s, episode steps: 115, steps per second:  75, episode reward: 40.821, mean reward:  0.355 [ 0.115,  0.471], mean action: 16.087 [0.000, 31.000],  loss: 123.063194, mae: 214.627792, mean_q: 233.346100
  85976/378151: episode: 513, duration: 2.012s, episode steps: 153, steps per second:  76, episode reward: 48.973, mean reward:  0.320 [ 0.136,  0.379], mean action: 11.804 [0.000, 31.000],  loss: 128.953156, mae: 214.215179, mean_q: 232.590530
  86195/378151: episode: 514, duration: 2.921s, episode steps: 219, steps per second:  75, episode reward: 124.985, mean reward:  0.571 [ 0.115,  0.809], mean action: 16.333 [0.000, 31.000],  loss: 136.047806, mae: 214.396896, mean_q: 232.657974
  86243/378151: episode: 515, duration: 0.702s, episode steps:  48, steps per second:  68, episode reward: 11.192, mean reward:  0.233 [-0.015,  0.325], mean action: 14.042 [0.000, 31.000],  loss: 216.365616, mae: 213.548828, mean_q: 232.099182
  86317/378151: episode: 516, duration: 1.037s, episode steps:  74, steps per second:  71, episode reward: 16.079, mean reward:  0.217 [-0.005,  0.409], mean action: 16.946 [4.000, 31.000],  loss: 155.177887, mae: 213.540771, mean_q: 231.921234
  86584/378151: episode: 517, duration: 3.501s, episode steps: 267, steps per second:  76, episode reward: 114.221, mean reward:  0.428 [ 0.086,  0.443], mean action: 18.101 [2.000, 31.000],  loss: 139.623398, mae: 213.652359, mean_q: 232.029526
  86854/378151: episode: 518, duration: 3.545s, episode steps: 270, steps per second:  76, episode reward: 119.225, mean reward:  0.442 [-0.005,  0.603], mean action: 18.878 [1.000, 31.000],  loss: 138.026581, mae: 213.451843, mean_q: 232.352493
  87121/378151: episode: 519, duration: 3.606s, episode steps: 267, steps per second:  74, episode reward: 117.186, mean reward:  0.439 [ 0.136,  0.450], mean action: 20.090 [2.000, 30.000],  loss: 139.179169, mae: 213.551895, mean_q: 231.978378
  87305/378151: episode: 520, duration: 2.478s, episode steps: 184, steps per second:  74, episode reward: 45.142, mean reward:  0.245 [-0.015,  0.390], mean action: 17.043 [0.000, 31.000],  loss: 162.677612, mae: 212.776215, mean_q: 231.264221
  87572/378151: episode: 521, duration: 3.507s, episode steps: 267, steps per second:  76, episode reward: 77.792, mean reward:  0.291 [-0.005,  0.391], mean action: 13.918 [0.000, 31.000],  loss: 106.839554, mae: 213.713074, mean_q: 231.839874
  87841/378151: episode: 522, duration: 3.638s, episode steps: 269, steps per second:  74, episode reward: 123.360, mean reward:  0.459 [ 0.086,  0.583], mean action: 17.349 [0.000, 31.000],  loss: 116.369919, mae: 213.800201, mean_q: 232.154739
  88108/378151: episode: 523, duration: 3.508s, episode steps: 267, steps per second:  76, episode reward: 108.470, mean reward:  0.406 [ 0.086,  0.516], mean action: 15.438 [0.000, 31.000],  loss: 116.921112, mae: 213.808609, mean_q: 232.204407
  88375/378151: episode: 524, duration: 3.539s, episode steps: 267, steps per second:  75, episode reward: 139.726, mean reward:  0.523 [-0.005,  0.617], mean action: 11.341 [0.000, 31.000],  loss: 121.835701, mae: 213.554993, mean_q: 232.010071
  88518/378151: episode: 525, duration: 1.969s, episode steps: 143, steps per second:  73, episode reward: 57.430, mean reward:  0.402 [-0.005,  0.470], mean action: 8.343 [1.000, 31.000],  loss: 135.615051, mae: 213.052521, mean_q: 231.738693
  88785/378151: episode: 526, duration: 3.503s, episode steps: 267, steps per second:  76, episode reward: 90.624, mean reward:  0.339 [ 0.115,  0.365], mean action: 4.745 [0.000, 31.000],  loss: 119.811127, mae: 213.447952, mean_q: 231.940079
  88841/378151: episode: 527, duration: 0.808s, episode steps:  56, steps per second:  69, episode reward: 19.351, mean reward:  0.346 [ 0.086,  0.436], mean action: 15.625 [2.000, 31.000],  loss: 117.833580, mae: 213.160141, mean_q: 231.813828
  89110/378151: episode: 528, duration: 3.506s, episode steps: 269, steps per second:  77, episode reward: 101.099, mean reward:  0.376 [ 0.115,  0.441], mean action: 15.777 [0.000, 31.000],  loss: 131.510681, mae: 213.616028, mean_q: 232.194153
  89377/378151: episode: 529, duration: 3.636s, episode steps: 267, steps per second:  73, episode reward: 63.051, mean reward:  0.236 [-0.005,  0.450], mean action: 12.487 [0.000, 31.000],  loss: 123.696457, mae: 214.421906, mean_q: 232.964767
  89587/378151: episode: 530, duration: 2.804s, episode steps: 210, steps per second:  75, episode reward: 72.103, mean reward:  0.343 [-0.005,  0.475], mean action: 12.471 [1.000, 31.000],  loss: 141.757477, mae: 213.449310, mean_q: 231.938171
  89793/378151: episode: 531, duration: 2.662s, episode steps: 206, steps per second:  77, episode reward: 61.618, mean reward:  0.299 [-0.005,  0.481], mean action: 15.908 [0.000, 31.000],  loss: 127.765404, mae: 213.779663, mean_q: 232.299484
  89917/378151: episode: 532, duration: 1.757s, episode steps: 124, steps per second:  71, episode reward: 52.851, mean reward:  0.426 [ 0.016,  0.604], mean action: 15.758 [0.000, 31.000],  loss: 129.408279, mae: 213.254364, mean_q: 231.826477
  90187/378151: episode: 533, duration: 3.563s, episode steps: 270, steps per second:  76, episode reward: 101.407, mean reward:  0.376 [-0.005,  0.434], mean action: 11.333 [0.000, 31.000],  loss: 117.931908, mae: 213.597061, mean_q: 232.196564
  90456/378151: episode: 534, duration: 3.647s, episode steps: 269, steps per second:  74, episode reward: 136.203, mean reward:  0.506 [-0.005,  0.652], mean action: 16.796 [0.000, 31.000],  loss: 121.360397, mae: 212.971344, mean_q: 231.470352
  90726/378151: episode: 535, duration: 3.565s, episode steps: 270, steps per second:  76, episode reward: 149.899, mean reward:  0.555 [-0.005,  0.671], mean action: 17.259 [0.000, 31.000],  loss: 124.957809, mae: 213.509628, mean_q: 232.360703
  90862/378151: episode: 536, duration: 1.798s, episode steps: 136, steps per second:  76, episode reward: 56.234, mean reward:  0.413 [ 0.086,  0.503], mean action: 15.279 [0.000, 31.000],  loss: 112.569939, mae: 214.244980, mean_q: 233.030258
  91132/378151: episode: 537, duration: 3.670s, episode steps: 270, steps per second:  74, episode reward: 152.595, mean reward:  0.565 [ 0.132,  0.731], mean action: 17.511 [0.000, 31.000],  loss: 119.592102, mae: 214.446823, mean_q: 232.885254
  91397/378151: episode: 538, duration: 3.509s, episode steps: 265, steps per second:  76, episode reward: 94.627, mean reward:  0.357 [ 0.086,  0.392], mean action: 16.921 [0.000, 31.000],  loss: 114.021835, mae: 214.910843, mean_q: 233.363388
  91664/378151: episode: 539, duration: 3.648s, episode steps: 267, steps per second:  73, episode reward: 63.095, mean reward:  0.236 [-0.005,  0.429], mean action: 15.438 [0.000, 31.000],  loss: 121.642548, mae: 214.805573, mean_q: 233.417023
  91772/378151: episode: 540, duration: 1.466s, episode steps: 108, steps per second:  74, episode reward: 38.407, mean reward:  0.356 [ 0.086,  0.415], mean action: 14.972 [0.000, 31.000],  loss: 113.093300, mae: 214.715714, mean_q: 233.268005
  92040/378151: episode: 541, duration: 3.534s, episode steps: 268, steps per second:  76, episode reward: 104.957, mean reward:  0.392 [ 0.086,  0.537], mean action: 15.937 [0.000, 31.000],  loss: 145.141586, mae: 213.998169, mean_q: 232.583221
  92098/378151: episode: 542, duration: 0.839s, episode steps:  58, steps per second:  69, episode reward: 25.873, mean reward:  0.446 [ 0.086,  0.600], mean action: 15.707 [0.000, 31.000],  loss: 111.515228, mae: 214.225876, mean_q: 232.752533
  92147/378151: episode: 543, duration: 0.618s, episode steps:  49, steps per second:  79, episode reward: 15.995, mean reward:  0.326 [-0.005,  0.422], mean action: 15.163 [0.000, 31.000],  loss: 146.081940, mae: 214.238235, mean_q: 232.932892
  92199/378151: episode: 544, duration: 0.757s, episode steps:  52, steps per second:  69, episode reward: 21.106, mean reward:  0.406 [ 0.115,  0.513], mean action: 18.865 [2.000, 31.000],  loss: 83.042885, mae: 214.430511, mean_q: 233.058945
  92370/378151: episode: 545, duration: 2.250s, episode steps: 171, steps per second:  76, episode reward: 68.931, mean reward:  0.403 [ 0.016,  0.610], mean action: 15.807 [0.000, 31.000],  loss: 135.040756, mae: 214.190903, mean_q: 232.902054
  92506/378151: episode: 546, duration: 1.912s, episode steps: 136, steps per second:  71, episode reward: 59.817, mean reward:  0.440 [ 0.132,  0.565], mean action: 17.103 [0.000, 31.000],  loss: 129.656601, mae: 213.980820, mean_q: 232.581009
  92763/378151: episode: 547, duration: 3.419s, episode steps: 257, steps per second:  75, episode reward: 108.646, mean reward:  0.423 [-0.005,  0.638], mean action: 14.268 [0.000, 31.000],  loss: 135.629272, mae: 214.163330, mean_q: 232.679733
  92865/378151: episode: 548, duration: 1.376s, episode steps: 102, steps per second:  74, episode reward: 39.660, mean reward:  0.389 [ 0.136,  0.478], mean action: 16.412 [0.000, 31.000],  loss: 139.005997, mae: 213.554932, mean_q: 232.102585
  93113/378151: episode: 549, duration: 3.319s, episode steps: 248, steps per second:  75, episode reward: 84.617, mean reward:  0.341 [-0.005,  0.547], mean action: 15.899 [0.000, 31.000],  loss: 142.031738, mae: 214.099014, mean_q: 232.840103
  93382/378151: episode: 550, duration: 3.676s, episode steps: 269, steps per second:  73, episode reward: 101.342, mean reward:  0.377 [-0.005,  0.392], mean action: 21.204 [0.000, 30.000],  loss: 107.118164, mae: 214.187958, mean_q: 232.769806
  93478/378151: episode: 551, duration: 1.321s, episode steps:  96, steps per second:  73, episode reward: 34.072, mean reward:  0.355 [ 0.062,  0.470], mean action: 17.083 [0.000, 31.000],  loss: 122.479523, mae: 214.138412, mean_q: 232.996262
  93689/378151: episode: 552, duration: 2.861s, episode steps: 211, steps per second:  74, episode reward: 89.329, mean reward:  0.423 [ 0.115,  0.539], mean action: 16.351 [0.000, 31.000],  loss: 131.800064, mae: 214.564835, mean_q: 233.303024
  93956/378151: episode: 553, duration: 3.545s, episode steps: 267, steps per second:  75, episode reward: 84.448, mean reward:  0.316 [ 0.086,  0.426], mean action: 16.955 [0.000, 31.000],  loss: 102.247444, mae: 215.692123, mean_q: 234.372955
  94226/378151: episode: 554, duration: 3.596s, episode steps: 270, steps per second:  75, episode reward: 99.888, mean reward:  0.370 [-0.005,  0.578], mean action: 14.748 [0.000, 30.000],  loss: 131.955902, mae: 215.668716, mean_q: 234.608475
  94493/378151: episode: 555, duration: 3.619s, episode steps: 267, steps per second:  74, episode reward: 86.631, mean reward:  0.324 [ 0.115,  0.355], mean action: 10.494 [3.000, 30.000],  loss: 136.856247, mae: 215.225510, mean_q: 233.926270
  94627/378151: episode: 556, duration: 1.783s, episode steps: 134, steps per second:  75, episode reward: 55.140, mean reward:  0.411 [ 0.044,  0.614], mean action: 17.784 [0.000, 31.000],  loss: 163.493530, mae: 214.680939, mean_q: 233.520996
  94894/378151: episode: 557, duration: 3.657s, episode steps: 267, steps per second:  73, episode reward: 85.818, mean reward:  0.321 [ 0.136,  0.350], mean action: 4.787 [0.000, 31.000],  loss: 128.142029, mae: 215.007050, mean_q: 233.845764
  95050/378151: episode: 558, duration: 2.069s, episode steps: 156, steps per second:  75, episode reward: 75.784, mean reward:  0.486 [ 0.136,  0.567], mean action: 15.827 [0.000, 31.000],  loss: 132.835190, mae: 214.907898, mean_q: 233.747940
  95114/378151: episode: 559, duration: 0.916s, episode steps:  64, steps per second:  70, episode reward: 20.049, mean reward:  0.313 [ 0.132,  0.377], mean action: 16.703 [0.000, 30.000],  loss: 110.826721, mae: 215.795670, mean_q: 234.299622
  95274/378151: episode: 560, duration: 2.127s, episode steps: 160, steps per second:  75, episode reward: 52.337, mean reward:  0.327 [-0.005,  0.512], mean action: 13.688 [0.000, 31.000],  loss: 157.784988, mae: 214.502289, mean_q: 233.291962
  95448/378151: episode: 561, duration: 2.402s, episode steps: 174, steps per second:  72, episode reward: 74.006, mean reward:  0.425 [ 0.016,  0.520], mean action: 15.408 [0.000, 31.000],  loss: 144.325882, mae: 214.417862, mean_q: 233.437210
  95715/378151: episode: 562, duration: 3.568s, episode steps: 267, steps per second:  75, episode reward: 71.728, mean reward:  0.269 [-0.005,  0.393], mean action: 15.723 [0.000, 31.000],  loss: 121.809128, mae: 215.259155, mean_q: 234.181686
  95825/378151: episode: 563, duration: 1.488s, episode steps: 110, steps per second:  74, episode reward: 37.226, mean reward:  0.338 [-0.005,  0.504], mean action: 16.709 [0.000, 31.000],  loss: 99.031380, mae: 215.557983, mean_q: 234.222839
  96023/378151: episode: 564, duration: 2.701s, episode steps: 198, steps per second:  73, episode reward: 50.321, mean reward:  0.254 [-0.005,  0.394], mean action: 17.576 [0.000, 31.000],  loss: 125.573471, mae: 214.858719, mean_q: 233.685455
  96190/378151: episode: 565, duration: 2.216s, episode steps: 167, steps per second:  75, episode reward: 41.628, mean reward:  0.249 [-0.005,  0.518], mean action: 18.240 [0.000, 31.000],  loss: 141.541367, mae: 215.319168, mean_q: 234.141602
  96459/378151: episode: 566, duration: 3.674s, episode steps: 269, steps per second:  73, episode reward: 58.575, mean reward:  0.218 [-0.005,  0.358], mean action: 15.654 [0.000, 31.000],  loss: 142.509430, mae: 214.610611, mean_q: 233.753052
  96581/378151: episode: 567, duration: 1.641s, episode steps: 122, steps per second:  74, episode reward: 32.194, mean reward:  0.264 [-0.005,  0.405], mean action: 16.877 [0.000, 31.000],  loss: 138.824295, mae: 214.963989, mean_q: 233.622513
  96848/378151: episode: 568, duration: 3.567s, episode steps: 267, steps per second:  75, episode reward: 82.031, mean reward:  0.307 [-0.005,  0.449], mean action: 13.640 [0.000, 31.000],  loss: 139.205521, mae: 214.703476, mean_q: 233.494965
  97009/378151: episode: 569, duration: 2.238s, episode steps: 161, steps per second:  72, episode reward: 65.493, mean reward:  0.407 [ 0.115,  0.507], mean action: 14.714 [0.000, 31.000],  loss: 135.498367, mae: 214.879807, mean_q: 233.618988
  97279/378151: episode: 570, duration: 3.594s, episode steps: 270, steps per second:  75, episode reward: 107.692, mean reward:  0.399 [-0.005,  0.630], mean action: 16.396 [0.000, 31.000],  loss: 144.419662, mae: 214.793411, mean_q: 233.796539
  97334/378151: episode: 571, duration: 0.806s, episode steps:  55, steps per second:  68, episode reward: 19.231, mean reward:  0.350 [ 0.086,  0.405], mean action: 14.836 [2.000, 30.000],  loss: 144.035110, mae: 214.763794, mean_q: 233.911819
  97591/378151: episode: 572, duration: 3.450s, episode steps: 257, steps per second:  74, episode reward: 129.591, mean reward:  0.504 [ 0.115,  0.598], mean action: 15.230 [0.000, 31.000],  loss: 118.204353, mae: 215.399872, mean_q: 233.996399
  97858/378151: episode: 573, duration: 3.682s, episode steps: 267, steps per second:  73, episode reward: 78.149, mean reward:  0.293 [-0.005,  0.366], mean action: 18.543 [1.000, 31.000],  loss: 111.167923, mae: 215.433075, mean_q: 234.147293
  98048/378151: episode: 574, duration: 2.488s, episode steps: 190, steps per second:  76, episode reward: 61.851, mean reward:  0.326 [-0.005,  0.415], mean action: 16.305 [1.000, 31.000],  loss: 101.060577, mae: 216.187134, mean_q: 234.805832
  98258/378151: episode: 575, duration: 2.852s, episode steps: 210, steps per second:  74, episode reward: 68.904, mean reward:  0.328 [-0.005,  0.461], mean action: 15.033 [0.000, 31.000],  loss: 151.580475, mae: 215.434784, mean_q: 234.566101
  98395/378151: episode: 576, duration: 1.952s, episode steps: 137, steps per second:  70, episode reward: 59.508, mean reward:  0.434 [ 0.136,  0.573], mean action: 17.416 [0.000, 31.000],  loss: 125.200645, mae: 216.098801, mean_q: 235.199158
  98585/378151: episode: 577, duration: 2.504s, episode steps: 190, steps per second:  76, episode reward: 104.720, mean reward:  0.551 [ 0.086,  0.658], mean action: 14.926 [1.000, 31.000],  loss: 143.885376, mae: 215.883774, mean_q: 234.586487
  98751/378151: episode: 578, duration: 2.310s, episode steps: 166, steps per second:  72, episode reward: 64.482, mean reward:  0.388 [ 0.086,  0.561], mean action: 16.367 [0.000, 31.000],  loss: 116.998024, mae: 215.577835, mean_q: 234.670929
  98817/378151: episode: 579, duration: 0.840s, episode steps:  66, steps per second:  79, episode reward: 23.038, mean reward:  0.349 [ 0.136,  0.418], mean action: 17.667 [0.000, 30.000],  loss: 172.510361, mae: 214.993042, mean_q: 233.858643
  99038/378151: episode: 580, duration: 3.001s, episode steps: 221, steps per second:  74, episode reward: 96.308, mean reward:  0.436 [ 0.115,  0.520], mean action: 17.760 [0.000, 31.000],  loss: 117.050972, mae: 216.029556, mean_q: 235.067719
  99197/378151: episode: 581, duration: 2.218s, episode steps: 159, steps per second:  72, episode reward: 26.495, mean reward:  0.167 [-0.005,  0.478], mean action: 14.975 [0.000, 31.000],  loss: 131.354462, mae: 215.599899, mean_q: 234.563736
  99467/378151: episode: 582, duration: 3.593s, episode steps: 270, steps per second:  75, episode reward: 112.065, mean reward:  0.415 [ 0.132,  0.635], mean action: 15.989 [0.000, 31.000],  loss: 144.562057, mae: 215.608307, mean_q: 234.599838
  99622/378151: episode: 583, duration: 2.165s, episode steps: 155, steps per second:  72, episode reward: 63.309, mean reward:  0.408 [ 0.115,  0.585], mean action: 16.239 [0.000, 31.000],  loss: 112.013763, mae: 216.654129, mean_q: 235.673386
  99847/378151: episode: 584, duration: 3.058s, episode steps: 225, steps per second:  74, episode reward: 109.908, mean reward:  0.488 [ 0.086,  0.589], mean action: 16.938 [0.000, 31.000],  loss: 120.608727, mae: 217.483444, mean_q: 236.697205
  99955/378151: episode: 585, duration: 1.476s, episode steps: 108, steps per second:  73, episode reward: 46.645, mean reward:  0.432 [ 0.115,  0.494], mean action: 16.676 [1.000, 31.000],  loss: 125.762390, mae: 218.693497, mean_q: 237.455063
 100224/378151: episode: 586, duration: 3.613s, episode steps: 269, steps per second:  74, episode reward: 72.807, mean reward:  0.271 [-0.005,  0.428], mean action: 15.037 [0.000, 31.000],  loss: 126.835762, mae: 218.291779, mean_q: 237.341461
 100261/378151: episode: 587, duration: 0.578s, episode steps:  37, steps per second:  64, episode reward: 11.260, mean reward:  0.304 [-0.005,  0.438], mean action: 18.676 [0.000, 31.000],  loss: 92.738243, mae: 218.863205, mean_q: 237.571259
 100327/378151: episode: 588, duration: 0.839s, episode steps:  66, steps per second:  79, episode reward: 23.243, mean reward:  0.352 [ 0.086,  0.415], mean action: 15.106 [0.000, 30.000],  loss: 122.657112, mae: 218.997742, mean_q: 238.065872
 100466/378151: episode: 589, duration: 1.868s, episode steps: 139, steps per second:  74, episode reward: 53.671, mean reward:  0.386 [ 0.115,  0.540], mean action: 15.719 [0.000, 31.000],  loss: 143.612518, mae: 218.366531, mean_q: 237.656311
 100653/378151: episode: 590, duration: 2.562s, episode steps: 187, steps per second:  73, episode reward: 69.215, mean reward:  0.370 [ 0.086,  0.513], mean action: 16.941 [1.000, 31.000],  loss: 191.996658, mae: 217.293762, mean_q: 236.943008
 100922/378151: episode: 591, duration: 3.690s, episode steps: 269, steps per second:  73, episode reward: 103.711, mean reward:  0.386 [ 0.132,  0.477], mean action: 19.208 [2.000, 31.000],  loss: 109.816574, mae: 219.031784, mean_q: 238.172668
 101189/378151: episode: 592, duration: 3.584s, episode steps: 267, steps per second:  74, episode reward: 153.947, mean reward:  0.577 [ 0.016,  0.651], mean action: 14.139 [0.000, 31.000],  loss: 193.085709, mae: 218.099777, mean_q: 237.490112
 101435/378151: episode: 593, duration: 3.327s, episode steps: 246, steps per second:  74, episode reward: 134.609, mean reward:  0.547 [ 0.115,  0.682], mean action: 14.313 [0.000, 31.000],  loss: 104.689240, mae: 218.909897, mean_q: 238.108047
 101641/378151: episode: 594, duration: 2.815s, episode steps: 206, steps per second:  73, episode reward: 81.422, mean reward:  0.395 [ 0.136,  0.548], mean action: 16.131 [0.000, 31.000],  loss: 125.581558, mae: 218.645416, mean_q: 237.670883
 101758/378151: episode: 595, duration: 1.590s, episode steps: 117, steps per second:  74, episode reward: 44.341, mean reward:  0.379 [-0.005,  0.488], mean action: 16.812 [0.000, 31.000],  loss: 114.926796, mae: 218.500275, mean_q: 237.483765
 101898/378151: episode: 596, duration: 1.962s, episode steps: 140, steps per second:  71, episode reward: 42.098, mean reward:  0.301 [-0.005,  0.492], mean action: 15.650 [1.000, 31.000],  loss: 128.200089, mae: 218.547684, mean_q: 237.718353
 102165/378151: episode: 597, duration: 3.580s, episode steps: 267, steps per second:  75, episode reward: 108.492, mean reward:  0.406 [ 0.086,  0.491], mean action: 16.022 [0.000, 31.000],  loss: 152.452515, mae: 217.381805, mean_q: 236.866714
 102358/378151: episode: 598, duration: 2.659s, episode steps: 193, steps per second:  73, episode reward: 65.416, mean reward:  0.339 [-0.005,  0.465], mean action: 14.301 [0.000, 31.000],  loss: 98.438431, mae: 218.201630, mean_q: 237.490509
 102558/378151: episode: 599, duration: 2.740s, episode steps: 200, steps per second:  73, episode reward: 47.505, mean reward:  0.238 [-0.005,  0.471], mean action: 15.340 [0.000, 31.000],  loss: 140.026199, mae: 217.305038, mean_q: 236.534805
 102825/378151: episode: 600, duration: 3.589s, episode steps: 267, steps per second:  74, episode reward: 106.998, mean reward:  0.401 [-0.005,  0.453], mean action: 6.588 [0.000, 31.000],  loss: 121.820717, mae: 217.936615, mean_q: 236.981461
 102908/378151: episode: 601, duration: 1.166s, episode steps:  83, steps per second:  71, episode reward: 30.368, mean reward:  0.366 [ 0.086,  0.443], mean action: 17.952 [0.000, 31.000],  loss: 117.002869, mae: 217.743576, mean_q: 237.209579
 102966/378151: episode: 602, duration: 0.739s, episode steps:  58, steps per second:  79, episode reward: 21.236, mean reward:  0.366 [ 0.115,  0.429], mean action: 14.448 [0.000, 31.000],  loss: 138.992432, mae: 217.568314, mean_q: 237.388809
 103195/378151: episode: 603, duration: 3.222s, episode steps: 229, steps per second:  71, episode reward: 98.192, mean reward:  0.429 [ 0.115,  0.481], mean action: 16.384 [0.000, 31.000],  loss: 140.689285, mae: 216.950150, mean_q: 236.356369
 103462/378151: episode: 604, duration: 3.579s, episode steps: 267, steps per second:  75, episode reward: 104.807, mean reward:  0.393 [ 0.044,  0.453], mean action: 20.120 [0.000, 31.000],  loss: 116.934959, mae: 217.159882, mean_q: 236.271637
 103507/378151: episode: 605, duration: 0.578s, episode steps:  45, steps per second:  78, episode reward: 14.179, mean reward:  0.315 [ 0.115,  0.366], mean action: 16.778 [0.000, 31.000],  loss: 88.301468, mae: 216.892410, mean_q: 236.692856
 103662/378151: episode: 606, duration: 2.153s, episode steps: 155, steps per second:  72, episode reward: 63.997, mean reward:  0.413 [ 0.086,  0.492], mean action: 18.316 [2.000, 31.000],  loss: 135.374603, mae: 216.593826, mean_q: 235.995392
