Training for 50000 steps ...
   168/50000: episode: 1, duration: 12.278s, episode steps: 168, steps per second:  14, episode reward: 32.223, mean reward:  0.192 [-0.005,  0.353], mean action: 16.357 [0.000, 31.000],  loss: --, mae: --, mean_q: --
 22869/50000: episode: 118, duration: 21.238s, episode steps: 267, steps per second:  13, episode reward: 88.069, mean reward:  0.330 [-0.005,  0.492], mean action: 15.191 [0.000, 31.000],  loss: 21.848238, mae: 110.812180, mean_q: 118.600784
 23136/50000: episode: 119, duration: 21.213s, episode steps: 267, steps per second:  13, episode reward: 115.113, mean reward:  0.431 [ 0.116,  0.495], mean action: 16.449 [0.000, 31.000],  loss: 23.434658, mae: 111.894577, mean_q: 119.733284
 23406/50000: episode: 120, duration: 21.103s, episode steps: 270, steps per second:  13, episode reward: 153.466, mean reward:  0.568 [ 0.087,  0.654], mean action: 15.259 [0.000, 31.000],  loss: 24.876926, mae: 112.622833, mean_q: 120.648132
 23569/50000: episode: 121, duration: 12.953s, episode steps: 163, steps per second:  13, episode reward: 52.186, mean reward:  0.320 [ 0.087,  0.478], mean action: 14.982 [0.000, 31.000],  loss: 24.716736, mae: 113.559746, mean_q: 121.452957
 23746/50000: episode: 122, duration: 13.959s, episode steps: 177, steps per second:  13, episode reward: 89.555, mean reward:  0.506 [ 0.087,  0.646], mean action: 14.062 [0.000, 30.000],  loss: 27.761150, mae: 113.656616, mean_q: 121.781677
 23926/50000: episode: 123, duration: 14.295s, episode steps: 180, steps per second:  13, episode reward: 75.767, mean reward:  0.421 [-0.005,  0.488], mean action: 15.622 [0.000, 31.000],  loss: 12.307510, mae: 115.107246, mean_q: 123.107147
 24193/50000: episode: 124, duration: 20.768s, episode steps: 267, steps per second:  13, episode reward: 107.115, mean reward:  0.401 [-0.005,  0.445], mean action: 14.989 [0.000, 31.000],  loss: 22.989626, mae: 115.762276, mean_q: 123.844070
 24427/50000: episode: 125, duration: 19.123s, episode steps: 234, steps per second:  12, episode reward: 127.869, mean reward:  0.546 [-0.005,  0.650], mean action: 16.799 [0.000, 31.000],  loss: 28.758682, mae: 116.638390, mean_q: 124.780266
 24588/50000: episode: 126, duration: 12.965s, episode steps: 161, steps per second:  12, episode reward: 91.466, mean reward:  0.568 [ 0.137,  0.654], mean action: 14.062 [0.000, 31.000],  loss: 21.878942, mae: 117.527710, mean_q: 125.551003
 24855/50000: episode: 127, duration: 21.762s, episode steps: 267, steps per second:  12, episode reward: 117.309, mean reward:  0.439 [ 0.017,  0.487], mean action: 15.079 [0.000, 31.000],  loss: 22.369858, mae: 118.080383, mean_q: 126.318382
 25021/50000: episode: 128, duration: 13.819s, episode steps: 166, steps per second:  12, episode reward: 42.616, mean reward:  0.257 [ 0.133,  0.362], mean action: 13.235 [0.000, 31.000],  loss: 26.250294, mae: 118.816315, mean_q: 127.033600
 25288/50000: episode: 129, duration: 20.990s, episode steps: 267, steps per second:  13, episode reward: 113.839, mean reward:  0.426 [ 0.087,  0.478], mean action: 14.981 [0.000, 31.000],  loss: 30.962425, mae: 118.952805, mean_q: 127.536369
 25555/50000: episode: 130, duration: 20.796s, episode steps: 267, steps per second:  13, episode reward: 67.117, mean reward:  0.251 [-0.005,  0.409], mean action: 13.270 [0.000, 31.000],  loss: 22.945280, mae: 120.570213, mean_q: 128.931778
 25822/50000: episode: 131, duration: 20.776s, episode steps: 267, steps per second:  13, episode reward: 110.946, mean reward:  0.416 [ 0.137,  0.474], mean action: 16.011 [0.000, 31.000],  loss: 29.467461, mae: 120.975731, mean_q: 129.245468
 26089/50000: episode: 132, duration: 20.788s, episode steps: 267, steps per second:  13, episode reward: 109.754, mean reward:  0.411 [-0.005,  0.466], mean action: 15.839 [0.000, 31.000],  loss: 21.395094, mae: 121.649956, mean_q: 129.873550
 26356/50000: episode: 133, duration: 20.825s, episode steps: 267, steps per second:  13, episode reward: 113.629, mean reward:  0.426 [ 0.087,  0.478], mean action: 13.760 [0.000, 31.000],  loss: 33.121490, mae: 122.552933, mean_q: 131.114182
 26623/50000: episode: 134, duration: 20.799s, episode steps: 267, steps per second:  13, episode reward: 112.631, mean reward:  0.422 [ 0.133,  0.489], mean action: 14.993 [0.000, 31.000],  loss: 29.289381, mae: 122.927467, mean_q: 131.557114
 26687/50000: episode: 135, duration: 5.029s, episode steps:  64, steps per second:  13, episode reward: 10.374, mean reward:  0.162 [-0.005,  0.310], mean action: 15.641 [0.000, 31.000],  loss: 36.344799, mae: 123.359932, mean_q: 131.866302
 26699/50000: episode: 136, duration: 1.012s, episode steps:  12, steps per second:  12, episode reward:  2.643, mean reward:  0.220 [ 0.087,  0.307], mean action: 16.000 [1.000, 28.000],  loss: 25.859999, mae: 123.799988, mean_q: 132.055420
 26966/50000: episode: 137, duration: 20.808s, episode steps: 267, steps per second:  13, episode reward: 97.051, mean reward:  0.363 [-0.005,  0.494], mean action: 16.041 [0.000, 31.000],  loss: 21.507473, mae: 124.119881, mean_q: 132.664948
 27233/50000: episode: 138, duration: 20.784s, episode steps: 267, steps per second:  13, episode reward: 111.972, mean reward:  0.419 [ 0.116,  0.491], mean action: 15.940 [0.000, 31.000],  loss: 36.769581, mae: 124.820137, mean_q: 133.206604
 27240/50000: episode: 139, duration: 0.617s, episode steps:   7, steps per second:  11, episode reward:  1.441, mean reward:  0.206 [ 0.087,  0.307], mean action: 18.429 [10.000, 26.000],  loss: 71.029816, mae: 124.405090, mean_q: 133.069489
 27491/50000: episode: 140, duration: 19.525s, episode steps: 251, steps per second:  13, episode reward: 93.337, mean reward:  0.372 [-0.005,  0.488], mean action: 14.761 [0.000, 31.000],  loss: 22.721884, mae: 125.458794, mean_q: 134.020905
 27758/50000: episode: 141, duration: 20.737s, episode steps: 267, steps per second:  13, episode reward: 110.109, mean reward:  0.412 [-0.005,  0.466], mean action: 16.734 [0.000, 31.000],  loss: 26.005058, mae: 126.198135, mean_q: 134.718292
 28027/50000: episode: 142, duration: 20.905s, episode steps: 269, steps per second:  13, episode reward: 67.099, mean reward:  0.249 [-0.005,  0.309], mean action: 15.613 [0.000, 31.000],  loss: 28.706894, mae: 126.655464, mean_q: 135.260361
 28294/50000: episode: 143, duration: 20.740s, episode steps: 267, steps per second:  13, episode reward: 92.864, mean reward:  0.348 [-0.005,  0.490], mean action: 14.940 [0.000, 31.000],  loss: 24.901812, mae: 127.375526, mean_q: 136.002365
 28561/50000: episode: 144, duration: 20.790s, episode steps: 267, steps per second:  13, episode reward: 114.164, mean reward:  0.428 [ 0.137,  0.484], mean action: 16.067 [0.000, 31.000],  loss: 30.037033, mae: 127.922752, mean_q: 136.783508
 28828/50000: episode: 145, duration: 20.768s, episode steps: 267, steps per second:  13, episode reward: 105.372, mean reward:  0.395 [-0.005,  0.468], mean action: 15.142 [0.000, 31.000],  loss: 28.904385, mae: 128.679214, mean_q: 137.392258
 29095/50000: episode: 146, duration: 20.836s, episode steps: 267, steps per second:  13, episode reward: 88.125, mean reward:  0.330 [-0.005,  0.503], mean action: 13.918 [0.000, 31.000],  loss: 37.449284, mae: 128.874863, mean_q: 137.814819
 29362/50000: episode: 147, duration: 20.746s, episode steps: 267, steps per second:  13, episode reward: 92.926, mean reward:  0.348 [-0.005,  0.492], mean action: 14.839 [0.000, 31.000],  loss: 27.315702, mae: 129.451141, mean_q: 138.161453
 29561/50000: episode: 148, duration: 15.440s, episode steps: 199, steps per second:  13, episode reward: 77.062, mean reward:  0.387 [-0.005,  0.487], mean action: 14.844 [0.000, 31.000],  loss: 35.756584, mae: 129.476654, mean_q: 138.325195
 29828/50000: episode: 149, duration: 20.745s, episode steps: 267, steps per second:  13, episode reward: 100.315, mean reward:  0.376 [ 0.087,  0.527], mean action: 15.464 [0.000, 31.000],  loss: 32.886574, mae: 129.570160, mean_q: 138.561646
 30097/50000: episode: 150, duration: 20.879s, episode steps: 269, steps per second:  13, episode reward: 112.225, mean reward:  0.417 [ 0.137,  0.481], mean action: 16.695 [0.000, 31.000],  loss: 32.202930, mae: 130.175247, mean_q: 139.275360
 30364/50000: episode: 151, duration: 20.713s, episode steps: 267, steps per second:  13, episode reward: 74.749, mean reward:  0.280 [-0.005,  0.466], mean action: 14.438 [0.000, 31.000],  loss: 29.692921, mae: 130.582947, mean_q: 139.539856
 30631/50000: episode: 152, duration: 20.708s, episode steps: 267, steps per second:  13, episode reward: 88.688, mean reward:  0.332 [-0.005,  0.469], mean action: 16.479 [0.000, 31.000],  loss: 35.809711, mae: 130.925018, mean_q: 139.904297
 30898/50000: episode: 153, duration: 20.702s, episode steps: 267, steps per second:  13, episode reward: 125.708, mean reward:  0.471 [-0.005,  0.591], mean action: 14.854 [0.000, 31.000],  loss: 38.772594, mae: 131.652328, mean_q: 140.804398
 31165/50000: episode: 154, duration: 20.711s, episode steps: 267, steps per second:  13, episode reward: 149.167, mean reward:  0.559 [ 0.087,  0.650], mean action: 14.678 [0.000, 31.000],  loss: 26.190475, mae: 132.391861, mean_q: 141.450790
 31432/50000: episode: 155, duration: 20.686s, episode steps: 267, steps per second:  13, episode reward: 102.424, mean reward:  0.384 [-0.005,  0.457], mean action: 15.700 [0.000, 31.000],  loss: 33.161404, mae: 132.888962, mean_q: 142.116516
 31699/50000: episode: 156, duration: 20.645s, episode steps: 267, steps per second:  13, episode reward: 122.157, mean reward:  0.458 [ 0.137,  0.482], mean action: 15.899 [0.000, 31.000],  loss: 31.071739, mae: 134.109665, mean_q: 143.297073
 31966/50000: episode: 157, duration: 20.679s, episode steps: 267, steps per second:  13, episode reward: 103.402, mean reward:  0.387 [-0.005,  0.624], mean action: 15.101 [0.000, 31.000],  loss: 39.876148, mae: 134.395157, mean_q: 143.554123
 32233/50000: episode: 158, duration: 20.689s, episode steps: 267, steps per second:  13, episode reward: 115.570, mean reward:  0.433 [ 0.137,  0.488], mean action: 14.772 [0.000, 31.000],  loss: 30.517580, mae: 134.524582, mean_q: 143.714478
 32500/50000: episode: 159, duration: 20.726s, episode steps: 267, steps per second:  13, episode reward: 113.620, mean reward:  0.426 [ 0.137,  0.492], mean action: 14.082 [0.000, 31.000],  loss: 31.177288, mae: 134.823181, mean_q: 144.193268
 32767/50000: episode: 160, duration: 20.707s, episode steps: 267, steps per second:  13, episode reward: 121.159, mean reward:  0.454 [ 0.087,  0.492], mean action: 14.191 [0.000, 31.000],  loss: 38.152962, mae: 134.845993, mean_q: 144.137482
 32992/50000: episode: 161, duration: 17.486s, episode steps: 225, steps per second:  13, episode reward: 96.884, mean reward:  0.431 [-0.005,  0.490], mean action: 16.716 [0.000, 31.000],  loss: 37.485989, mae: 135.239594, mean_q: 144.715088
 33007/50000: episode: 162, duration: 1.239s, episode steps:  15, steps per second:  12, episode reward:  2.732, mean reward:  0.182 [-0.005,  0.304], mean action: 16.400 [1.000, 31.000],  loss: 37.539677, mae: 133.541046, mean_q: 143.578857
 33274/50000: episode: 163, duration: 20.763s, episode steps: 267, steps per second:  13, episode reward: 89.774, mean reward:  0.336 [-0.005,  0.497], mean action: 17.105 [0.000, 31.000],  loss: 40.983761, mae: 135.088379, mean_q: 144.452835
 33541/50000: episode: 164, duration: 20.731s, episode steps: 267, steps per second:  13, episode reward: 99.924, mean reward:  0.374 [-0.005,  0.464], mean action: 16.498 [0.000, 31.000],  loss: 33.529602, mae: 136.204559, mean_q: 145.563980
 33808/50000: episode: 165, duration: 20.750s, episode steps: 267, steps per second:  13, episode reward: 106.640, mean reward:  0.399 [ 0.017,  0.463], mean action: 14.442 [0.000, 31.000],  loss: 33.655262, mae: 137.029236, mean_q: 146.437073
 34075/50000: episode: 166, duration: 20.839s, episode steps: 267, steps per second:  13, episode reward: 102.327, mean reward:  0.383 [-0.005,  0.569], mean action: 17.723 [0.000, 31.000],  loss: 39.593143, mae: 137.526474, mean_q: 147.224655
 34342/50000: episode: 167, duration: 20.809s, episode steps: 267, steps per second:  13, episode reward: 117.152, mean reward:  0.439 [-0.005,  0.488], mean action: 13.610 [0.000, 31.000],  loss: 32.661148, mae: 138.395355, mean_q: 147.842484
 34609/50000: episode: 168, duration: 20.808s, episode steps: 267, steps per second:  13, episode reward: 104.301, mean reward:  0.391 [ 0.133,  0.433], mean action: 16.730 [0.000, 31.000],  loss: 36.636379, mae: 139.081757, mean_q: 148.579956
 34876/50000: episode: 169, duration: 20.800s, episode steps: 267, steps per second:  13, episode reward: 112.172, mean reward:  0.420 [ 0.137,  0.491], mean action: 18.127 [0.000, 31.000],  loss: 40.122246, mae: 139.351562, mean_q: 149.151367
 35143/50000: episode: 170, duration: 20.794s, episode steps: 267, steps per second:  13, episode reward: 142.567, mean reward:  0.534 [-0.005,  0.656], mean action: 14.375 [0.000, 31.000],  loss: 47.748482, mae: 139.938416, mean_q: 149.780197
 35410/50000: episode: 171, duration: 20.770s, episode steps: 267, steps per second:  13, episode reward: 103.556, mean reward:  0.388 [-0.005,  0.449], mean action: 17.584 [0.000, 31.000],  loss: 57.402428, mae: 139.719788, mean_q: 149.646683
 35677/50000: episode: 172, duration: 20.774s, episode steps: 267, steps per second:  13, episode reward: 116.373, mean reward:  0.436 [ 0.087,  0.483], mean action: 16.356 [0.000, 30.000],  loss: 40.487183, mae: 140.715775, mean_q: 150.572479
 35944/50000: episode: 173, duration: 20.776s, episode steps: 267, steps per second:  13, episode reward: 62.952, mean reward:  0.236 [-0.005,  0.301], mean action: 15.521 [0.000, 31.000],  loss: 42.458138, mae: 140.796509, mean_q: 150.649017
 36211/50000: episode: 174, duration: 20.817s, episode steps: 267, steps per second:  13, episode reward: 106.690, mean reward:  0.400 [ 0.133,  0.466], mean action: 17.925 [0.000, 31.000],  loss: 50.429016, mae: 141.586548, mean_q: 151.587341
 36480/50000: episode: 175, duration: 20.922s, episode steps: 269, steps per second:  13, episode reward: 150.264, mean reward:  0.559 [ 0.087,  0.653], mean action: 15.773 [0.000, 31.000],  loss: 39.031033, mae: 142.246216, mean_q: 152.240845
 36560/50000: episode: 176, duration: 6.272s, episode steps:  80, steps per second:  13, episode reward: 40.543, mean reward:  0.507 [ 0.133,  0.640], mean action: 17.700 [0.000, 31.000],  loss: 47.859894, mae: 141.994537, mean_q: 151.977448
 36826/50000: episode: 177, duration: 20.715s, episode steps: 266, steps per second:  13, episode reward: 115.138, mean reward:  0.433 [ 0.133,  0.491], mean action: 14.744 [0.000, 31.000],  loss: 41.979588, mae: 142.509872, mean_q: 152.671616
 37093/50000: episode: 178, duration: 20.826s, episode steps: 267, steps per second:  13, episode reward: 152.810, mean reward:  0.572 [ 0.137,  0.652], mean action: 15.584 [0.000, 31.000],  loss: 34.464359, mae: 143.530579, mean_q: 153.514404
 37363/50000: episode: 179, duration: 21.042s, episode steps: 270, steps per second:  13, episode reward: 124.967, mean reward:  0.463 [ 0.137,  0.490], mean action: 14.367 [0.000, 31.000],  loss: 47.107437, mae: 144.241180, mean_q: 154.303406
 37632/50000: episode: 180, duration: 20.946s, episode steps: 269, steps per second:  13, episode reward: 136.605, mean reward:  0.508 [ 0.137,  0.654], mean action: 16.784 [0.000, 31.000],  loss: 40.038784, mae: 144.563553, mean_q: 154.580185
 37899/50000: episode: 181, duration: 20.785s, episode steps: 267, steps per second:  13, episode reward: 135.654, mean reward:  0.508 [ 0.087,  0.653], mean action: 15.037 [0.000, 31.000],  loss: 44.673679, mae: 145.428940, mean_q: 155.507889
 38065/50000: episode: 182, duration: 12.940s, episode steps: 166, steps per second:  13, episode reward: 40.079, mean reward:  0.241 [-0.005,  0.356], mean action: 13.301 [0.000, 31.000],  loss: 55.041603, mae: 145.641495, mean_q: 155.792877
 38332/50000: episode: 183, duration: 20.815s, episode steps: 267, steps per second:  13, episode reward: 140.151, mean reward:  0.525 [ 0.133,  0.650], mean action: 15.026 [0.000, 31.000],  loss: 45.823910, mae: 145.689590, mean_q: 155.954590
 38599/50000: episode: 184, duration: 20.771s, episode steps: 267, steps per second:  13, episode reward: 95.730, mean reward:  0.359 [-0.005,  0.482], mean action: 16.184 [0.000, 31.000],  loss: 50.069031, mae: 146.261002, mean_q: 156.475952
 38715/50000: episode: 185, duration: 9.066s, episode steps: 116, steps per second:  13, episode reward: 46.139, mean reward:  0.398 [ 0.137,  0.471], mean action: 15.862 [1.000, 31.000],  loss: 53.105625, mae: 146.671234, mean_q: 157.115952
 38982/50000: episode: 186, duration: 20.766s, episode steps: 267, steps per second:  13, episode reward: 118.647, mean reward:  0.444 [ 0.137,  0.478], mean action: 16.715 [0.000, 31.000],  loss: 46.842155, mae: 147.004425, mean_q: 157.396469
 39249/50000: episode: 187, duration: 20.763s, episode steps: 267, steps per second:  13, episode reward: 157.486, mean reward:  0.590 [ 0.114,  0.654], mean action: 15.225 [0.000, 31.000],  loss: 50.138329, mae: 147.126846, mean_q: 157.417267
 39516/50000: episode: 188, duration: 20.752s, episode steps: 267, steps per second:  13, episode reward: 92.523, mean reward:  0.347 [ 0.087,  0.457], mean action: 16.176 [0.000, 31.000],  loss: 37.890545, mae: 147.624069, mean_q: 157.738968
 39675/50000: episode: 189, duration: 12.421s, episode steps: 159, steps per second:  13, episode reward: 80.395, mean reward:  0.506 [ 0.087,  0.646], mean action: 15.604 [0.000, 31.000],  loss: 53.384434, mae: 147.383987, mean_q: 157.682144
 39942/50000: episode: 190, duration: 20.764s, episode steps: 267, steps per second:  13, episode reward: 110.270, mean reward:  0.413 [ 0.137,  0.489], mean action: 15.468 [0.000, 31.000],  loss: 53.838116, mae: 147.489182, mean_q: 157.918243
 40209/50000: episode: 191, duration: 20.771s, episode steps: 267, steps per second:  13, episode reward: 103.129, mean reward:  0.386 [-0.005,  0.478], mean action: 16.150 [0.000, 31.000],  loss: 51.873150, mae: 148.090012, mean_q: 158.634933
 40476/50000: episode: 192, duration: 20.748s, episode steps: 267, steps per second:  13, episode reward: 89.299, mean reward:  0.334 [-0.005,  0.487], mean action: 15.876 [0.000, 31.000],  loss: 36.065819, mae: 149.053223, mean_q: 159.356430
 40743/50000: episode: 193, duration: 20.792s, episode steps: 267, steps per second:  13, episode reward: 140.164, mean reward:  0.525 [-0.005,  0.647], mean action: 15.101 [0.000, 31.000],  loss: 41.479008, mae: 149.842377, mean_q: 160.171951
 40903/50000: episode: 194, duration: 12.450s, episode steps: 160, steps per second:  13, episode reward: 44.925, mean reward:  0.281 [-0.005,  0.322], mean action: 18.219 [0.000, 31.000],  loss: 37.930836, mae: 150.407242, mean_q: 160.870895
 41173/50000: episode: 195, duration: 21.046s, episode steps: 270, steps per second:  13, episode reward: 117.829, mean reward:  0.436 [ 0.087,  0.481], mean action: 15.411 [0.000, 31.000],  loss: 41.014660, mae: 150.765457, mean_q: 161.338455
 41440/50000: episode: 196, duration: 20.793s, episode steps: 267, steps per second:  13, episode reward: 99.397, mean reward:  0.372 [-0.005,  0.489], mean action: 15.315 [0.000, 31.000],  loss: 44.435852, mae: 151.536591, mean_q: 162.157715
 41710/50000: episode: 197, duration: 20.973s, episode steps: 270, steps per second:  13, episode reward: 83.189, mean reward:  0.308 [ 0.087,  0.408], mean action: 14.970 [0.000, 30.000],  loss: 44.355232, mae: 152.305557, mean_q: 162.949966
 41799/50000: episode: 198, duration: 6.964s, episode steps:  89, steps per second:  13, episode reward: 21.112, mean reward:  0.237 [-0.005,  0.324], mean action: 13.742 [0.000, 31.000],  loss: 41.134796, mae: 153.051208, mean_q: 163.854279
 42066/50000: episode: 199, duration: 20.762s, episode steps: 267, steps per second:  13, episode reward: 58.577, mean reward:  0.219 [-0.005,  0.442], mean action: 13.963 [0.000, 31.000],  loss: 48.954620, mae: 153.211975, mean_q: 163.918167
 42333/50000: episode: 200, duration: 20.773s, episode steps: 267, steps per second:  13, episode reward: 60.288, mean reward:  0.226 [-0.005,  0.321], mean action: 17.094 [0.000, 31.000],  loss: 39.617432, mae: 153.559616, mean_q: 164.188583
 42600/50000: episode: 201, duration: 20.777s, episode steps: 267, steps per second:  13, episode reward: 82.696, mean reward:  0.310 [-0.005,  0.457], mean action: 15.760 [0.000, 31.000],  loss: 50.106491, mae: 153.777115, mean_q: 164.449203
 42867/50000: episode: 202, duration: 20.755s, episode steps: 267, steps per second:  13, episode reward: 62.199, mean reward:  0.233 [-0.005,  0.304], mean action: 15.337 [0.000, 31.000],  loss: 47.916336, mae: 154.051605, mean_q: 164.644073
 43112/50000: episode: 203, duration: 19.082s, episode steps: 245, steps per second:  13, episode reward: 96.962, mean reward:  0.396 [-0.005,  0.491], mean action: 12.445 [0.000, 30.000],  loss: 47.034065, mae: 154.624237, mean_q: 165.266037
 43379/50000: episode: 204, duration: 20.792s, episode steps: 267, steps per second:  13, episode reward: 108.240, mean reward:  0.405 [ 0.087,  0.464], mean action: 14.880 [0.000, 31.000],  loss: 56.436367, mae: 154.442978, mean_q: 165.240265
 43646/50000: episode: 205, duration: 20.828s, episode steps: 267, steps per second:  13, episode reward: 119.249, mean reward:  0.447 [ 0.133,  0.493], mean action: 14.569 [0.000, 31.000],  loss: 52.953850, mae: 154.903824, mean_q: 165.870285
 43913/50000: episode: 206, duration: 20.761s, episode steps: 267, steps per second:  13, episode reward: 114.469, mean reward:  0.429 [ 0.137,  0.488], mean action: 13.790 [0.000, 31.000],  loss: 56.393135, mae: 155.493240, mean_q: 166.469818
 44180/50000: episode: 207, duration: 20.738s, episode steps: 267, steps per second:  13, episode reward: 106.538, mean reward:  0.399 [-0.005,  0.652], mean action: 14.176 [0.000, 31.000],  loss: 42.631489, mae: 155.642212, mean_q: 166.432877
 44447/50000: episode: 208, duration: 20.738s, episode steps: 267, steps per second:  13, episode reward: 103.155, mean reward:  0.386 [-0.005,  0.488], mean action: 14.262 [0.000, 31.000],  loss: 58.963863, mae: 155.882233, mean_q: 166.513504
 44714/50000: episode: 209, duration: 20.756s, episode steps: 267, steps per second:  13, episode reward: 79.621, mean reward:  0.298 [-0.005,  0.591], mean action: 14.532 [0.000, 31.000],  loss: 58.331291, mae: 155.647446, mean_q: 166.510590
 44981/50000: episode: 210, duration: 20.758s, episode steps: 267, steps per second:  13, episode reward: 81.367, mean reward:  0.305 [-0.005,  0.471], mean action: 17.554 [0.000, 31.000],  loss: 48.093719, mae: 156.156723, mean_q: 166.927322
 45248/50000: episode: 211, duration: 20.773s, episode steps: 267, steps per second:  13, episode reward: 38.473, mean reward:  0.144 [-0.005,  0.414], mean action: 14.300 [0.000, 31.000],  loss: 37.652897, mae: 156.498688, mean_q: 167.168213
 45506/50000: episode: 212, duration: 20.077s, episode steps: 258, steps per second:  13, episode reward: 98.156, mean reward:  0.380 [-0.005,  0.489], mean action: 16.182 [0.000, 31.000],  loss: 63.175957, mae: 156.554581, mean_q: 167.489075
 45775/50000: episode: 213, duration: 20.957s, episode steps: 269, steps per second:  13, episode reward: 121.219, mean reward:  0.451 [-0.005,  0.646], mean action: 14.695 [0.000, 31.000],  loss: 38.231247, mae: 157.174118, mean_q: 168.018646
 46042/50000: episode: 214, duration: 20.801s, episode steps: 267, steps per second:  13, episode reward: 118.560, mean reward:  0.444 [ 0.116,  0.478], mean action: 17.940 [0.000, 31.000],  loss: 57.530052, mae: 156.781372, mean_q: 167.895660
 46309/50000: episode: 215, duration: 20.790s, episode steps: 267, steps per second:  13, episode reward: 146.291, mean reward:  0.548 [ 0.087,  0.647], mean action: 15.865 [0.000, 31.000],  loss: 41.548607, mae: 157.547699, mean_q: 168.478165
 46578/50000: episode: 216, duration: 20.876s, episode steps: 269, steps per second:  13, episode reward: 109.386, mean reward:  0.407 [ 0.116,  0.473], mean action: 17.431 [0.000, 31.000],  loss: 45.238899, mae: 157.745987, mean_q: 168.630493
 46675/50000: episode: 217, duration: 7.594s, episode steps:  97, steps per second:  13, episode reward: 37.580, mean reward:  0.387 [-0.005,  0.485], mean action: 14.361 [0.000, 30.000],  loss: 34.246407, mae: 158.102676, mean_q: 169.053879
 46942/50000: episode: 218, duration: 20.772s, episode steps: 267, steps per second:  13, episode reward: 105.295, mean reward:  0.394 [ 0.087,  0.446], mean action: 16.404 [0.000, 31.000],  loss: 50.171070, mae: 158.236755, mean_q: 169.267975
 47209/50000: episode: 219, duration: 20.807s, episode steps: 267, steps per second:  13, episode reward: 63.748, mean reward:  0.239 [-0.005,  0.309], mean action: 17.551 [0.000, 31.000],  loss: 57.622650, mae: 158.334244, mean_q: 169.340363
 47476/50000: episode: 220, duration: 20.790s, episode steps: 267, steps per second:  13, episode reward: 140.245, mean reward:  0.525 [-0.005,  0.652], mean action: 15.738 [0.000, 31.000],  loss: 46.532532, mae: 158.031342, mean_q: 169.043533
 47743/50000: episode: 221, duration: 20.828s, episode steps: 267, steps per second:  13, episode reward: 66.320, mean reward:  0.248 [-0.005,  0.490], mean action: 15.558 [0.000, 31.000],  loss: 57.486565, mae: 157.954254, mean_q: 169.333908
 48010/50000: episode: 222, duration: 20.794s, episode steps: 267, steps per second:  13, episode reward: 113.384, mean reward:  0.425 [ 0.137,  0.516], mean action: 16.584 [0.000, 31.000],  loss: 48.776688, mae: 158.569580, mean_q: 169.682968
 48277/50000: episode: 223, duration: 20.792s, episode steps: 267, steps per second:  13, episode reward: 77.262, mean reward:  0.289 [ 0.087,  0.403], mean action: 12.944 [0.000, 31.000],  loss: 49.339931, mae: 158.666138, mean_q: 169.877045
 48544/50000: episode: 224, duration: 20.781s, episode steps: 267, steps per second:  13, episode reward: 103.009, mean reward:  0.386 [ 0.087,  0.450], mean action: 17.831 [0.000, 31.000],  loss: 50.330650, mae: 158.912689, mean_q: 170.115982
 48693/50000: episode: 225, duration: 11.665s, episode steps: 149, steps per second:  13, episode reward: 69.755, mean reward:  0.468 [ 0.133,  0.646], mean action: 15.342 [1.000, 30.000],  loss: 62.713821, mae: 159.182632, mean_q: 170.515579
 48960/50000: episode: 226, duration: 20.844s, episode steps: 267, steps per second:  13, episode reward: 110.702, mean reward:  0.415 [ 0.087,  0.464], mean action: 18.348 [1.000, 31.000],  loss: 56.846310, mae: 158.965530, mean_q: 170.212524
 49227/50000: episode: 227, duration: 20.797s, episode steps: 267, steps per second:  13, episode reward: 104.010, mean reward:  0.390 [ 0.087,  0.447], mean action: 17.112 [0.000, 31.000],  loss: 48.620934, mae: 159.260284, mean_q: 170.597122
 49322/50000: episode: 228, duration: 7.461s, episode steps:  95, steps per second:  13, episode reward: 32.021, mean reward:  0.337 [ 0.137,  0.469], mean action: 14.516 [0.000, 31.000],  loss: 52.479126, mae: 159.674652, mean_q: 171.083328
 49431/50000: episode: 229, duration: 8.537s, episode steps: 109, steps per second:  13, episode reward: 40.677, mean reward:  0.373 [ 0.087,  0.472], mean action: 16.321 [0.000, 31.000],  loss: 48.464756, mae: 159.889114, mean_q: 171.131851
 49701/50000: episode: 230, duration: 21.046s, episode steps: 270, steps per second:  13, episode reward: 103.933, mean reward:  0.385 [-0.005,  0.518], mean action: 12.715 [0.000, 31.000],  loss: 58.924522, mae: 159.934921, mean_q: 171.450119
 49968/50000: episode: 231, duration: 20.774s, episode steps: 267, steps per second:  13, episode reward: 112.734, mean reward:  0.422 [ 0.133,  0.459], mean action: 15.861 [0.000, 31.000],  loss: 51.755989, mae: 160.471207, mean_q: 171.785095
 49986/50000: episode: 232, duration: 1.467s, episode steps:  18, steps per second:  12, episode reward:  2.692, mean reward:  0.150 [-0.005,  0.310], mean action: 10.833 [1.000, 30.000],  loss: 4.443027, mae: 161.169601, mean_q: 172.502808
done, took 3936.598 seconds
